ID, RESTAURANTE, PISCINA, PARQUEADERO, WIFI, TV, H24
 53623,0,0,0,0,0,0
 53624,0,0,1,1,0,1
 53625,1,1,1,0,0,0
 53626,0,1,1,0,1,1
 53627,1,0,1,1,0,0
 53628,0,1,1,0,1,0
 53629,0,1,1,1,1,0
 53630,1,0,1,1,1,1
 53631,0,1,1,0,0,0
 53632,1,1,1,1,0,0
 53633,1,0,1,1,0,1
 53634,1,0,1,0,0,0
 53635,1,1,0,0,0,1
 53636,0,1,1,0,0,1
 53637,0,1,0,0,0,0
 53638,0,1,1,0,0,0
 53639,1,0,1,1,0,0
 53640,0,1,1,1,0,0
 53641,0,0,1,1,0,0
 53642,1,0,1,0,0,1
 53643,0,0,1,1,1,1
 53644,1,1,1,0,1,1
 53645,1,1,0,0,1,1
 53646,1,0,1,0,1,0
 53647,1,0,0,1,1,0
 53648,1,1,0,0,1,0
 53649,0,1,0,1,1,0
 53650,0,1,1,1,1,1
 53651,0,0,0,0,1,0
 53652,1,0,0,0,1,1
 53653,1,0,0,1,1,0
 53654,1,1,0,1,0,0
 53655,0,0,0,1,1,0
 53656,1,0,0,0,0,0
 53657,1,1,1,0,0,1
 53658,1,0,0,0,1,0
 53659,0,0,1,0,0,0
 53660,1,1,0,1,0,1
 53661,0,1,0,0,0,1
 53662,0,1,1,1,0,0
 53663,0,0,1,0,0,0
 53664,0,0,0,1,1,0
 53665,1,0,0,1,1,1
 53666,0,0,0,0,1,1
 53667,1,0,0,1,1,0
 53668,1,1,0,1,0,1
 53669,0,0,1,0,0,0
 53670,0,0,1,1,0,0
 53671,0,0,1,1,0,1
 53672,0,0,1,1,0,0
 53673,0,1,1,0,1,0
 53674,0,0,1,1,0,1
 53675,1,0,1,0,1,0
 53676,0,0,1,1,1,1
 53677,0,1,1,0,1,0
 53678,1,0,0,0,0,1
 53679,1,0,0,0,0,1
 53680,1,0,1,1,1,1
 53681,1,0,1,1,1,1
 53682,1,1,1,0,1,0
 53683,1,1,1,0,1,1
 53684,0,0,0,1,0,0
 53685,0,0,1,1,1,0
 53686,1,0,0,0,0,1
 53687,1,1,0,0,1,0
 53688,0,0,0,0,1,1
 53689,1,0,1,0,0,0
 53690,1,1,0,0,1,0
 53691,0,1,1,1,0,1
 53692,1,0,1,1,1,1
 53693,0,1,1,0,1,0
 53694,0,0,0,1,0,0
 53695,1,0,1,1,1,1
 53696,0,0,1,0,1,0
 53697,1,1,1,0,1,1
 53698,0,1,1,0,0,0
 53699,0,1,1,1,0,0
 53700,0,1,0,1,0,1
 53701,1,1,0,1,0,1
 53702,1,0,1,1,0,0
 53703,0,0,1,1,1,1
 53704,1,0,1,1,1,0
 53705,0,0,1,1,0,1
 53706,0,0,1,1,0,1
 53707,0,1,0,0,1,1
 53708,0,1,1,0,0,0
 53709,1,1,1,0,1,0
 53710,0,0,1,0,0,0
 53711,1,0,1,1,1,1
 53712,1,0,1,0,1,0
 53713,0,0,1,0,1,1
 53714,1,0,1,0,1,0
 53715,0,0,0,1,0,0
 53716,0,1,0,1,1,1
 53717,1,1,1,0,1,0
 53718,0,1,0,1,1,1
 53719,1,0,0,1,0,0
 53720,1,0,0,1,0,1
 53721,0,0,1,0,0,1
 53722,1,1,0,1,0,0
 53723,1,0,0,1,0,0
 53724,0,0,0,1,1,1
 53725,0,1,0,0,1,1
 53726,1,1,1,0,0,1
 53727,1,1,1,1,1,0
 53728,1,1,1,0,0,0
 53729,0,1,1,1,0,1
 53730,1,0,1,0,1,1
 53731,1,0,1,1,1,0
 53732,0,1,0,1,0,1
 53733,1,1,1,1,1,1
 53734,1,0,1,1,0,1
 53735,0,1,1,1,1,0
 53736,0,1,1,0,0,1
 53737,1,0,0,1,1,1
 53738,0,0,1,1,0,1
 53739,0,1,1,0,1,0
 53740,1,1,0,1,1,1
 53741,0,0,0,0,0,1
 53742,1,1,1,0,0,1
 53743,0,0,1,1,1,0
 53744,0,1,1,0,0,0
 53745,1,1,0,1,0,1
 53746,0,1,0,0,1,0
 53747,1,0,1,1,0,1
 53748,0,1,0,1,0,0
 53749,1,0,1,0,1,0
 53750,0,1,1,0,1,0
 53751,0,0,1,1,1,1
 53752,0,0,0,1,1,1
 53753,0,0,0,1,0,0
 53754,1,0,1,0,1,0
 53755,0,1,1,1,0,1
 53756,0,0,1,0,0,1
 53757,0,1,1,1,1,0
 53758,0,0,0,1,1,0
 53759,0,1,1,1,0,1
 53760,1,1,0,0,1,0
 53761,1,0,0,0,1,1
 53762,0,1,0,1,1,0
 53763,1,0,1,0,1,0
 53764,1,0,0,1,0,0
 53765,1,0,0,1,0,1
 53766,0,0,1,0,1,0
 53767,1,1,0,0,0,0
 53768,0,1,0,0,1,0
 53769,0,1,1,0,0,1
 53770,1,1,1,1,0,1
 53771,0,0,0,1,0,0
 53772,0,1,0,0,1,0
 53773,0,1,0,0,0,1
 53774,0,1,0,0,0,0
 53775,1,1,0,1,0,0
 53776,0,0,0,1,1,0
 53777,1,0,1,1,1,1
 53778,0,1,0,1,0,1
 53779,1,0,0,1,1,1
 53780,1,1,0,1,1,1
 53781,1,0,0,0,1,1
 53782,1,1,0,0,0,1
 53783,0,0,1,1,0,1
 53784,0,1,0,1,1,1
 53785,1,0,0,1,0,1
 53786,0,0,1,0,1,0
 53787,0,0,0,0,0,1
 53788,1,1,0,0,1,0
 53789,0,1,0,0,1,0
 53790,0,1,0,0,1,1
 53791,0,0,1,1,1,1
 53792,1,0,1,0,1,0
 53793,1,1,0,0,0,0
 53794,1,0,1,0,0,1
 53795,1,0,1,1,0,0
 53796,0,1,1,1,0,1
 53797,1,0,0,1,0,1
 53798,0,0,1,0,0,1
 53799,0,1,1,0,0,0
 53800,0,0,1,0,1,0
 53801,1,1,1,0,0,0
 53802,0,1,1,0,0,1
 53803,1,1,0,0,1,1
 53804,0,0,1,1,1,1
 53805,1,0,1,0,0,1
 53806,1,0,0,1,1,0
 53807,0,0,0,0,0,1
 53808,0,0,0,1,1,1
 53809,0,0,1,0,0,0
 53810,1,0,0,0,0,0
 53811,0,0,0,1,0,1
 53812,1,0,1,0,1,0
 53813,0,1,1,1,0,1
 53814,1,0,1,1,1,0
 53815,1,0,1,0,1,0
 53816,1,1,1,0,1,0
 53817,1,1,1,0,1,0
 53818,1,1,1,0,0,0
 53819,0,0,0,1,0,1
 53820,0,1,0,1,1,0
 53821,0,1,1,1,0,0
 53822,1,1,1,1,0,1
 53823,0,0,0,1,0,1
 53824,1,1,0,1,0,0
 53825,1,1,0,0,1,0
 53826,0,1,1,0,0,0
 53827,0,1,0,1,1,1
 53828,0,0,1,0,1,0
 53829,0,0,1,1,0,1
 53830,0,1,1,1,1,0
 53831,0,0,0,1,0,0
 53832,0,1,1,0,1,0
 53833,0,1,0,1,1,0
 53834,0,1,0,0,1,0
 53835,1,1,0,1,0,0
 53836,1,0,0,1,0,0
 53837,0,0,1,1,0,1
 53838,0,1,0,0,0,1
 53839,0,0,0,0,1,0
 53840,1,1,1,0,0,1
 53841,1,0,0,1,1,0
 53842,1,1,0,1,1,0
 53843,1,0,0,0,0,0
 53844,1,1,0,1,0,1
 53845,0,0,1,0,1,1
 53846,0,0,0,0,1,0
 53847,0,1,1,1,0,1
 53848,0,1,0,1,0,1
 53849,1,0,1,0,0,1
 53850,0,1,1,1,1,1
 53851,1,0,0,1,1,1
 53852,0,0,1,1,0,1
 53853,0,0,1,1,1,0
 53854,0,0,0,1,1,1
 53855,0,0,1,1,0,0
 53856,0,0,0,1,1,0
 53857,1,0,0,0,0,0
 53858,1,1,1,1,0,1
 53859,0,0,1,1,1,1
 53860,0,1,0,0,1,1
 53861,1,0,1,0,1,0
 53862,0,1,1,0,0,1
 53863,0,1,1,0,0,0
 53864,0,1,0,1,1,1
 53865,0,0,1,1,1,0
 53866,1,0,0,1,0,0
 53867,1,0,1,1,1,0
 53868,0,0,1,1,0,1
 53869,0,0,1,0,0,0
 53870,1,0,0,0,1,0
 53871,0,0,1,0,1,0
 53872,0,0,0,1,1,0
 53873,1,1,1,1,0,0
 53874,0,1,0,0,0,1
 53875,0,0,1,0,0,0
 53876,1,0,0,0,1,1
 53877,0,1,0,1,0,1
 53878,1,1,1,0,1,0
 53879,0,1,0,1,0,0
 53880,0,1,0,1,1,1
 53881,1,0,0,1,0,0
 53882,0,1,1,1,0,1
 53883,0,0,0,0,0,0
 53884,0,0,0,0,0,0
 53885,1,0,0,0,0,0
 53886,0,1,1,1,1,1
 53887,0,0,1,0,0,0
 53888,1,0,1,1,0,1
 53889,1,1,1,1,0,0
 53890,1,0,0,1,0,0
 53891,1,0,0,0,0,0
 53892,1,1,0,0,1,1
 53893,1,1,0,1,1,1
 53894,1,1,1,1,0,0
 53895,0,1,0,1,1,1
 53896,0,0,0,0,1,0
 53897,1,1,0,0,1,1
 53898,1,0,1,1,0,1
 53899,0,1,1,0,1,0
 53900,1,0,0,0,0,1
 53901,0,0,1,1,0,0
 53902,0,0,0,0,1,0
 53903,0,1,1,1,1,0
 53904,0,1,1,0,1,1
 53905,1,0,1,1,0,0
 53906,1,0,0,0,0,0
 53907,1,1,1,0,1,1
 53908,1,0,1,0,0,1
 53909,1,0,1,0,1,0
 53910,0,1,1,0,1,0
 53911,0,1,1,0,1,1
 53912,1,1,0,1,0,1
 53913,0,1,0,1,0,0
 53914,0,0,1,0,0,0
 53915,0,0,1,0,1,0
 53916,1,1,0,0,1,0
 53917,1,1,1,0,0,1
 53918,1,0,0,0,1,0
 53919,0,1,0,1,1,1
 53920,1,0,1,1,1,0
 53921,0,0,1,0,0,1
 53922,1,0,1,1,0,1
 53923,0,0,0,0,1,0
 53924,1,0,1,0,1,0
 53925,0,1,1,1,0,1
 53926,0,1,0,0,0,0
 53927,0,1,1,1,0,1
 53928,0,1,0,1,1,1
 53929,0,0,0,0,0,0
 53930,1,1,1,1,0,0
 53931,0,1,1,1,0,0
 53932,1,1,0,0,0,0
 53933,0,1,0,0,0,0
 53934,0,1,0,0,1,1
 53935,1,1,0,1,0,0
 53936,1,1,1,1,0,1
 53937,1,0,1,1,1,1
 53938,0,0,0,1,1,0
 53939,1,0,1,0,0,0
 53940,0,1,1,0,0,1
 53941,0,0,0,1,0,1
 53942,0,1,1,1,1,0
 53943,1,0,0,0,0,0
 53944,0,0,0,0,0,0
 53945,1,1,0,1,1,0
 53946,0,1,0,0,0,1
 53947,0,0,0,1,0,1
 53948,1,0,0,0,1,1
 53949,1,1,1,0,0,1
 53950,0,1,1,1,0,1
 53951,1,1,0,0,1,1
 53952,0,0,1,0,1,0
 53953,0,0,1,1,0,0
 53954,0,0,1,1,0,1
 53955,1,1,1,0,0,1
 53956,0,0,0,0,0,0
 53957,1,0,1,0,0,1
 53958,1,1,1,0,1,1
 53959,1,0,1,1,0,1
 53960,1,0,1,0,0,0
 53961,1,1,1,1,0,0
 53962,1,0,1,0,0,1
 53963,1,0,1,1,0,1
 53964,1,0,0,0,0,1
 53965,0,1,0,0,1,0
 53966,0,0,0,1,1,1
 53967,1,0,1,1,1,1
 53968,1,0,0,0,1,0
 53969,0,1,1,1,1,0
 53970,1,0,1,1,0,0
 53971,1,1,0,0,0,1
 53972,1,0,1,1,0,0
 53973,1,1,1,0,0,1
 53974,0,0,1,0,1,0
 53975,0,1,0,0,1,1
 53976,0,1,1,0,1,1
 53977,1,1,1,0,0,0
 53978,1,1,1,1,1,1
 53979,0,1,1,0,0,0
 53980,1,0,1,0,0,0
 53981,0,0,1,0,0,0
 53982,1,0,0,1,1,0
 53983,1,1,0,0,0,1
 53984,0,0,0,1,1,0
 53985,0,1,0,0,0,0
 53986,0,0,1,1,0,0
 53987,0,1,1,0,0,1
 53988,1,0,0,0,0,0
 53989,0,0,1,1,0,1
 53990,0,0,0,0,1,1
 53991,0,1,1,0,1,1
 53992,0,0,0,0,1,1
 53993,0,1,1,0,1,0
 53994,1,1,1,1,0,0
 53995,0,1,0,0,0,0
 53996,0,0,1,1,1,1
 53997,0,0,1,1,1,0
 53998,0,0,0,1,0,1
 53999,1,0,0,0,0,0
 54000,1,1,0,1,0,0
 54001,0,1,0,1,0,1
 54002,1,1,0,1,1,0
 54003,0,1,1,0,0,0
 54004,0,1,0,0,1,0
 54005,1,0,0,1,0,1
 54006,1,0,1,0,0,1
 54007,0,0,0,1,0,0
 54008,0,1,1,1,0,0
 54009,0,0,0,1,1,0
 54010,1,1,0,1,1,0
 54011,1,1,0,0,0,1
 54012,0,1,0,0,0,0
 54013,0,1,1,0,0,0
 54014,1,1,0,1,0,0
 54015,1,0,1,0,1,0
 54016,1,1,1,1,1,1
 54017,0,1,1,0,0,0
 54018,1,1,0,0,1,0
 54019,1,0,1,0,1,1
 54020,0,0,1,0,1,0
 54021,1,0,0,0,1,0
 54022,0,0,0,1,1,1
 54023,0,1,1,1,1,0
 54024,0,0,1,0,1,1
 54025,1,1,0,1,1,0
 54026,0,0,0,0,0,0
 54027,1,0,1,1,0,1
 54028,1,1,1,1,0,1
 54029,1,0,1,1,1,0
 54030,1,0,1,0,0,0
 54031,0,0,0,1,1,0
 54032,0,0,0,1,1,1
 54033,1,1,0,1,0,0
 54034,0,1,0,1,0,0
 54035,1,0,1,0,1,0
 54036,0,1,1,0,1,0
 54037,1,0,1,1,1,1
 54038,0,1,1,1,0,1
 54039,0,1,0,1,1,1
 54040,1,0,0,1,0,1
 54041,0,1,0,1,0,1
 54042,0,1,0,0,1,0
 54043,1,0,0,1,0,0
 54044,0,0,1,1,1,0
 54045,0,1,0,0,0,1
 54046,0,0,1,0,0,1
 54047,1,0,0,1,0,0
 54048,0,0,0,1,0,1
 54049,0,0,1,1,1,0
 54050,0,0,0,0,1,0
 54051,1,1,0,0,0,0
 54052,1,1,0,1,1,1
 54053,0,0,1,0,1,0
 54054,1,1,1,0,0,0
 54055,1,1,1,1,1,0
 54056,1,1,0,1,1,1
 54057,0,0,1,0,0,0
 54058,1,0,1,0,0,1
 54059,0,0,1,0,0,1
 54060,0,0,0,1,0,0
 54061,1,1,1,0,1,0
 54062,0,0,0,0,1,1
 54063,0,0,0,1,0,0
 54064,1,1,1,1,1,1
 54065,0,0,0,0,1,1
 54066,0,0,0,0,1,0
 54067,1,1,1,1,0,0
 54068,1,0,1,1,0,0
 54069,1,1,1,1,0,0
 54070,0,0,1,1,1,1
 54071,1,1,1,0,1,0
 54072,1,1,1,1,1,1
 54073,0,0,1,1,0,1
 54074,0,0,0,0,1,1
 54075,0,1,1,1,0,0
 54076,1,0,1,1,0,1
 54077,0,0,1,0,0,0
 54078,1,0,1,0,0,0
 54079,0,1,0,0,1,1
 54080,0,0,1,0,1,0
 54081,0,1,0,0,1,0
 54082,1,0,1,0,1,0
 54083,0,1,1,0,1,1
 54084,0,0,1,1,1,0
 54085,1,1,0,1,1,0
 54086,0,0,1,1,0,1
 54087,1,1,1,1,0,0
 54088,0,1,1,0,1,0
 54089,0,1,1,1,1,1
 54090,1,0,0,0,0,0
 54091,1,1,1,1,0,0
 54092,1,0,0,0,0,0
 54093,1,0,1,1,0,0
 54094,1,1,1,1,0,1
 54095,0,1,0,1,0,0
 54096,0,1,0,1,1,1
 54097,0,0,0,0,1,1
 54098,0,0,0,1,0,1
 54099,0,0,0,1,1,0
 54100,1,0,1,0,1,1
 54101,0,1,0,0,1,0
 54102,1,0,1,0,1,0
 54103,1,0,1,0,0,1
 54104,1,0,1,0,1,0
 54105,0,0,1,0,1,1
 54106,0,1,0,0,1,0
 54107,1,1,1,1,0,1
 54108,0,1,1,0,0,1
 54109,0,1,0,0,0,1
 54110,0,0,1,0,0,1
 54111,0,0,1,0,1,0
 54112,0,1,1,0,0,1
 54113,1,1,0,0,0,1
 54114,0,1,1,1,0,1
 54115,0,1,1,0,0,0
 54116,0,0,1,1,1,0
 54117,1,0,0,1,1,1
 54118,1,0,1,1,0,0
 54119,1,0,0,1,0,1
 54120,1,0,0,0,0,1
 54121,1,1,0,1,0,0
 54122,1,0,1,0,1,0
 54123,0,1,0,0,0,0
 54124,1,0,0,0,1,1
 54125,0,1,0,0,0,0
 54126,0,1,1,0,1,0
 54127,0,0,1,1,0,0
 54128,1,0,1,0,1,1
 54129,0,0,0,0,0,1
 54130,1,1,1,1,0,0
 54131,0,0,1,1,0,1
 54132,0,0,1,1,1,1
 54133,1,1,1,1,1,1
 54134,1,0,0,0,1,1
 54135,1,0,1,1,1,1
 54136,1,0,1,0,1,0
 54137,0,1,0,0,1,1
 54138,1,1,0,1,1,1
 54139,1,1,1,1,1,1
 54140,0,0,1,0,1,1
 54141,1,0,1,0,0,0
 54142,1,0,1,0,1,1
 54143,0,1,1,0,1,1
 54144,1,0,1,1,0,1
 54145,0,0,1,0,1,1
 54146,1,1,0,0,1,1
 54147,1,0,0,0,1,0
 54148,1,1,1,1,1,1
 54149,1,0,0,0,1,1
 54150,0,1,1,1,1,1
 54151,0,0,0,0,0,0
 54152,1,1,0,0,1,1
 54153,0,1,0,1,1,0
 54154,0,0,0,0,1,1
 54155,1,0,1,0,0,1
 54156,1,0,1,1,1,0
 54157,0,1,1,1,1,0
 54158,1,0,1,0,1,1
 54159,0,0,0,1,1,1
 54160,0,1,1,0,0,0
 54161,1,1,1,1,1,0
 54162,1,1,0,1,0,0
 54163,1,0,0,1,0,1
 54164,1,0,1,0,0,1
 54165,1,1,0,0,0,1
 54166,0,1,0,1,1,0
 54167,0,0,1,0,0,1
 54168,0,0,1,0,1,0
 54169,1,1,1,0,1,1
 54170,1,0,0,0,0,1
 54171,1,1,1,0,1,0
 54172,1,1,0,0,1,1
 54173,0,0,1,0,1,0
 54174,0,1,1,1,1,0
 54175,0,1,0,0,1,0
 54176,0,1,1,1,1,0
 54177,0,0,1,1,1,0
 54178,1,0,0,1,0,0
 54179,0,1,0,0,0,1
 54180,1,1,1,0,1,0
 54181,1,0,1,1,0,1
 54182,1,1,1,0,0,1
 54183,0,1,1,0,0,0
 54184,0,1,0,1,1,0
 54185,1,0,1,1,0,0
 54186,1,0,1,0,1,0
 54187,0,1,0,0,1,0
 54188,1,1,0,1,1,0
 54189,1,0,1,0,0,0
 54190,0,0,1,0,1,1
 54191,1,1,1,0,1,1
 54192,1,0,1,0,0,1
 54193,0,0,1,0,1,0
 54194,0,0,0,0,0,1
 54195,0,1,1,1,1,0
 54196,1,1,1,0,0,0
 54197,0,0,1,0,1,1
 54198,1,0,0,0,1,1
 54199,1,0,1,1,0,1
 54200,0,0,1,0,1,0
 54201,1,1,0,0,1,0
 54202,0,0,0,1,0,1
 54203,0,1,1,0,0,1
 54204,1,1,0,0,0,0
 54205,0,1,1,1,1,1
 54206,0,0,1,1,1,1
 54207,0,0,1,0,0,0
 54208,0,0,0,0,0,0
 54209,0,1,1,1,0,1
 54210,0,0,0,0,1,0
 54211,1,0,1,1,0,1
 54212,1,0,1,1,1,0
 54213,0,1,1,1,0,1
 54214,1,1,1,0,0,0
 54215,1,0,1,0,1,1
 54216,1,1,1,1,0,0
 54217,1,0,0,1,0,0
 54218,1,1,1,1,1,1
 54219,0,1,0,0,0,1
 54220,1,0,0,0,0,0
 54221,0,0,0,0,1,0
 54222,0,1,0,0,0,1
 54223,1,0,1,1,0,0
 54224,1,1,0,1,0,0
 54225,0,0,0,0,1,0
 54226,1,0,0,0,1,1
 54227,0,0,0,1,1,0
 54228,1,1,0,1,0,0
 54229,1,0,0,1,1,0
 54230,0,0,0,1,0,0
 54231,1,0,1,1,0,1
 54232,1,1,0,0,0,0
 54233,0,1,0,1,1,1
 54234,1,1,0,0,1,1
 54235,0,0,0,0,0,0
 54236,1,0,0,0,1,1
 54237,1,0,0,1,1,1
 54238,0,1,0,1,1,0
 54239,0,1,1,0,1,1
 54240,0,1,0,1,1,0
 54241,0,1,0,1,1,1
 54242,0,0,1,0,1,0
 54243,0,1,1,1,0,0
 54244,1,1,0,0,0,1
 54245,0,0,1,1,1,0
 54246,0,1,1,1,1,0
 54247,0,0,1,0,1,1
 54248,0,1,0,0,1,0
 54249,1,0,0,1,1,1
 54250,1,0,1,0,1,1
 54251,1,1,0,0,0,0
 54252,0,0,0,0,1,0
 54253,1,0,1,1,0,1
 54254,1,0,0,0,0,0
 54255,1,0,0,1,0,1
 54256,0,0,0,1,0,1
 54257,0,1,1,0,0,0
 54258,0,0,0,0,0,0
 54259,0,1,0,0,1,0
 54260,1,0,1,0,1,0
 54261,1,1,0,0,0,1
 54262,1,1,1,1,1,0
 54263,0,0,1,0,1,1
 54264,1,0,0,1,1,1
 54265,0,1,0,1,1,0
 54266,1,0,0,1,0,0
 54267,1,1,0,1,1,0
 54268,0,0,1,0,1,0
 54269,1,0,0,1,1,0
 54270,1,1,1,1,0,1
 54271,1,0,0,1,0,0
 54272,0,0,0,1,0,1
 54273,0,1,1,0,1,0
 54274,0,0,1,0,0,1
 54275,0,0,1,0,0,0
 54276,0,1,0,0,0,0
 54277,0,1,1,0,0,1
 54278,1,0,0,1,0,0
 54279,1,1,1,0,1,0
 54280,1,1,1,1,0,0
 54281,1,1,1,1,1,0
 54282,0,0,1,1,0,0
 54283,1,0,0,1,1,0
 54284,1,1,1,1,1,1
 54285,1,1,1,1,0,0
 54286,0,1,1,1,0,0
 54287,1,0,0,0,0,1
 54288,0,1,1,1,0,0
 54289,1,1,0,1,1,0
 54290,1,1,0,0,0,1
 54291,0,1,0,0,1,0
 54292,0,1,0,1,0,1
 54293,1,0,0,0,1,0
 54294,1,1,1,1,0,1
 54295,1,0,1,0,0,1
 54296,0,0,1,0,1,1
 54297,0,1,1,1,0,0
 54298,1,0,1,0,0,1
 54299,0,1,0,1,1,1
 54300,0,0,0,0,1,1
 54301,1,0,1,1,0,0
 54302,1,1,0,1,1,1
 54303,1,0,0,1,0,1
 54304,1,0,1,1,0,0
 54305,0,0,1,1,1,0
 54306,1,0,1,0,0,0
 54307,1,0,1,1,1,1
 54308,1,1,1,0,1,0
 54309,1,1,1,0,1,0
 54310,1,1,1,0,0,1
 54311,0,0,1,0,0,0
 54312,1,1,0,1,0,1
 54313,1,0,0,1,1,0
 54314,0,1,0,0,1,0
 54315,1,0,0,0,0,0
 54316,1,0,1,1,0,1
 54317,1,0,0,1,1,0
 54318,1,1,1,0,0,1
 54319,0,1,0,1,1,1
 54320,0,1,0,1,1,0
 54321,0,0,0,1,1,0
 54322,0,1,0,0,1,1
 54323,1,0,1,0,0,0
 54324,1,0,1,1,1,1
 54325,1,0,1,0,0,0
 54326,0,1,0,0,0,0
 54327,0,0,1,0,1,0
 54328,0,1,1,0,1,0
 54329,1,1,1,1,1,1
 54330,0,0,0,1,0,0
 54331,0,1,0,0,1,0
 54332,0,0,0,0,1,1
 54333,0,0,0,0,0,1
 54334,0,1,1,0,0,1
 54335,0,0,1,1,1,0
 54336,1,1,0,0,1,1
 54337,1,1,0,0,1,1
 54338,1,0,1,1,0,0
 54339,1,0,1,1,0,0
 54340,0,1,0,1,1,1
 54341,0,1,0,0,0,1
 54342,1,1,1,0,0,1
 54343,0,1,0,1,0,1
 54344,1,1,0,1,1,0
 54345,0,1,1,1,1,1
 54346,0,1,0,1,1,1
 54347,0,1,0,1,1,1
 54348,1,1,0,1,1,1
 54349,0,0,1,0,1,1
 54350,0,0,0,1,0,1
 54351,1,1,0,0,1,1
 54352,1,0,1,0,1,1
 54353,0,1,1,1,0,1
 54354,1,1,1,0,1,0
 54355,0,1,1,0,1,1
 54356,0,1,0,1,1,0
 54357,1,1,1,1,1,0
 54358,1,0,0,0,0,0
 54359,0,0,1,1,0,1
 54360,0,0,1,1,1,1
 54361,0,0,0,1,1,0
 54362,0,1,1,1,1,0
 54363,1,1,0,0,1,1
 54364,0,1,0,1,1,1
 54365,0,0,1,0,1,0
 54366,1,0,0,1,1,1
 54367,1,0,0,0,0,1
 54368,1,1,1,0,1,1
 54369,0,1,0,0,0,0
 54370,0,0,1,1,0,1
 54371,1,0,0,0,1,0
 54372,1,0,1,0,1,0
 54373,0,0,1,1,0,0
 54374,1,0,1,0,1,1
 54375,0,0,1,0,1,0
 54376,1,1,1,1,1,0
 54377,0,1,1,1,1,0
 54378,0,1,1,0,0,1
 54379,1,1,1,1,0,0
 54380,1,0,1,0,1,0
 54381,1,1,1,0,0,1
 54382,0,0,1,1,0,0
 54383,1,1,1,0,1,1
 54384,0,1,0,1,1,0
 54385,1,0,0,1,1,0
 54386,1,0,0,0,0,1
 54387,0,1,1,0,1,0
 54388,0,1,1,0,1,1
 54389,1,0,0,0,1,1
 54390,0,1,1,0,1,0
 54391,1,0,1,0,0,1
 54392,1,1,1,0,0,0
 54393,1,1,1,1,1,1
 54394,1,0,1,1,0,0
 54395,0,0,1,0,1,1
 54396,0,0,1,1,1,1
 54397,1,1,1,0,1,1
 54398,0,0,0,0,1,0
 54399,0,0,1,0,1,1
 54400,0,1,0,1,0,0
 54401,0,0,0,0,0,0
 54402,1,0,0,0,0,0
 54403,1,0,1,1,1,1
 54404,1,0,1,1,1,0
 54405,0,0,0,0,1,0
 54406,0,0,1,0,0,0
 54407,0,1,1,1,0,1
 54408,0,0,1,0,0,0
 54409,0,1,1,1,0,1
 54410,0,0,0,1,1,1
 54411,0,1,1,0,1,1
 54412,1,0,0,1,0,1
 54413,0,0,1,0,1,0
 54414,1,0,1,1,1,1
 54415,1,1,1,1,0,1
 54416,1,0,1,0,0,0
 54417,0,1,0,0,1,0
 54418,0,1,1,0,1,0
 54419,0,1,0,1,1,1
 54420,1,1,1,1,0,0
 54421,0,1,0,0,0,0
 54422,1,0,0,1,1,0
 54423,0,1,1,0,0,0
 54424,0,0,1,1,1,0
 54425,1,1,0,1,0,0
 54426,0,1,0,0,1,1
 54427,1,0,0,1,0,1
 54428,0,0,0,0,1,1
 54429,1,1,0,1,0,1
 54430,0,1,1,0,1,1
 54431,1,0,0,0,1,0
 54432,1,0,0,1,0,1
 54433,1,0,0,0,1,1
 54434,0,1,0,0,1,1
 54435,0,0,1,1,0,0
 54436,0,0,0,1,0,0
 54437,0,0,0,1,0,0
 54438,1,0,0,0,0,0
 54439,0,1,1,1,0,1
 54440,0,1,0,1,0,0
 54441,0,0,0,0,1,1
 54442,0,1,1,1,0,1
 54443,0,1,1,1,0,1
 54444,1,1,1,0,0,1
 54445,1,0,0,0,0,0
 54446,1,1,0,0,0,0
 54447,1,1,1,0,1,0
 54448,0,0,0,1,1,0
 54449,0,1,0,1,0,1
 54450,0,1,1,1,1,1
 54451,0,0,1,0,1,1
 54452,1,0,1,1,0,1
 54453,1,0,1,0,0,0
 54454,1,0,0,0,0,0
 54455,0,0,0,1,1,1
 54456,0,0,0,1,0,0
 54457,0,0,0,1,1,0
 54458,1,0,0,0,1,1
 54459,0,0,0,0,0,0
 54460,0,1,1,0,1,1
 54461,0,0,1,0,1,0
 54462,1,1,0,0,1,0
 54463,0,1,1,0,0,0
 54464,1,0,0,0,1,0
 54465,1,0,0,0,1,0
 54466,1,0,1,0,0,1
 54467,0,0,0,1,1,1
 54468,0,0,1,1,1,0
 54469,1,0,1,1,1,0
 54470,1,1,1,0,0,1
 54471,1,1,0,0,0,0
 54472,1,1,1,1,1,0
 54473,1,0,1,1,0,0
 54474,0,0,1,1,0,1
 54475,0,1,0,0,1,0
 54476,0,1,0,0,1,0
 54477,0,1,1,1,0,1
 54478,0,0,1,0,1,1
 54479,0,1,0,0,0,1
 54480,1,1,0,1,0,1
 54481,1,1,0,1,0,1
 54482,0,1,0,1,0,1
 54483,0,1,1,1,0,0
 54484,0,1,1,0,1,0
 54485,0,1,0,0,1,1
 54486,1,1,1,1,0,1
 54487,1,0,1,1,1,0
 54488,1,1,1,0,1,1
 54489,1,1,1,1,1,0
 54490,0,0,0,1,0,1
 54491,0,0,1,0,1,0
 54492,1,1,0,1,1,1
 54493,1,1,0,0,0,0
 54494,0,1,1,0,0,1
