ID,REGISTROCAMARACOMERCIO,APERTURA,CIERRE
49798,49798,7,10
49799,49799,5,9
49800,49800,7,9
49801,49801,6,12
49802,49802,6,11
49803,49803,6,12
49804,49804,7,10
49805,49805,8,12
49806,49806,6,9
49807,49807,5,11
49808,49808,8,10
49809,49809,7,10
49810,49810,6,8
49811,49811,6,9
49812,49812,7,8
49813,49813,7,9
49814,49814,6,11
49815,49815,8,8
49816,49816,6,10
49817,49817,7,11
49818,49818,8,10
49819,49819,8,9
49820,49820,6,8
49821,49821,5,12
49822,49822,6,11
49823,49823,8,11
49824,49824,7,12
49825,49825,7,11
49826,49826,5,10
49827,49827,6,10
49828,49828,6,12
49829,49829,7,12
49830,49830,5,9
49831,49831,8,11
49832,49832,7,8
49833,49833,8,9
49834,49834,6,9
49835,49835,8,8
49836,49836,8,11
49837,49837,5,11
49838,49838,8,10
49839,49839,6,9
49840,49840,5,10
49841,49841,8,10
49842,49842,8,9
49843,49843,8,11
49844,49844,8,12
49845,49845,8,12
49846,49846,7,10
49847,49847,8,10
49848,49848,7,8
49849,49849,6,10
49850,49850,7,12
49851,49851,6,10
49852,49852,5,10
49853,49853,8,12
49854,49854,7,12
49855,49855,5,10
49856,49856,5,9
49857,49857,5,10
49858,49858,8,11
49859,49859,6,11
49860,49860,6,11
49861,49861,5,8
49862,49862,8,11
49863,49863,7,12
49864,49864,8,8
49865,49865,7,12
49866,49866,5,12
49867,49867,6,12
49868,49868,6,11
49869,49869,5,12
49870,49870,7,12
49871,49871,8,12
49872,49872,6,12
49873,49873,7,9
49874,49874,6,12
49875,49875,7,10
49876,49876,8,11
49877,49877,6,11
49878,49878,7,10
49879,49879,8,8
49880,49880,6,9
49881,49881,7,8
49882,49882,7,8
49883,49883,5,12
49884,49884,6,10
49885,49885,8,9
49886,49886,6,11
49887,49887,5,9
49888,49888,7,10
49889,49889,5,12
49890,49890,8,9
49891,49891,6,10
49892,49892,8,10
49893,49893,6,12
49894,49894,8,10
49895,49895,5,12
49896,49896,5,10
49897,49897,8,9
49898,49898,8,11
49899,49899,8,11
49900,49900,6,12
49901,49901,8,12
49902,49902,7,8
49903,49903,7,10
49904,49904,5,9
49905,49905,6,10
49906,49906,5,10
49907,49907,7,9
49908,49908,7,8
49909,49909,6,10
49910,49910,7,12
49911,49911,7,9
49912,49912,7,8
49913,49913,8,8
49914,49914,6,9
49915,49915,5,8
49916,49916,8,11
49917,49917,7,12
49918,49918,6,8
49919,49919,6,10
49920,49920,8,11
49921,49921,7,11
49922,49922,7,8
49923,49923,8,10
49924,49924,7,11
49925,49925,5,9
49926,49926,7,10
49927,49927,5,8
49928,49928,5,11
49929,49929,5,11
49930,49930,5,8
49931,49931,5,10
49932,49932,8,11
49933,49933,6,11
49934,49934,5,8
49935,49935,5,10
49936,49936,8,10
49937,49937,7,9
49938,49938,8,8
49939,49939,7,12
49940,49940,6,8
49941,49941,7,12
49942,49942,6,11
49943,49943,7,11
49944,49944,7,8
49945,49945,6,10
49946,49946,7,8
49947,49947,7,12
49948,49948,8,12
49949,49949,8,8
49950,49950,7,8
49951,49951,6,8
49952,49952,5,11
49953,49953,5,8
49954,49954,5,12
49955,49955,8,9
49956,49956,7,10
49957,49957,7,11
49958,49958,7,8
49959,49959,7,12
49960,49960,6,12
49961,49961,8,8
49962,49962,6,10
49963,49963,8,9
49964,49964,7,10
49965,49965,5,9
49966,49966,6,9
49967,49967,7,12
49968,49968,8,11
49969,49969,5,11
49970,49970,6,11
49971,49971,6,8
49972,49972,8,9
49973,49973,8,9
49974,49974,5,9
49975,49975,8,10
49976,49976,6,8
49977,49977,7,10
49978,49978,6,11
49979,49979,5,8
49980,49980,7,12
49981,49981,5,8
49982,49982,5,12
49983,49983,8,11
49984,49984,5,10
49985,49985,6,12
49986,49986,5,8
49987,49987,7,9
49988,49988,6,12
49989,49989,6,9
49990,49990,6,9
49991,49991,8,9
49992,49992,6,8
49993,49993,7,11
49994,49994,7,11
49995,49995,8,10
49996,49996,6,8
49997,49997,6,10
49998,49998,6,11
49999,49999,5,10
50000,50000,6,9
50001,50001,8,8
50002,50002,8,8
50003,50003,8,11
50004,50004,5,10
50005,50005,7,8
50006,50006,6,11
50007,50007,7,12
50008,50008,6,10
50009,50009,7,12
50010,50010,6,8
50011,50011,6,8
50012,50012,7,10
50013,50013,5,8
50014,50014,8,11
50015,50015,8,8
50016,50016,8,9
50017,50017,6,9
50018,50018,6,12
50019,50019,6,9
50020,50020,8,11
50021,50021,8,12
50022,50022,5,10
50023,50023,6,11
50024,50024,6,12
50025,50025,5,10
50026,50026,8,9
50027,50027,7,8
50028,50028,5,12
50029,50029,5,11
50030,50030,8,10
50031,50031,5,11
50032,50032,6,11
50033,50033,5,12
50034,50034,7,12
50035,50035,8,9
50036,50036,8,12
50037,50037,7,11
50038,50038,5,9
50039,50039,8,9
50040,50040,7,11
50041,50041,7,10
50042,50042,5,10
50043,50043,7,10
50044,50044,7,8
50045,50045,7,10
50046,50046,7,9
50047,50047,6,12
50048,50048,7,9
50049,50049,7,12
50050,50050,7,11
50051,50051,6,10
50052,50052,6,10
50053,50053,7,8
50054,50054,8,8
50055,50055,5,9
50056,50056,5,8
50057,50057,6,9
50058,50058,8,9
50059,50059,6,12
50060,50060,8,11
50061,50061,7,11
50062,50062,8,9
50063,50063,7,12
50064,50064,6,10
50065,50065,6,10
50066,50066,5,12
50067,50067,5,10
50068,50068,8,11
50069,50069,8,12
50070,50070,5,12
50071,50071,7,12
50072,50072,8,11
50073,50073,6,8
50074,50074,6,8
50075,50075,6,8
50076,50076,7,12
50077,50077,6,10
50078,50078,5,12
50079,50079,8,10
50080,50080,6,9
50081,50081,5,11
50082,50082,5,9
50083,50083,5,8
50084,50084,5,9
50085,50085,5,10
50086,50086,6,10
50087,50087,5,8
50088,50088,5,11
50089,50089,5,8
50090,50090,6,12
50091,50091,5,8
50092,50092,5,8
50093,50093,8,9
50094,50094,7,11
50095,50095,5,8
50096,50096,5,8
50097,50097,5,10
50098,50098,8,11
50099,50099,5,10
50100,50100,6,10
50101,50101,8,10
50102,50102,5,9
50103,50103,6,11
50104,50104,7,8
50105,50105,6,11
50106,50106,6,12
50107,50107,5,12
50108,50108,8,11
50109,50109,5,8
50110,50110,5,10
50111,50111,7,11
50112,50112,7,11
50113,50113,6,12
50114,50114,8,8
50115,50115,6,12
50116,50116,7,10
50117,50117,7,10
50118,50118,7,12
50119,50119,5,11
50120,50120,5,12
50121,50121,5,12
50122,50122,8,12
50123,50123,7,11
50124,50124,8,12
50125,50125,6,12
50126,50126,6,12
50127,50127,6,10
50128,50128,6,11
50129,50129,5,9
50130,50130,7,11
50131,50131,7,11
50132,50132,8,12
50133,50133,7,10
50134,50134,8,8
50135,50135,6,10
50136,50136,6,9
50137,50137,6,9
50138,50138,6,12
50139,50139,7,9
50140,50140,6,10
50141,50141,7,8
50142,50142,7,11
50143,50143,7,8
50144,50144,5,9
50145,50145,6,11
50146,50146,7,9
50147,50147,8,9
50148,50148,8,12
50149,50149,8,12
50150,50150,7,9
50151,50151,6,8
50152,50152,7,8
50153,50153,5,12
50154,50154,8,12
50155,50155,6,10
50156,50156,5,9
50157,50157,7,12
50158,50158,7,10
50159,50159,7,9
50160,50160,6,12
50161,50161,7,12
50162,50162,6,11
50163,50163,7,9
50164,50164,5,11
50165,50165,5,10
50166,50166,8,8
50167,50167,5,11
50168,50168,5,10
50169,50169,7,12
50170,50170,6,8
50171,50171,7,11
50172,50172,5,8
50173,50173,8,10
50174,50174,6,11
50175,50175,8,11
50176,50176,5,9
50177,50177,5,12
50178,50178,6,12
50179,50179,5,11
50180,50180,7,11
50181,50181,5,10
50182,50182,7,12
50183,50183,7,11
50184,50184,7,12
50185,50185,8,12
50186,50186,7,9
50187,50187,5,12
50188,50188,5,9
50189,50189,6,10
50190,50190,8,8
50191,50191,7,10
50192,50192,7,12
50193,50193,5,9
50194,50194,5,12
50195,50195,6,11
50196,50196,7,9
50197,50197,8,8
50198,50198,5,8
50199,50199,6,8
50200,50200,7,8
50201,50201,7,12
50202,50202,8,11
50203,50203,8,9
50204,50204,7,9
50205,50205,7,10
50206,50206,5,11
50207,50207,6,12
50208,50208,5,10
50209,50209,5,8
50210,50210,7,10
50211,50211,8,8
50212,50212,6,12
50213,50213,8,10
50214,50214,5,12
50215,50215,6,9
50216,50216,5,11
50217,50217,6,8
50218,50218,5,12
50219,50219,8,11
50220,50220,7,8
50221,50221,8,10
50222,50222,7,10
50223,50223,6,10
50224,50224,5,11
50225,50225,7,12
50226,50226,7,11
50227,50227,8,11
50228,50228,7,9
50229,50229,5,8
50230,50230,8,12
50231,50231,8,10
50232,50232,5,11
50233,50233,8,12
50234,50234,6,8
50235,50235,6,9
50236,50236,5,10
50237,50237,8,11
50238,50238,6,9
50239,50239,8,8
50240,50240,6,8
50241,50241,6,8
50242,50242,7,12
50243,50243,7,11
50244,50244,5,11
50245,50245,5,10
50246,50246,8,9
50247,50247,7,10
50248,50248,6,8
50249,50249,7,10
50250,50250,8,11
50251,50251,8,12
50252,50252,5,9
50253,50253,8,10
50254,50254,6,8
50255,50255,5,8
50256,50256,7,10
50257,50257,5,8
50258,50258,5,8
50259,50259,5,11
50260,50260,7,12
50261,50261,6,10
50262,50262,5,9
50263,50263,8,11
50264,50264,8,11
50265,50265,8,9
50266,50266,7,12
50267,50267,8,10
50268,50268,7,11
50269,50269,8,9
50270,50270,8,10
50271,50271,7,12
50272,50272,6,10
50273,50273,6,11
50274,50274,6,9
50275,50275,5,12
50276,50276,6,9
50277,50277,5,10
50278,50278,5,12
50279,50279,6,12
50280,50280,7,8
50281,50281,7,12
50282,50282,5,8
50283,50283,5,10
50284,50284,6,9
50285,50285,5,11
50286,50286,5,9
50287,50287,7,11
50288,50288,8,12
50289,50289,6,10
50290,50290,5,8
50291,50291,7,11
50292,50292,8,10
50293,50293,8,10
50294,50294,8,8
50295,50295,5,10
50296,50296,8,11
50297,50297,5,10
50298,50298,6,8
50299,50299,8,8
50300,50300,8,10
50301,50301,6,11
50302,50302,7,8
50303,50303,6,11
50304,50304,5,9
50305,50305,7,11
50306,50306,6,10
50307,50307,8,11
50308,50308,6,12
50309,50309,6,12
50310,50310,7,11
50311,50311,6,12
50312,50312,7,12
50313,50313,5,10
50314,50314,8,8
50315,50315,7,10
50316,50316,5,11
50317,50317,5,9
50318,50318,7,8
50319,50319,5,11
50320,50320,7,12
50321,50321,8,11
50322,50322,5,8
50323,50323,8,8
50324,50324,5,10
50325,50325,8,12
50326,50326,7,11
50327,50327,8,10
50328,50328,5,8
50329,50329,5,12
50330,50330,6,12
50331,50331,6,11
50332,50332,8,8
50333,50333,6,8
50334,50334,5,12
50335,50335,8,12
50336,50336,5,9
50337,50337,6,8
50338,50338,7,9
50339,50339,5,8
50340,50340,8,11
50341,50341,8,9
50342,50342,7,10
50343,50343,5,12
50344,50344,6,11
50345,50345,8,11
50346,50346,5,9
50347,50347,8,12
50348,50348,6,10
50349,50349,8,8
50350,50350,7,8
50351,50351,5,9
50352,50352,6,11
50353,50353,6,12
50354,50354,8,11
50355,50355,7,8
50356,50356,6,11
50357,50357,8,10
50358,50358,5,12
50359,50359,8,9
50360,50360,8,9
50361,50361,5,10
50362,50362,8,9
50363,50363,8,10
50364,50364,6,11
50365,50365,6,11
50366,50366,7,12
50367,50367,5,11
50368,50368,7,11
50369,50369,8,9
50370,50370,5,9
50371,50371,5,8
50372,50372,6,9
50373,50373,5,9
50374,50374,7,9
50375,50375,7,9
50376,50376,8,12
50377,50377,6,11
50378,50378,8,10
50379,50379,7,12
50380,50380,7,10
50381,50381,7,9
50382,50382,5,8
50383,50383,5,9
50384,50384,7,10
50385,50385,5,11
50386,50386,6,12
50387,50387,5,10
50388,50388,6,9
50389,50389,5,8
50390,50390,8,12
50391,50391,8,9
50392,50392,7,9
50393,50393,8,11
50394,50394,6,10
50395,50395,6,12
50396,50396,8,9
50397,50397,6,9
50398,50398,8,12
50399,50399,5,8
50400,50400,6,11
50401,50401,7,10
50402,50402,5,8
50403,50403,8,12
50404,50404,8,11
50405,50405,8,10
50406,50406,8,12
50407,50407,8,9
50408,50408,5,9
50409,50409,8,12
50410,50410,6,10
50411,50411,6,9
50412,50412,7,9
50413,50413,6,12
50414,50414,8,11
50415,50415,6,10
50416,50416,7,9
50417,50417,7,9
50418,50418,6,9
50419,50419,6,11
50420,50420,5,12
50421,50421,8,10
50422,50422,6,10
50423,50423,6,11
50424,50424,8,10
50425,50425,6,12
50426,50426,5,8
50427,50427,5,9
50428,50428,8,10
50429,50429,6,8
50430,50430,8,10
50431,50431,8,9
50432,50432,6,9
50433,50433,5,12
50434,50434,8,8
50435,50435,5,11
50436,50436,8,8
50437,50437,5,9
50438,50438,8,8
50439,50439,8,10
50440,50440,8,8
50441,50441,7,10
50442,50442,8,12
50443,50443,7,9
50444,50444,6,10
50445,50445,5,11
50446,50446,5,12
50447,50447,5,10
50448,50448,7,8
50449,50449,6,9
50450,50450,6,10
50451,50451,7,12
50452,50452,6,12
50453,50453,5,9
50454,50454,7,8
50455,50455,5,9
50456,50456,6,10
50457,50457,5,11
50458,50458,5,10
50459,50459,8,10
50460,50460,8,12
50461,50461,7,12
50462,50462,8,11
50463,50463,7,11
50464,50464,8,10
50465,50465,7,10
50466,50466,8,12
50467,50467,5,10
50468,50468,7,9
50469,50469,5,11
50470,50470,8,8
50471,50471,6,8
50472,50472,8,8
50473,50473,6,8
50474,50474,6,10
50475,50475,7,11
50476,50476,8,12
50477,50477,8,12
50478,50478,5,9
50479,50479,7,10
50480,50480,6,11
50481,50481,7,10
50482,50482,7,11
50483,50483,5,11
50484,50484,5,8
50485,50485,7,12
50486,50486,7,12
50487,50487,6,12
50488,50488,8,10
50489,50489,6,10
50490,50490,8,8
50491,50491,6,10
50492,50492,6,8
50493,50493,5,9
50494,50494,7,10
50495,50495,6,8
50496,50496,7,8
50497,50497,6,12
50498,50498,8,8
50499,50499,5,8
50500,50500,7,8
50501,50501,6,11
50502,50502,5,10
50503,50503,6,8
50504,50504,8,11
50505,50505,8,8
50506,50506,8,9
50507,50507,7,9
50508,50508,5,9
50509,50509,6,10
50510,50510,7,8
50511,50511,7,9
50512,50512,5,8
50513,50513,6,10
50514,50514,7,11
50515,50515,5,10
50516,50516,5,12
50517,50517,8,8
50518,50518,5,11
50519,50519,5,12
50520,50520,6,8
50521,50521,7,12
50522,50522,8,11
50523,50523,8,12
50524,50524,7,9
50525,50525,8,12
50526,50526,5,12
50527,50527,6,10
50528,50528,6,11
50529,50529,5,8
50530,50530,7,11
50531,50531,8,9
50532,50532,5,10
50533,50533,5,11
50534,50534,6,8
50535,50535,6,12
50536,50536,5,12
50537,50537,7,8
50538,50538,8,12
50539,50539,8,11
50540,50540,8,10
50541,50541,6,10
50542,50542,5,8
50543,50543,8,11
50544,50544,6,8
50545,50545,8,11
50546,50546,7,10
50547,50547,7,10
50548,50548,8,10
50549,50549,7,11
50550,50550,7,10
50551,50551,5,10
50552,50552,5,9
50553,50553,8,8
50554,50554,8,10
50555,50555,5,12
50556,50556,8,11
50557,50557,6,9
50558,50558,8,10
50559,50559,8,9
50560,50560,8,8
50561,50561,7,11
50562,50562,6,10
50563,50563,8,12
50564,50564,6,12
50565,50565,5,8
50566,50566,8,12
50567,50567,6,9
50568,50568,8,10
50569,50569,7,9
50570,50570,5,11
50571,50571,6,8
50572,50572,5,11
50573,50573,6,11
50574,50574,5,12
50575,50575,7,9
50576,50576,8,8
50577,50577,7,11
50578,50578,7,9
50579,50579,8,11
50580,50580,5,10
50581,50581,8,10
50582,50582,8,9
50583,50583,7,11
50584,50584,5,11
50585,50585,6,9
50586,50586,5,10
50587,50587,5,11
50588,50588,6,9
50589,50589,7,10
50590,50590,7,11
50591,50591,5,12
50592,50592,5,9
50593,50593,8,12
50594,50594,7,10
50595,50595,7,10
50596,50596,5,12
50597,50597,8,8
50598,50598,6,8
50599,50599,5,10
50600,50600,8,10
50601,50601,8,11
50602,50602,5,11
50603,50603,7,10
50604,50604,6,8
50605,50605,7,10
50606,50606,5,9
50607,50607,6,8
50608,50608,7,12
50609,50609,5,10
50610,50610,5,8
50611,50611,7,8
50612,50612,5,11
50613,50613,8,9
50614,50614,8,10
50615,50615,5,9
50616,50616,8,10
50617,50617,7,10
50618,50618,5,12
50619,50619,7,8
50620,50620,7,10
50621,50621,7,10
50622,50622,7,10
50623,50623,6,9
50624,50624,8,11
50625,50625,6,10
50626,50626,8,10
50627,50627,7,12
50628,50628,8,12
50629,50629,7,11
50630,50630,5,11
50631,50631,8,12
50632,50632,7,10
50633,50633,5,11
50634,50634,8,12
50635,50635,7,8
50636,50636,5,12
50637,50637,8,12
50638,50638,7,10
50639,50639,8,8
50640,50640,8,11
50641,50641,5,12
50642,50642,6,12
50643,50643,6,8
50644,50644,8,10
50645,50645,5,12
50646,50646,5,8
50647,50647,7,12
50648,50648,8,12
50649,50649,6,8
50650,50650,5,11
50651,50651,6,12
50652,50652,8,9
50653,50653,6,12
50654,50654,8,12
50655,50655,7,11
50656,50656,8,12
50657,50657,6,12
50658,50658,6,8
50659,50659,6,10
50660,50660,8,8
50661,50661,6,12
50662,50662,8,10
50663,50663,7,10
50664,50664,7,11
50665,50665,6,12
50666,50666,7,10
50667,50667,7,12
50668,50668,7,10
50669,50669,5,12
50670,50670,8,10
50671,50671,5,11
50672,50672,8,9
50673,50673,6,8
50674,50674,5,11
50675,50675,5,9
50676,50676,8,11
50677,50677,8,12
50678,50678,7,11
50679,50679,8,11
50680,50680,5,9
50681,50681,5,12
50682,50682,6,10
50683,50683,8,9
50684,50684,8,11
50685,50685,8,12
50686,50686,8,12
50687,50687,8,12
50688,50688,5,12
50689,50689,5,8
50690,50690,5,10
50691,50691,6,9
50692,50692,6,10
50693,50693,7,11
50694,50694,5,12
50695,50695,7,11
50696,50696,8,11
50697,50697,8,8
50698,50698,7,11
50699,50699,7,11
50700,50700,5,12
50701,50701,5,10
50702,50702,7,10
50703,50703,5,12
50704,50704,6,11
50705,50705,7,11
50706,50706,5,11
50707,50707,6,11
50708,50708,6,8
50709,50709,6,11
50710,50710,6,11
50711,50711,7,11
50712,50712,6,9
50713,50713,6,12
50714,50714,8,10
50715,50715,8,12
50716,50716,8,11
50717,50717,6,8
50718,50718,6,11
50719,50719,8,11
50720,50720,8,12
50721,50721,5,12
50722,50722,5,12
50723,50723,8,11
50724,50724,6,8
50725,50725,7,11
50726,50726,6,12
50727,50727,7,11
50728,50728,5,8
50729,50729,7,8
50730,50730,8,8
50731,50731,6,10
50732,50732,8,11
50733,50733,7,10
50734,50734,6,10
50735,50735,5,12
50736,50736,5,11
50737,50737,8,12
50738,50738,5,11
50739,50739,6,10
50740,50740,7,10
50741,50741,6,8
50742,50742,7,12
50743,50743,7,8
50744,50744,6,11
50745,50745,8,9
50746,50746,6,10
50747,50747,5,10
50748,50748,5,8
50749,50749,5,9
50750,50750,5,8
50751,50751,8,10
50752,50752,7,11
50753,50753,8,12
50754,50754,8,9
50755,50755,6,10
50756,50756,6,8
50757,50757,7,11
50758,50758,5,8
50759,50759,7,11
50760,50760,7,11
50761,50761,8,10
50762,50762,5,12
50763,50763,7,10
50764,50764,8,9
50765,50765,5,12
50766,50766,6,9
50767,50767,8,9
50768,50768,5,11
50769,50769,8,10
50770,50770,7,12
50771,50771,8,12
50772,50772,7,11
50773,50773,5,12
50774,50774,8,8
50775,50775,6,9
50776,50776,8,12
50777,50777,6,8
50778,50778,5,10
50779,50779,8,10
50780,50780,7,12
50781,50781,7,8
50782,50782,7,9
50783,50783,8,8
50784,50784,6,8
50785,50785,8,11
50786,50786,5,9
50787,50787,6,10
50788,50788,5,10
50789,50789,7,10
50790,50790,6,9
50791,50791,8,10
50792,50792,7,12
50793,50793,7,11
50794,50794,8,11
50795,50795,6,10
50796,50796,6,10
50797,50797,6,9
50798,50798,5,8
50799,50799,6,10
50800,50800,7,10
50801,50801,8,10
50802,50802,5,10
50803,50803,8,11
50804,50804,5,9
50805,50805,6,11
50806,50806,6,8
50807,50807,5,9
50808,50808,5,12
50809,50809,5,12
50810,50810,6,8
50811,50811,6,11
50812,50812,6,10
50813,50813,7,8
50814,50814,7,9
50815,50815,5,10
50816,50816,5,10
50817,50817,8,11
50818,50818,8,8
50819,50819,8,9
50820,50820,5,8
50821,50821,5,12
50822,50822,6,9
50823,50823,8,8
50824,50824,5,10
50825,50825,6,8
50826,50826,5,10
50827,50827,8,10
50828,50828,7,11
50829,50829,8,8
50830,50830,8,8
50831,50831,5,8
50832,50832,5,12
50833,50833,8,8
50834,50834,7,10
50835,50835,6,9
50836,50836,7,11
50837,50837,7,11
50838,50838,7,8
50839,50839,8,11
50840,50840,6,11
50841,50841,6,10
50842,50842,8,12
50843,50843,5,12
50844,50844,5,8
50845,50845,6,9
50846,50846,7,12
50847,50847,6,12
50848,50848,6,12
50849,50849,5,10
50850,50850,6,12
50851,50851,5,10
50852,50852,5,10
50853,50853,5,9
50854,50854,7,8
50855,50855,8,9
50856,50856,8,9
50857,50857,7,12
50858,50858,5,11
50859,50859,8,9
50860,50860,6,11
50861,50861,7,11
50862,50862,8,8
50863,50863,7,9
50864,50864,7,11
50865,50865,8,11
50866,50866,7,11
50867,50867,6,8
50868,50868,6,12
50869,50869,8,12
50870,50870,5,11
50871,50871,6,12
50872,50872,8,11
50873,50873,5,8
50874,50874,7,10
50875,50875,5,9
50876,50876,8,9
50877,50877,6,9
50878,50878,6,12
50879,50879,5,10
50880,50880,6,10
50881,50881,5,12
50882,50882,7,9
50883,50883,7,9
50884,50884,7,11
50885,50885,8,10
50886,50886,7,8
50887,50887,8,9
50888,50888,6,11
50889,50889,5,11
50890,50890,6,12
50891,50891,5,10
50892,50892,7,8
50893,50893,8,11
50894,50894,5,12
50895,50895,5,12
50896,50896,7,10
50897,50897,6,9
50898,50898,6,12
50899,50899,6,12
50900,50900,5,12
50901,50901,8,8
50902,50902,8,8
50903,50903,7,11
50904,50904,5,11
50905,50905,7,9
50906,50906,5,12
50907,50907,5,10
50908,50908,7,9
50909,50909,5,10
50910,50910,5,9
50911,50911,5,9
50912,50912,8,9
50913,50913,8,11
50914,50914,6,10
50915,50915,6,12
50916,50916,7,10
50917,50917,5,12
50918,50918,5,11
50919,50919,5,9
50920,50920,5,11
50921,50921,5,11
50922,50922,8,12
50923,50923,7,11
50924,50924,7,8
50925,50925,6,12
50926,50926,6,12
50927,50927,5,10
50928,50928,7,12
50929,50929,5,9
50930,50930,8,11
50931,50931,5,10
50932,50932,7,9
50933,50933,7,11
50934,50934,6,10
50935,50935,7,12
50936,50936,6,11
50937,50937,6,8
50938,50938,6,10
50939,50939,7,8
50940,50940,7,12
50941,50941,8,9
50942,50942,8,8
50943,50943,5,11
50944,50944,7,8
50945,50945,6,10
50946,50946,6,9
50947,50947,6,10
50948,50948,7,10
50949,50949,8,9
50950,50950,5,8
50951,50951,5,11
50952,50952,7,10
50953,50953,7,12
50954,50954,6,9
50955,50955,5,12
50956,50956,5,10
50957,50957,7,9
50958,50958,6,12
50959,50959,5,10
50960,50960,6,10
50961,50961,7,8
50962,50962,8,12
50963,50963,8,10
50964,50964,7,10
50965,50965,6,12
50966,50966,6,9
50967,50967,8,12
50968,50968,8,9
50969,50969,5,11
50970,50970,6,8
50971,50971,8,11
50972,50972,8,10
50973,50973,8,9
50974,50974,7,11
50975,50975,5,12
50976,50976,5,12
50977,50977,8,9
50978,50978,5,10
50979,50979,6,11
50980,50980,7,11
50981,50981,5,8
50982,50982,7,11
50983,50983,5,9
50984,50984,8,8
50985,50985,6,9
50986,50986,8,10
50987,50987,8,10
50988,50988,6,10
50989,50989,7,9
50990,50990,5,10
50991,50991,7,9
50992,50992,5,11
50993,50993,8,8
50994,50994,7,11
50995,50995,7,12
50996,50996,8,12
50997,50997,7,9
50998,50998,7,10
50999,50999,7,10
51000,51000,5,9
51001,51001,5,9
51002,51002,7,12
51003,51003,8,12
51004,51004,8,12
51005,51005,7,11
51006,51006,6,9
51007,51007,5,8
51008,51008,5,11
51009,51009,6,11
51010,51010,5,9
51011,51011,6,10
51012,51012,7,11
51013,51013,6,9
51014,51014,8,11
51015,51015,5,10
51016,51016,6,12
51017,51017,7,10
51018,51018,6,9
51019,51019,5,10
51020,51020,6,10
51021,51021,8,12
51022,51022,6,12
51023,51023,8,8
51024,51024,6,8
51025,51025,7,11
51026,51026,8,12
51027,51027,6,8
51028,51028,6,9
51029,51029,7,9
51030,51030,6,11
51031,51031,7,12
51032,51032,6,10
51033,51033,7,9
51034,51034,6,12
51035,51035,8,11
51036,51036,5,10
51037,51037,6,8
51038,51038,5,12
51039,51039,6,12
51040,51040,6,9
51041,51041,7,12
51042,51042,8,10
51043,51043,6,9
51044,51044,7,8
51045,51045,7,11
51046,51046,6,12
51047,51047,6,11
51048,51048,6,8
51049,51049,6,8
51050,51050,8,12
51051,51051,5,9
51052,51052,5,8
51053,51053,8,12
51054,51054,7,11
51055,51055,5,10
51056,51056,6,11
51057,51057,5,11
51058,51058,8,8
51059,51059,8,10
51060,51060,5,10
51061,51061,8,9
51062,51062,7,8
51063,51063,7,11
51064,51064,8,9
51065,51065,7,8
51066,51066,7,9
51067,51067,6,12
51068,51068,7,10
51069,51069,5,10
51070,51070,6,12
51071,51071,8,12
51072,51072,5,11
51073,51073,5,10
51074,51074,5,11
51075,51075,6,11
51076,51076,6,11
51077,51077,5,12
51078,51078,5,11
51079,51079,7,10
51080,51080,6,9
51081,51081,7,10
51082,51082,7,11
51083,51083,6,11
51084,51084,8,8
51085,51085,7,8
51086,51086,6,10
51087,51087,5,10
51088,51088,8,10
51089,51089,7,12
51090,51090,7,12
51091,51091,5,11
51092,51092,6,11
51093,51093,5,10
51094,51094,5,8
51095,51095,7,8
51096,51096,6,11
51097,51097,7,12
51098,51098,8,10
51099,51099,6,12
51100,51100,6,9
51101,51101,7,10
51102,51102,7,12
51103,51103,8,9
51104,51104,8,11
51105,51105,6,10
51106,51106,6,10
51107,51107,6,8
51108,51108,8,10
51109,51109,6,8
51110,51110,7,9
51111,51111,8,11
51112,51112,5,9
51113,51113,7,8
51114,51114,5,9
51115,51115,8,9
51116,51116,6,10
51117,51117,5,9
51118,51118,7,9
51119,51119,8,12
51120,51120,7,9
51121,51121,6,12
51122,51122,7,12
51123,51123,6,10
51124,51124,8,8
51125,51125,6,11
51126,51126,7,10
51127,51127,6,10
51128,51128,8,8
51129,51129,5,12
51130,51130,6,9
51131,51131,8,9
51132,51132,6,11
51133,51133,6,12
51134,51134,5,10
51135,51135,7,10
51136,51136,6,11
51137,51137,6,8
51138,51138,6,9
51139,51139,5,11
51140,51140,5,12
51141,51141,8,11
51142,51142,8,12
51143,51143,7,10
51144,51144,5,12
51145,51145,8,12
51146,51146,5,10
51147,51147,5,10
51148,51148,8,11
51149,51149,7,8
51150,51150,6,12
51151,51151,8,11
51152,51152,8,11
51153,51153,7,12
51154,51154,7,11
51155,51155,7,8
51156,51156,5,10
51157,51157,6,10
51158,51158,8,12
51159,51159,7,11
51160,51160,8,12
51161,51161,6,11
51162,51162,8,12
51163,51163,8,8
51164,51164,6,10
51165,51165,7,11
51166,51166,5,9
51167,51167,5,8
51168,51168,6,10
51169,51169,7,12
51170,51170,8,8
51171,51171,5,11
51172,51172,6,9
51173,51173,5,10
51174,51174,5,11
51175,51175,6,8
51176,51176,8,8
51177,51177,7,8
51178,51178,6,10
51179,51179,5,8
51180,51180,8,11
51181,51181,8,10
51182,51182,7,9
51183,51183,7,11
51184,51184,8,9
51185,51185,8,9
51186,51186,7,12
51187,51187,5,9
51188,51188,8,8
51189,51189,5,8
51190,51190,5,10
51191,51191,8,10
51192,51192,7,9
51193,51193,5,12
