IDCLIENTE,OFERTAID,CANTIDAD,FECHAINICIAL,FECHAFINAL
39329,39330,39329,21/05/2020,24/05/2020
39330,39331,39330,21/05/2020,20/05/2020
39331,39332,39331,23/05/2020,20/05/2020
39332,39333,39332,20/05/2020,23/05/2020
39333,39334,39333,24/05/2020,24/05/2020
39334,39335,39334,23/05/2020,21/05/2020
39335,39336,39335,19/05/2020,21/05/2020
39336,39337,39336,22/05/2020,21/05/2020
39337,39338,39337,24/05/2020,18/05/2020
39338,39339,39338,23/05/2020,21/05/2020
39339,39340,39339,22/05/2020,21/05/2020
39340,39341,39340,21/05/2020,23/05/2020
39341,39342,39341,21/05/2020,24/05/2020
39342,39343,39342,18/05/2020,21/05/2020
39343,39344,39343,19/05/2020,18/05/2020
39344,39345,39344,18/05/2020,23/05/2020
39345,39346,39345,21/05/2020,18/05/2020
39346,39347,39346,22/05/2020,24/05/2020
39347,39348,39347,23/05/2020,21/05/2020
39348,39349,39348,18/05/2020,18/05/2020
39349,39350,39349,23/05/2020,21/05/2020
39350,39351,39350,21/05/2020,21/05/2020
39351,39352,39351,20/05/2020,21/05/2020
39352,39353,39352,23/05/2020,22/05/2020
39353,39354,39353,18/05/2020,21/05/2020
39354,39355,39354,24/05/2020,23/05/2020
39355,39356,39355,24/05/2020,23/05/2020
39356,39357,39356,18/05/2020,22/05/2020
39357,39358,39357,23/05/2020,23/05/2020
39358,39359,39358,18/05/2020,24/05/2020
39359,39360,39359,22/05/2020,22/05/2020
39360,39361,39360,20/05/2020,22/05/2020
39361,39362,39361,22/05/2020,21/05/2020
39362,39363,39362,22/05/2020,21/05/2020
39363,39364,39363,20/05/2020,24/05/2020
39364,39365,39364,19/05/2020,24/05/2020
39365,39366,39365,19/05/2020,23/05/2020
39366,39367,39366,23/05/2020,21/05/2020
39367,39368,39367,23/05/2020,21/05/2020
39368,39369,39368,23/05/2020,18/05/2020
39369,39370,39369,19/05/2020,19/05/2020
39370,39371,39370,22/05/2020,24/05/2020
39371,39372,39371,21/05/2020,23/05/2020
39372,39373,39372,18/05/2020,23/05/2020
39373,39374,39373,23/05/2020,20/05/2020
39374,39375,39374,22/05/2020,20/05/2020
39375,39376,39375,20/05/2020,24/05/2020
39376,39377,39376,21/05/2020,19/05/2020
39377,39378,39377,23/05/2020,24/05/2020
39378,39379,39378,22/05/2020,19/05/2020
39379,39380,39379,23/05/2020,21/05/2020
39380,39381,39380,21/05/2020,23/05/2020
39381,39382,39381,20/05/2020,19/05/2020
39382,39383,39382,20/05/2020,18/05/2020
39383,39384,39383,19/05/2020,22/05/2020
39384,39385,39384,20/05/2020,20/05/2020
39385,39386,39385,22/05/2020,19/05/2020
39386,39387,39386,18/05/2020,18/05/2020
39387,39388,39387,20/05/2020,23/05/2020
39388,39389,39388,20/05/2020,21/05/2020
39389,39390,39389,20/05/2020,23/05/2020
39390,39391,39390,19/05/2020,20/05/2020
39391,39392,39391,23/05/2020,20/05/2020
39392,39393,39392,24/05/2020,22/05/2020
39393,39394,39393,24/05/2020,18/05/2020
39394,39395,39394,23/05/2020,19/05/2020
39395,39396,39395,21/05/2020,24/05/2020
39396,39397,39396,23/05/2020,21/05/2020
39397,39398,39397,18/05/2020,18/05/2020
39398,39399,39398,19/05/2020,21/05/2020
39399,39400,39399,22/05/2020,24/05/2020
39400,39401,39400,24/05/2020,18/05/2020
39401,39402,39401,18/05/2020,23/05/2020
39402,39403,39402,23/05/2020,19/05/2020
39403,39404,39403,19/05/2020,21/05/2020
39404,39405,39404,24/05/2020,23/05/2020
39405,39406,39405,18/05/2020,18/05/2020
39406,39407,39406,21/05/2020,24/05/2020
39407,39408,39407,18/05/2020,22/05/2020
39408,39409,39408,21/05/2020,18/05/2020
39409,39410,39409,24/05/2020,22/05/2020
39410,39411,39410,22/05/2020,23/05/2020
39411,39412,39411,24/05/2020,20/05/2020
39412,39413,39412,24/05/2020,24/05/2020
39413,39414,39413,20/05/2020,18/05/2020
39414,39415,39414,22/05/2020,22/05/2020
39415,39416,39415,19/05/2020,22/05/2020
39416,39417,39416,21/05/2020,21/05/2020
39417,39418,39417,24/05/2020,18/05/2020
39418,39419,39418,23/05/2020,21/05/2020
39419,39420,39419,20/05/2020,20/05/2020
39420,39421,39420,22/05/2020,19/05/2020
39421,39422,39421,18/05/2020,24/05/2020
39422,39423,39422,22/05/2020,18/05/2020
39423,39424,39423,18/05/2020,18/05/2020
39424,39425,39424,22/05/2020,19/05/2020
39425,39426,39425,22/05/2020,20/05/2020
39426,39427,39426,18/05/2020,20/05/2020
39427,39428,39427,22/05/2020,21/05/2020
39428,39429,39428,18/05/2020,22/05/2020
39429,39430,39429,21/05/2020,19/05/2020
39430,39431,39430,20/05/2020,24/05/2020
39431,39432,39431,23/05/2020,22/05/2020
39432,39433,39432,22/05/2020,21/05/2020
39433,39434,39433,20/05/2020,21/05/2020
39434,39435,39434,21/05/2020,20/05/2020
39435,39436,39435,20/05/2020,24/05/2020
39436,39437,39436,20/05/2020,22/05/2020
39437,39438,39437,23/05/2020,23/05/2020
39438,39439,39438,19/05/2020,24/05/2020
39439,39440,39439,22/05/2020,22/05/2020
39440,39441,39440,19/05/2020,24/05/2020
39441,39442,39441,18/05/2020,20/05/2020
39442,39443,39442,21/05/2020,24/05/2020
39443,39444,39443,19/05/2020,22/05/2020
39444,39445,39444,24/05/2020,22/05/2020
39445,39446,39445,22/05/2020,22/05/2020
39446,39447,39446,22/05/2020,18/05/2020
39447,39448,39447,24/05/2020,18/05/2020
39448,39449,39448,22/05/2020,18/05/2020
39449,39450,39449,18/05/2020,22/05/2020
39450,39451,39450,22/05/2020,18/05/2020
39451,39452,39451,18/05/2020,21/05/2020
39452,39453,39452,21/05/2020,23/05/2020
39453,39454,39453,24/05/2020,18/05/2020
39454,39455,39454,20/05/2020,18/05/2020
39455,39456,39455,23/05/2020,22/05/2020
39456,39457,39456,24/05/2020,20/05/2020
39457,39458,39457,20/05/2020,22/05/2020
39458,39459,39458,21/05/2020,22/05/2020
39459,39460,39459,20/05/2020,18/05/2020
39460,39461,39460,21/05/2020,24/05/2020
39461,39462,39461,24/05/2020,20/05/2020
39462,39463,39462,19/05/2020,24/05/2020
39463,39464,39463,23/05/2020,23/05/2020
39464,39465,39464,19/05/2020,24/05/2020
39465,39466,39465,18/05/2020,22/05/2020
39466,39467,39466,23/05/2020,23/05/2020
39467,39468,39467,20/05/2020,21/05/2020
39468,39469,39468,18/05/2020,18/05/2020
39469,39470,39469,24/05/2020,23/05/2020
39470,39471,39470,18/05/2020,20/05/2020
39471,39472,39471,21/05/2020,24/05/2020
39472,39473,39472,21/05/2020,19/05/2020
39473,39474,39473,21/05/2020,22/05/2020
39474,39475,39474,21/05/2020,18/05/2020
39475,39476,39475,19/05/2020,24/05/2020
39476,39477,39476,24/05/2020,20/05/2020
39477,39478,39477,22/05/2020,20/05/2020
39478,39479,39478,21/05/2020,20/05/2020
39479,39480,39479,24/05/2020,21/05/2020
39480,39481,39480,18/05/2020,24/05/2020
39481,39482,39481,18/05/2020,20/05/2020
39482,39483,39482,18/05/2020,20/05/2020
39483,39484,39483,19/05/2020,20/05/2020
39484,39485,39484,18/05/2020,18/05/2020
39485,39486,39485,23/05/2020,21/05/2020
39486,39487,39486,22/05/2020,20/05/2020
39487,39488,39487,22/05/2020,20/05/2020
39488,39489,39488,19/05/2020,18/05/2020
39489,39490,39489,19/05/2020,18/05/2020
39490,39491,39490,20/05/2020,21/05/2020
39491,39492,39491,22/05/2020,20/05/2020
39492,39493,39492,18/05/2020,20/05/2020
39493,39494,39493,19/05/2020,19/05/2020
39494,39495,39494,18/05/2020,19/05/2020
39495,39496,39495,21/05/2020,20/05/2020
39496,39497,39496,24/05/2020,23/05/2020
39497,39498,39497,19/05/2020,23/05/2020
39498,39499,39498,23/05/2020,18/05/2020
39499,39500,39499,21/05/2020,22/05/2020
39500,39501,39500,19/05/2020,18/05/2020
39501,39502,39501,21/05/2020,21/05/2020
39502,39503,39502,21/05/2020,19/05/2020
39503,39504,39503,20/05/2020,18/05/2020
39504,39505,39504,19/05/2020,20/05/2020
39505,39506,39505,22/05/2020,21/05/2020
39506,39507,39506,20/05/2020,24/05/2020
39507,39508,39507,24/05/2020,20/05/2020
39508,39509,39508,21/05/2020,24/05/2020
39509,39510,39509,20/05/2020,19/05/2020
39510,39511,39510,18/05/2020,19/05/2020
39511,39512,39511,19/05/2020,23/05/2020
39512,39513,39512,21/05/2020,19/05/2020
39513,39514,39513,21/05/2020,21/05/2020
39514,39515,39514,18/05/2020,24/05/2020
39515,39516,39515,21/05/2020,23/05/2020
39516,39517,39516,18/05/2020,19/05/2020
39517,39518,39517,21/05/2020,19/05/2020
39518,39519,39518,23/05/2020,23/05/2020
39519,39520,39519,22/05/2020,24/05/2020
39520,39521,39520,23/05/2020,22/05/2020
39521,39522,39521,21/05/2020,22/05/2020
39522,39523,39522,20/05/2020,21/05/2020
39523,39524,39523,22/05/2020,22/05/2020
39524,39525,39524,21/05/2020,24/05/2020
39525,39526,39525,22/05/2020,20/05/2020
39526,39527,39526,22/05/2020,18/05/2020
39527,39528,39527,19/05/2020,20/05/2020
39528,39529,39528,22/05/2020,21/05/2020
39529,39530,39529,19/05/2020,21/05/2020
39530,39531,39530,23/05/2020,21/05/2020
39531,39532,39531,20/05/2020,19/05/2020
39532,39533,39532,21/05/2020,18/05/2020
39533,39534,39533,22/05/2020,19/05/2020
39534,39535,39534,19/05/2020,20/05/2020
39535,39536,39535,18/05/2020,20/05/2020
39536,39537,39536,22/05/2020,20/05/2020
39537,39538,39537,19/05/2020,21/05/2020
39538,39539,39538,21/05/2020,22/05/2020
39539,39540,39539,23/05/2020,20/05/2020
39540,39541,39540,21/05/2020,20/05/2020
39541,39542,39541,24/05/2020,24/05/2020
39542,39543,39542,22/05/2020,18/05/2020
39543,39544,39543,24/05/2020,19/05/2020
39544,39545,39544,21/05/2020,21/05/2020
39545,39546,39545,24/05/2020,19/05/2020
39546,39547,39546,19/05/2020,19/05/2020
39547,39548,39547,19/05/2020,24/05/2020
39548,39549,39548,21/05/2020,22/05/2020
39549,39550,39549,18/05/2020,24/05/2020
39550,39551,39550,18/05/2020,18/05/2020
39551,39552,39551,24/05/2020,22/05/2020
39552,39553,39552,22/05/2020,19/05/2020
39553,39554,39553,21/05/2020,20/05/2020
39554,39555,39554,23/05/2020,19/05/2020
39555,39556,39555,20/05/2020,24/05/2020
39556,39557,39556,21/05/2020,22/05/2020
39557,39558,39557,19/05/2020,24/05/2020
39558,39559,39558,22/05/2020,20/05/2020
39559,39560,39559,19/05/2020,20/05/2020
39560,39561,39560,23/05/2020,24/05/2020
39561,39562,39561,22/05/2020,24/05/2020
39562,39563,39562,23/05/2020,19/05/2020
39563,39564,39563,22/05/2020,23/05/2020
39564,39565,39564,18/05/2020,21/05/2020
39565,39566,39565,22/05/2020,24/05/2020
39566,39567,39566,23/05/2020,19/05/2020
39567,39568,39567,24/05/2020,21/05/2020
39568,39569,39568,20/05/2020,22/05/2020
39569,39570,39569,19/05/2020,19/05/2020
39570,39571,39570,20/05/2020,18/05/2020
39571,39572,39571,22/05/2020,21/05/2020
39572,39573,39572,18/05/2020,22/05/2020
39573,39574,39573,23/05/2020,23/05/2020
39574,39575,39574,20/05/2020,19/05/2020
39575,39576,39575,22/05/2020,23/05/2020
39576,39577,39576,23/05/2020,19/05/2020
39577,39578,39577,21/05/2020,23/05/2020
39578,39579,39578,24/05/2020,19/05/2020
39579,39580,39579,20/05/2020,21/05/2020
39580,39581,39580,21/05/2020,20/05/2020
39581,39582,39581,20/05/2020,18/05/2020
39582,39583,39582,19/05/2020,24/05/2020
39583,39584,39583,20/05/2020,22/05/2020
39584,39585,39584,23/05/2020,20/05/2020
39585,39586,39585,24/05/2020,23/05/2020
39586,39587,39586,19/05/2020,22/05/2020
39587,39588,39587,21/05/2020,18/05/2020
39588,39589,39588,20/05/2020,19/05/2020
39589,39590,39589,18/05/2020,20/05/2020
39590,39591,39590,21/05/2020,24/05/2020
39591,39592,39591,21/05/2020,21/05/2020
39592,39593,39592,22/05/2020,18/05/2020
39593,39594,39593,22/05/2020,18/05/2020
39594,39595,39594,20/05/2020,24/05/2020
39595,39596,39595,19/05/2020,24/05/2020
39596,39597,39596,22/05/2020,20/05/2020
39597,39598,39597,21/05/2020,22/05/2020
39598,39599,39598,21/05/2020,24/05/2020
39599,39600,39599,23/05/2020,21/05/2020
39600,39601,39600,19/05/2020,23/05/2020
39601,39602,39601,23/05/2020,20/05/2020
39602,39603,39602,21/05/2020,24/05/2020
39603,39604,39603,21/05/2020,18/05/2020
39604,39605,39604,20/05/2020,21/05/2020
39605,39606,39605,18/05/2020,19/05/2020
39606,39607,39606,24/05/2020,18/05/2020
39607,39608,39607,23/05/2020,24/05/2020
39608,39609,39608,22/05/2020,24/05/2020
39609,39610,39609,24/05/2020,22/05/2020
39610,39611,39610,20/05/2020,23/05/2020
39611,39612,39611,19/05/2020,20/05/2020
39612,39613,39612,18/05/2020,22/05/2020
39613,39614,39613,24/05/2020,19/05/2020
39614,39615,39614,22/05/2020,21/05/2020
39615,39616,39615,20/05/2020,22/05/2020
39616,39617,39616,20/05/2020,19/05/2020
39617,39618,39617,20/05/2020,22/05/2020
39618,39619,39618,24/05/2020,18/05/2020
39619,39620,39619,22/05/2020,24/05/2020
39620,39621,39620,21/05/2020,19/05/2020
39621,39622,39621,19/05/2020,18/05/2020
39622,39623,39622,21/05/2020,21/05/2020
39623,39624,39623,20/05/2020,19/05/2020
39624,39625,39624,18/05/2020,24/05/2020
39625,39626,39625,24/05/2020,24/05/2020
39626,39627,39626,23/05/2020,22/05/2020
39627,39628,39627,18/05/2020,19/05/2020
39628,39629,39628,19/05/2020,24/05/2020
39629,39630,39629,21/05/2020,23/05/2020
39630,39631,39630,22/05/2020,21/05/2020
39631,39632,39631,23/05/2020,23/05/2020
39632,39633,39632,21/05/2020,20/05/2020
39633,39634,39633,20/05/2020,18/05/2020
39634,39635,39634,23/05/2020,22/05/2020
39635,39636,39635,23/05/2020,23/05/2020
39636,39637,39636,21/05/2020,21/05/2020
39637,39638,39637,24/05/2020,23/05/2020
39638,39639,39638,20/05/2020,19/05/2020
39639,39640,39639,19/05/2020,22/05/2020
39640,39641,39640,24/05/2020,18/05/2020
39641,39642,39641,19/05/2020,20/05/2020
39642,39643,39642,21/05/2020,22/05/2020
39643,39644,39643,20/05/2020,21/05/2020
39644,39645,39644,18/05/2020,24/05/2020
39645,39646,39645,24/05/2020,19/05/2020
39646,39647,39646,20/05/2020,18/05/2020
39647,39648,39647,23/05/2020,22/05/2020
39648,39649,39648,21/05/2020,24/05/2020
39649,39650,39649,20/05/2020,23/05/2020
39650,39651,39650,22/05/2020,18/05/2020
39651,39652,39651,23/05/2020,20/05/2020
39652,39653,39652,18/05/2020,18/05/2020
39653,39654,39653,20/05/2020,22/05/2020
39654,39655,39654,24/05/2020,19/05/2020
39655,39656,39655,21/05/2020,18/05/2020
39656,39657,39656,20/05/2020,19/05/2020
39657,39658,39657,18/05/2020,19/05/2020
39658,39659,39658,20/05/2020,18/05/2020
39659,39660,39659,24/05/2020,18/05/2020
39660,39661,39660,18/05/2020,23/05/2020
39661,39662,39661,21/05/2020,21/05/2020
39662,39663,39662,18/05/2020,21/05/2020
39663,39664,39663,20/05/2020,24/05/2020
39664,39665,39664,19/05/2020,21/05/2020
39665,39666,39665,23/05/2020,20/05/2020
39666,39667,39666,23/05/2020,23/05/2020
39667,39668,39667,24/05/2020,22/05/2020
39668,39669,39668,22/05/2020,18/05/2020
39669,39670,39669,23/05/2020,20/05/2020
39670,39671,39670,18/05/2020,23/05/2020
39671,39672,39671,19/05/2020,20/05/2020
39672,39673,39672,20/05/2020,22/05/2020
39673,39674,39673,23/05/2020,21/05/2020
39674,39675,39674,23/05/2020,23/05/2020
39675,39676,39675,18/05/2020,18/05/2020
39676,39677,39676,23/05/2020,20/05/2020
39677,39678,39677,22/05/2020,21/05/2020
39678,39679,39678,24/05/2020,23/05/2020
39679,39680,39679,18/05/2020,22/05/2020
39680,39681,39680,19/05/2020,22/05/2020
39681,39682,39681,21/05/2020,24/05/2020
39682,39683,39682,23/05/2020,23/05/2020
39683,39684,39683,19/05/2020,22/05/2020
39684,39685,39684,20/05/2020,24/05/2020
39685,39686,39685,21/05/2020,21/05/2020
39686,39687,39686,23/05/2020,21/05/2020
39687,39688,39687,24/05/2020,18/05/2020
39688,39689,39688,19/05/2020,23/05/2020
39689,39690,39689,21/05/2020,20/05/2020
39690,39691,39690,21/05/2020,21/05/2020
39691,39692,39691,22/05/2020,21/05/2020
39692,39693,39692,19/05/2020,20/05/2020
39693,39694,39693,20/05/2020,19/05/2020
39694,39695,39694,21/05/2020,22/05/2020
39695,39696,39695,19/05/2020,20/05/2020
39696,39697,39696,21/05/2020,18/05/2020
39697,39698,39697,22/05/2020,21/05/2020
39698,39699,39698,18/05/2020,23/05/2020
39699,39700,39699,24/05/2020,23/05/2020
39700,39701,39700,22/05/2020,20/05/2020
39701,39702,39701,22/05/2020,23/05/2020
39702,39703,39702,19/05/2020,23/05/2020
39703,39704,39703,19/05/2020,18/05/2020
39704,39705,39704,20/05/2020,19/05/2020
39705,39706,39705,21/05/2020,22/05/2020
39706,39707,39706,21/05/2020,22/05/2020
39707,39708,39707,22/05/2020,23/05/2020
39708,39709,39708,24/05/2020,19/05/2020
39709,39710,39709,20/05/2020,23/05/2020
39710,39711,39710,21/05/2020,22/05/2020
39711,39712,39711,22/05/2020,22/05/2020
39712,39713,39712,19/05/2020,21/05/2020
39713,39714,39713,21/05/2020,20/05/2020
39714,39715,39714,21/05/2020,23/05/2020
39715,39716,39715,21/05/2020,19/05/2020
39716,39717,39716,22/05/2020,20/05/2020
39717,39718,39717,22/05/2020,22/05/2020
39718,39719,39718,24/05/2020,20/05/2020
39719,39720,39719,23/05/2020,21/05/2020
39720,39721,39720,21/05/2020,18/05/2020
39721,39722,39721,23/05/2020,22/05/2020
39722,39723,39722,20/05/2020,23/05/2020
39723,39724,39723,21/05/2020,22/05/2020
39724,39725,39724,23/05/2020,24/05/2020
39725,39726,39725,22/05/2020,20/05/2020
39726,39727,39726,18/05/2020,19/05/2020
39727,39728,39727,19/05/2020,21/05/2020
39728,39729,39728,24/05/2020,19/05/2020
39729,39730,39729,21/05/2020,18/05/2020
39730,39731,39730,19/05/2020,22/05/2020
39731,39732,39731,20/05/2020,23/05/2020
39732,39733,39732,20/05/2020,18/05/2020
39733,39734,39733,22/05/2020,19/05/2020
39734,39735,39734,21/05/2020,21/05/2020
39735,39736,39735,23/05/2020,23/05/2020
39736,39737,39736,23/05/2020,22/05/2020
39737,39738,39737,23/05/2020,22/05/2020
39738,39739,39738,22/05/2020,23/05/2020
39739,39740,39739,19/05/2020,24/05/2020
39740,39741,39740,24/05/2020,23/05/2020
39741,39742,39741,21/05/2020,21/05/2020
39742,39743,39742,21/05/2020,22/05/2020
39743,39744,39743,19/05/2020,20/05/2020
39744,39745,39744,21/05/2020,22/05/2020
39745,39746,39745,19/05/2020,20/05/2020
39746,39747,39746,21/05/2020,24/05/2020
39747,39748,39747,18/05/2020,18/05/2020
39748,39749,39748,20/05/2020,21/05/2020
39749,39750,39749,19/05/2020,20/05/2020
39750,39751,39750,22/05/2020,19/05/2020
39751,39752,39751,24/05/2020,22/05/2020
39752,39753,39752,19/05/2020,23/05/2020
39753,39754,39753,21/05/2020,22/05/2020
39754,39755,39754,19/05/2020,21/05/2020
39755,39756,39755,22/05/2020,18/05/2020
39756,39757,39756,21/05/2020,18/05/2020
39757,39758,39757,19/05/2020,22/05/2020
39758,39759,39758,19/05/2020,20/05/2020
39759,39760,39759,19/05/2020,20/05/2020
39760,39761,39760,20/05/2020,24/05/2020
39761,39762,39761,22/05/2020,18/05/2020
39762,39763,39762,19/05/2020,21/05/2020
39763,39764,39763,20/05/2020,23/05/2020
39764,39765,39764,21/05/2020,19/05/2020
39765,39766,39765,18/05/2020,22/05/2020
39766,39767,39766,20/05/2020,23/05/2020
39767,39768,39767,20/05/2020,18/05/2020
39768,39769,39768,21/05/2020,19/05/2020
39769,39770,39769,19/05/2020,21/05/2020
39770,39771,39770,18/05/2020,18/05/2020
39771,39772,39771,22/05/2020,23/05/2020
39772,39773,39772,18/05/2020,21/05/2020
39773,39774,39773,21/05/2020,20/05/2020
39774,39775,39774,18/05/2020,20/05/2020
39775,39776,39775,22/05/2020,24/05/2020
39776,39777,39776,24/05/2020,19/05/2020
39777,39778,39777,21/05/2020,19/05/2020
39778,39779,39778,20/05/2020,22/05/2020
39779,39780,39779,18/05/2020,18/05/2020
39780,39781,39780,21/05/2020,18/05/2020
39781,39782,39781,22/05/2020,19/05/2020
39782,39783,39782,23/05/2020,24/05/2020
39783,39784,39783,24/05/2020,20/05/2020
39784,39785,39784,21/05/2020,19/05/2020
39785,39786,39785,21/05/2020,18/05/2020
39786,39787,39786,19/05/2020,21/05/2020
39787,39788,39787,24/05/2020,18/05/2020
39788,39789,39788,20/05/2020,21/05/2020
39789,39790,39789,23/05/2020,23/05/2020
39790,39791,39790,18/05/2020,22/05/2020
39791,39792,39791,22/05/2020,22/05/2020
39792,39793,39792,20/05/2020,20/05/2020
39793,39794,39793,23/05/2020,24/05/2020
39794,39795,39794,24/05/2020,22/05/2020
39795,39796,39795,24/05/2020,22/05/2020
39796,39797,39796,18/05/2020,18/05/2020
39797,39798,39797,21/05/2020,23/05/2020
39798,39799,39798,23/05/2020,20/05/2020
39799,39800,39799,18/05/2020,21/05/2020
39800,39801,39800,24/05/2020,21/05/2020
39801,39802,39801,23/05/2020,24/05/2020
39802,39803,39802,18/05/2020,23/05/2020
39803,39804,39803,21/05/2020,24/05/2020
39804,39805,39804,22/05/2020,21/05/2020
39805,39806,39805,24/05/2020,21/05/2020
39806,39807,39806,21/05/2020,18/05/2020
39807,39808,39807,20/05/2020,18/05/2020
39808,39809,39808,22/05/2020,24/05/2020
39809,39810,39809,23/05/2020,23/05/2020
39810,39811,39810,23/05/2020,19/05/2020
39811,39812,39811,19/05/2020,20/05/2020
39812,39813,39812,23/05/2020,21/05/2020
39813,39814,39813,21/05/2020,23/05/2020
39814,39815,39814,18/05/2020,19/05/2020
39815,39816,39815,19/05/2020,22/05/2020
39816,39817,39816,18/05/2020,21/05/2020
39817,39818,39817,19/05/2020,21/05/2020
39818,39819,39818,24/05/2020,20/05/2020
39819,39820,39819,18/05/2020,23/05/2020
39820,39821,39820,19/05/2020,23/05/2020
39821,39822,39821,24/05/2020,21/05/2020
39822,39823,39822,18/05/2020,23/05/2020
39823,39824,39823,21/05/2020,19/05/2020
39824,39825,39824,23/05/2020,20/05/2020
39825,39826,39825,18/05/2020,21/05/2020
39826,39827,39826,23/05/2020,21/05/2020
39827,39828,39827,18/05/2020,18/05/2020
39828,39829,39828,23/05/2020,20/05/2020
39829,39830,39829,19/05/2020,24/05/2020
39830,39831,39830,18/05/2020,20/05/2020
39831,39832,39831,19/05/2020,21/05/2020
39832,39833,39832,19/05/2020,19/05/2020
39833,39834,39833,22/05/2020,24/05/2020
39834,39835,39834,24/05/2020,22/05/2020
39835,39836,39835,20/05/2020,23/05/2020
39836,39837,39836,22/05/2020,21/05/2020
39837,39838,39837,19/05/2020,21/05/2020
39838,39839,39838,19/05/2020,24/05/2020
39839,39840,39839,21/05/2020,19/05/2020
39840,39841,39840,19/05/2020,23/05/2020
39841,39842,39841,19/05/2020,21/05/2020
39842,39843,39842,20/05/2020,23/05/2020
39843,39844,39843,24/05/2020,22/05/2020
39844,39845,39844,18/05/2020,20/05/2020
39845,39846,39845,19/05/2020,20/05/2020
39846,39847,39846,23/05/2020,21/05/2020
39847,39848,39847,24/05/2020,22/05/2020
39848,39849,39848,23/05/2020,21/05/2020
39849,39850,39849,22/05/2020,19/05/2020
39850,39851,39850,22/05/2020,18/05/2020
39851,39852,39851,20/05/2020,23/05/2020
39852,39853,39852,20/05/2020,19/05/2020
39853,39854,39853,22/05/2020,20/05/2020
39854,39855,39854,18/05/2020,18/05/2020
39855,39856,39855,18/05/2020,20/05/2020
39856,39857,39856,18/05/2020,23/05/2020
39857,39858,39857,20/05/2020,19/05/2020
39858,39859,39858,22/05/2020,20/05/2020
39859,39860,39859,18/05/2020,22/05/2020
39860,39861,39860,23/05/2020,22/05/2020
39861,39862,39861,19/05/2020,22/05/2020
39862,39863,39862,23/05/2020,23/05/2020
39863,39864,39863,21/05/2020,18/05/2020
39864,39865,39864,24/05/2020,18/05/2020
39865,39866,39865,21/05/2020,23/05/2020
39866,39867,39866,18/05/2020,21/05/2020
39867,39868,39867,24/05/2020,20/05/2020
39868,39869,39868,23/05/2020,20/05/2020
39869,39870,39869,24/05/2020,19/05/2020
39870,39871,39870,22/05/2020,18/05/2020
39871,39872,39871,20/05/2020,24/05/2020
39872,39873,39872,21/05/2020,24/05/2020
39873,39874,39873,19/05/2020,20/05/2020
39874,39875,39874,19/05/2020,19/05/2020
39875,39876,39875,23/05/2020,21/05/2020
39876,39877,39876,20/05/2020,18/05/2020
39877,39878,39877,20/05/2020,24/05/2020
39878,39879,39878,24/05/2020,23/05/2020
39879,39880,39879,19/05/2020,21/05/2020
39880,39881,39880,20/05/2020,22/05/2020
39881,39882,39881,19/05/2020,24/05/2020
39882,39883,39882,19/05/2020,21/05/2020
39883,39884,39883,19/05/2020,21/05/2020
39884,39885,39884,18/05/2020,19/05/2020
39885,39886,39885,20/05/2020,19/05/2020
39886,39887,39886,23/05/2020,19/05/2020
39887,39888,39887,20/05/2020,23/05/2020
39888,39889,39888,21/05/2020,19/05/2020
39889,39890,39889,19/05/2020,18/05/2020
39890,39891,39890,23/05/2020,20/05/2020
39891,39892,39891,18/05/2020,23/05/2020
39892,39893,39892,19/05/2020,22/05/2020
39893,39894,39893,21/05/2020,20/05/2020
39894,39895,39894,24/05/2020,20/05/2020
39895,39896,39895,23/05/2020,24/05/2020
39896,39897,39896,18/05/2020,21/05/2020
39897,39898,39897,20/05/2020,18/05/2020
39898,39899,39898,23/05/2020,21/05/2020
39899,39900,39899,20/05/2020,21/05/2020
39900,39901,39900,22/05/2020,23/05/2020
39901,39902,39901,24/05/2020,20/05/2020
39902,39903,39902,20/05/2020,23/05/2020
39903,39904,39903,20/05/2020,20/05/2020
39904,39905,39904,20/05/2020,18/05/2020
39905,39906,39905,24/05/2020,18/05/2020
39906,39907,39906,21/05/2020,18/05/2020
39907,39908,39907,19/05/2020,18/05/2020
39908,39909,39908,22/05/2020,20/05/2020
39909,39910,39909,24/05/2020,23/05/2020
39910,39911,39910,18/05/2020,18/05/2020
39911,39912,39911,23/05/2020,22/05/2020
39912,39913,39912,23/05/2020,19/05/2020
39913,39914,39913,19/05/2020,22/05/2020
39914,39915,39914,22/05/2020,18/05/2020
39915,39916,39915,23/05/2020,21/05/2020
39916,39917,39916,19/05/2020,22/05/2020
39917,39918,39917,20/05/2020,18/05/2020
39918,39919,39918,19/05/2020,19/05/2020
39919,39920,39919,22/05/2020,24/05/2020
39920,39921,39920,24/05/2020,22/05/2020
39921,39922,39921,21/05/2020,21/05/2020
39922,39923,39922,23/05/2020,20/05/2020
39923,39924,39923,18/05/2020,18/05/2020
39924,39925,39924,23/05/2020,21/05/2020
39925,39926,39925,22/05/2020,18/05/2020
39926,39927,39926,24/05/2020,22/05/2020
39927,39928,39927,21/05/2020,21/05/2020
39928,39929,39928,19/05/2020,19/05/2020
39929,39930,39929,24/05/2020,24/05/2020
39930,39931,39930,19/05/2020,19/05/2020
39931,39932,39931,22/05/2020,22/05/2020
39932,39933,39932,19/05/2020,21/05/2020
39933,39934,39933,21/05/2020,21/05/2020
39934,39935,39934,19/05/2020,22/05/2020
