NUMERO,INDIVIDUAL,DURACION,MENAJE
49362,1,180,1
49363,0,180,0
49364,1,25,1
49365,0,61,1
49366,1,15,1
49367,0,117,0
49368,1,33,1
49369,1,180,0
49370,0,101,0
49371,1,25,0
49372,0,111,0
49373,0,12,0
49374,0,97,1
49375,1,18,1
49376,1,55,0
49377,0,39,0
49378,0,95,1
49379,0,176,0
49380,1,11,0
49381,1,95,1
49382,0,100,0
49383,1,97,1
49384,1,84,0
49385,0,105,0
49386,1,40,0
49387,0,106,0
49388,0,22,1
49389,0,26,0
49390,0,80,1
49391,0,32,1
49392,1,52,0
49393,0,135,0
49394,0,89,0
49395,1,15,0
49396,1,132,0
49397,1,63,1
49398,0,67,0
49399,1,29,0
49400,0,70,1
49401,1,99,1
49402,0,81,1
49403,1,48,1
49404,1,131,1
49405,0,44,1
49406,1,121,0
49407,0,174,0
49408,0,38,0
49409,1,140,0
49410,0,59,1
49411,1,87,0
49412,0,38,0
49413,0,104,0
49414,0,6,1
49415,0,10,0
49416,0,13,0
49417,1,98,1
49418,0,128,1
49419,1,17,0
49420,1,96,1
49421,1,166,1
49422,0,2,1
49423,1,72,1
49424,1,31,1
49425,1,26,0
49426,1,176,0
49427,0,51,1
49428,1,34,1
49429,1,99,0
49430,1,101,0
49431,0,153,0
49432,1,20,1
49433,0,30,0
49434,0,77,0
49435,0,104,1
49436,0,128,1
49437,1,89,0
49438,1,155,0
49439,0,140,1
49440,1,170,0
49441,1,167,1
49442,1,96,0
49443,0,132,1
49444,0,40,0
49445,0,88,0
49446,0,120,0
49447,0,134,0
49448,0,141,1
49449,0,64,0
49450,0,173,1
49451,0,48,1
49452,0,132,0
49453,0,113,0
49454,0,64,1
49455,0,64,0
49456,0,148,1
49457,0,12,1
49458,1,57,0
49459,0,134,1
49460,0,47,0
49461,0,17,0
49462,0,49,1
49463,1,165,0
49464,0,137,0
49465,1,26,0
49466,1,51,1
49467,1,96,0
49468,1,142,0
49469,0,103,1
49470,1,140,1
49471,1,128,0
49472,0,67,1
49473,0,106,0
49474,1,9,1
49475,0,97,0
49476,1,42,0
49477,0,124,0
49478,1,60,1
49479,0,93,0
49480,1,116,0
49481,1,161,0
49482,0,87,1
49483,1,44,1
49484,1,116,0
49485,0,145,1
49486,0,81,1
49487,0,160,1
49488,0,47,0
49489,0,71,1
49490,1,41,1
49491,1,4,0
49492,0,86,0
49493,0,36,1
49494,0,8,0
49495,0,92,0
49496,0,141,1
49497,1,19,1
49498,1,22,1
49499,1,152,0
49500,1,45,0
49501,0,67,0
49502,0,134,1
49503,0,117,1
49504,1,84,0
49505,0,174,0
49506,0,35,0
49507,0,136,0
49508,1,165,1
49509,1,84,1
49510,0,75,0
49511,0,30,1
49512,0,114,0
49513,1,28,1
49514,0,128,0
49515,1,101,0
49516,1,135,1
49517,1,100,0
49518,1,131,0
49519,1,140,0
49520,0,129,0
49521,0,82,0
49522,0,178,0
49523,0,146,0
49524,1,150,0
49525,1,101,0
49526,0,114,1
49527,1,85,0
49528,0,59,1
49529,0,107,1
49530,0,65,1
49531,1,121,0
49532,0,163,0
49533,1,140,1
49534,0,65,1
49535,0,166,1
49536,0,25,1
49537,1,36,1
49538,0,136,0
49539,0,59,1
49540,0,21,0
49541,1,145,1
49542,0,55,1
49543,1,79,0
49544,0,133,1
49545,0,39,1
49546,1,77,0
49547,1,79,1
49548,0,53,1
49549,1,90,0
49550,1,140,1
49551,1,4,0
49552,0,44,0
49553,0,107,0
49554,1,145,1
49555,1,52,0
49556,1,64,0
49557,1,88,1
49558,0,137,1
49559,1,44,1
49560,1,134,0
49561,0,171,1
49562,1,45,0
49563,1,162,0
49564,0,94,1
49565,0,147,1
49566,1,47,1
49567,1,6,0
49568,0,116,1
49569,0,112,0
49570,0,26,0
49571,1,119,1
49572,0,19,1
49573,0,126,1
49574,1,92,0
49575,0,48,0
49576,0,67,1
49577,1,120,1
49578,0,21,1
49579,1,25,1
49580,1,161,0
49581,1,176,1
49582,0,161,0
49583,0,146,0
49584,1,165,1
49585,1,147,0
49586,1,75,0
49587,0,13,1
49588,0,103,0
49589,0,152,0
49590,0,82,0
49591,1,42,1
49592,0,3,0
49593,0,169,1
49594,0,71,0
49595,0,42,0
49596,1,106,0
49597,1,52,1
49598,1,78,0
49599,0,115,0
49600,1,170,1
49601,0,74,1
49602,1,80,0
49603,1,98,0
49604,0,7,0
49605,1,160,1
49606,1,98,1
49607,0,146,1
49608,0,5,0
49609,1,151,0
49610,0,38,1
49611,0,43,1
49612,0,180,1
49613,1,159,0
49614,0,103,1
49615,1,123,1
49616,1,137,1
49617,1,6,1
49618,0,118,1
49619,0,128,1
49620,0,140,0
49621,1,1,0
49622,1,130,1
49623,1,100,0
49624,1,55,1
49625,1,135,1
49626,0,45,0
49627,1,21,0
49628,1,6,1
49629,0,107,1
49630,1,12,1
49631,0,135,1
49632,0,5,0
49633,1,156,1
49634,0,86,1
49635,1,138,0
49636,1,171,1
49637,1,102,1
49638,0,58,1
49639,1,15,1
49640,0,45,0
49641,0,160,0
49642,1,153,1
49643,1,163,1
49644,0,116,1
49645,1,157,1
49646,1,76,0
49647,0,51,1
49648,0,12,1
49649,0,129,1
49650,0,175,1
49651,0,89,0
49652,0,17,0
49653,0,35,0
49654,1,21,1
49655,0,139,1
49656,1,85,1
49657,1,76,0
49658,0,51,1
49659,1,148,1
49660,1,112,0
49661,1,147,1
49662,0,52,0
49663,0,26,1
49664,0,11,1
49665,1,7,0
49666,0,47,1
49667,1,172,0
49668,0,51,0
49669,1,69,0
49670,0,92,0
49671,1,149,1
49672,1,89,1
49673,1,173,0
49674,0,122,0
49675,0,76,0
49676,1,91,1
49677,1,12,0
49678,0,18,1
49679,0,136,0
49680,0,131,0
49681,1,26,0
49682,0,79,1
49683,0,138,0
49684,0,83,0
49685,1,118,1
49686,1,105,1
49687,1,62,0
49688,0,129,1
49689,0,129,1
49690,0,1,1
49691,0,133,0
49692,0,168,1
49693,0,133,1
49694,0,46,0
49695,1,49,1
49696,0,101,1
49697,0,74,1
49698,1,61,0
49699,1,17,1
49700,1,54,0
49701,0,95,1
49702,1,3,1
49703,0,81,0
49704,1,47,1
49705,0,81,1
49706,1,44,0
49707,0,34,0
49708,1,129,1
49709,0,147,0
49710,0,61,1
49711,1,41,0
49712,0,150,1
49713,1,116,0
49714,1,177,0
49715,0,3,0
49716,1,86,1
49717,0,18,1
49718,1,61,1
49719,0,142,0
49720,0,16,0
49721,0,133,0
49722,0,38,1
49723,1,141,1
49724,0,22,1
49725,1,165,1
49726,1,62,1
49727,0,175,1
49728,1,69,0
49729,0,110,1
49730,0,91,1
49731,1,81,0
49732,0,13,1
49733,1,91,1
49734,1,7,1
49735,0,123,0
49736,1,159,0
49737,0,122,1
49738,1,177,0
49739,0,52,0
49740,0,85,1
49741,0,20,0
49742,0,54,1
49743,0,64,0
49744,1,16,0
49745,0,152,0
49746,1,49,1
49747,0,179,0
49748,0,76,0
49749,1,172,0
49750,0,139,0
49751,1,67,0
49752,1,21,0
49753,1,115,1
49754,1,38,1
49755,1,98,0
49756,0,41,1
49757,1,17,1
49758,1,163,1
49759,0,92,1
49760,1,155,0
49761,1,29,0
49762,1,6,1
49763,1,146,1
49764,1,171,1
49765,1,41,0
49766,0,157,0
49767,1,163,1
49768,1,125,1
49769,1,157,0
49770,1,64,1
49771,1,165,1
49772,1,119,1
49773,1,154,0
49774,1,27,0
49775,0,157,0
49776,1,1,1
49777,0,8,0
49778,1,86,1
49779,1,180,1
49780,0,37,0
49781,1,166,0
49782,0,17,1
49783,1,9,1
49784,0,156,0
49785,1,116,0
49786,1,150,0
49787,0,113,1
49788,1,114,1
49789,0,92,0
49790,1,171,0
49791,1,123,0
49792,0,1,1
49793,1,11,1
49794,0,88,1
49795,1,128,0
49796,1,174,0
49797,1,98,1
49798,1,171,0
49799,1,54,0
49800,0,26,0
49801,0,166,0
49802,0,51,0
49803,0,39,1
49804,0,81,1
49805,0,52,1
49806,0,164,0
49807,1,33,1
49808,0,27,1
49809,0,179,0
49810,1,39,1
49811,0,22,0
49812,1,86,0
49813,1,58,0
49814,1,105,1
49815,0,38,0
49816,0,52,1
49817,0,160,0
49818,1,104,0
49819,0,163,1
49820,1,71,1
49821,0,127,0
49822,0,50,1
49823,0,26,1
49824,1,143,1
49825,1,86,1
49826,0,153,1
49827,0,163,0
49828,1,133,0
49829,0,13,0
49830,1,45,0
49831,1,88,0
49832,0,102,1
49833,1,56,0
49834,1,34,0
49835,1,77,1
49836,0,149,1
49837,0,157,1
49838,1,28,0
49839,1,5,1
49840,0,2,0
49841,0,17,1
49842,1,149,1
49843,0,170,0
49844,0,81,1
49845,0,10,0
49846,0,109,0
49847,1,18,0
49848,0,49,0
49849,1,66,0
49850,1,66,0
49851,0,116,1
49852,1,126,1
49853,0,158,1
49854,0,75,1
49855,1,1,1
49856,1,13,1
49857,1,32,0
49858,0,59,0
49859,0,18,1
49860,0,84,0
49861,0,51,1
49862,1,87,0
49863,1,130,1
49864,1,30,1
49865,0,101,0
49866,1,95,0
49867,1,53,1
49868,1,166,1
49869,0,4,0
49870,0,108,0
49871,0,143,0
49872,1,124,1
49873,1,87,0
49874,0,35,1
49875,1,126,1
49876,1,121,1
49877,1,100,0
49878,0,150,1
49879,0,139,1
49880,0,54,0
49881,1,99,1
49882,1,62,0
49883,1,56,1
49884,0,106,1
49885,1,167,1
49886,1,79,0
49887,1,28,0
49888,1,165,0
49889,1,131,0
49890,1,38,1
49891,1,61,0
49892,1,78,0
49893,1,59,0
49894,1,30,0
49895,0,145,0
49896,1,67,0
49897,1,119,1
49898,0,68,0
49899,0,116,0
49900,1,49,0
49901,1,80,0
49902,0,88,0
49903,1,113,1
49904,0,177,0
49905,1,32,0
49906,1,77,0
49907,1,147,0
49908,1,21,0
49909,0,163,0
49910,1,63,1
49911,0,44,0
49912,0,44,0
49913,1,69,0
49914,1,68,0
49915,0,8,1
49916,0,3,1
49917,0,90,0
49918,0,162,1
49919,0,130,1
49920,0,121,0
49921,1,99,1
49922,0,20,0
49923,1,28,1
49924,1,36,1
49925,1,124,1
49926,1,119,1
49927,0,123,0
49928,1,27,1
49929,0,97,0
49930,0,63,0
49931,1,119,0
49932,0,52,1
49933,1,96,1
49934,0,67,0
49935,1,177,0
49936,0,107,1
49937,0,144,0
49938,1,88,1
49939,0,98,0
49940,1,145,1
49941,0,16,1
49942,0,99,0
49943,0,26,0
49944,0,154,1
49945,1,51,0
49946,0,157,1
49947,0,84,1
49948,1,65,1
49949,0,132,1
49950,1,71,0
49951,0,34,0
49952,1,50,0
49953,1,1,0
49954,1,87,0
49955,1,15,1
49956,1,71,1
49957,1,20,1
49958,0,69,1
49959,1,48,0
49960,1,133,1
49961,1,38,0
49962,0,112,1
49963,0,4,0
49964,1,108,0
49965,1,128,1
49966,0,101,0
49967,0,159,0
49968,1,27,1
49969,0,5,1
49970,0,167,0
49971,1,8,0
49972,1,14,0
49973,1,167,1
49974,1,170,0
49975,0,98,0
49976,0,51,1
49977,0,56,1
49978,0,174,0
49979,1,110,1
49980,1,172,1
49981,0,46,1
49982,0,57,1
49983,1,32,1
49984,1,154,0
49985,1,16,1
49986,1,143,1
49987,1,133,1
49988,1,174,1
49989,0,128,0
49990,1,48,0
49991,1,82,0
49992,0,89,1
49993,1,90,1
49994,0,74,0
49995,1,85,1
49996,0,39,0
49997,1,168,1
49998,0,85,0
49999,0,134,0
50000,0,90,0
50001,1,144,0
50002,1,112,0
50003,0,35,1
50004,1,120,1
50005,0,79,1
50006,0,175,0
50007,0,178,0
50008,0,17,1
50009,0,136,0
50010,0,128,0
50011,1,151,0
50012,1,128,0
50013,1,76,1
50014,1,49,1
50015,1,83,1
50016,0,102,1
50017,1,81,0
50018,1,79,0
50019,0,95,1
50020,0,64,1
50021,1,14,1
50022,1,84,0
50023,1,41,0
50024,1,122,0
50025,0,83,1
50026,0,50,1
50027,1,48,0
50028,0,84,0
50029,1,20,1
50030,1,170,0
50031,0,28,0
50032,1,145,0
50033,0,126,1
50034,1,119,0
50035,1,109,0
50036,0,116,1
50037,1,146,1
50038,0,86,0
50039,1,94,1
50040,0,96,0
50041,0,174,0
50042,0,31,0
50043,1,179,0
50044,0,103,1
50045,0,58,1
50046,1,8,0
50047,0,59,0
50048,0,22,0
50049,1,85,1
50050,1,15,0
50051,1,68,0
50052,1,146,1
50053,1,64,0
50054,1,101,1
50055,1,151,1
50056,0,49,1
50057,1,98,1
50058,1,27,1
50059,1,59,1
50060,1,135,0
50061,1,100,1
50062,0,142,1
50063,1,40,1
50064,1,123,0
50065,1,68,0
50066,1,31,1
50067,0,79,1
50068,0,22,1
50069,1,149,0
50070,0,99,0
50071,0,48,0
50072,1,26,1
50073,0,19,1
50074,1,99,0
50075,1,129,1
50076,1,77,0
50077,0,172,1
50078,0,1,0
50079,1,33,1
50080,0,168,1
50081,0,93,0
50082,0,84,0
50083,1,102,1
50084,1,160,0
50085,1,179,1
50086,0,167,1
50087,0,71,1
50088,1,113,1
50089,0,177,0
50090,1,31,1
50091,1,178,1
50092,1,77,0
50093,0,122,1
50094,0,143,0
50095,0,119,1
50096,1,39,0
50097,1,23,0
50098,0,10,1
50099,0,179,0
50100,1,23,1
50101,1,178,1
50102,1,167,0
50103,0,33,0
50104,0,93,0
50105,0,69,1
50106,1,68,0
50107,1,46,0
50108,0,133,0
50109,1,128,1
50110,0,135,1
50111,1,118,0
50112,1,179,1
50113,1,135,1
50114,0,49,1
50115,0,82,0
50116,1,118,1
50117,0,57,1
50118,0,75,0
50119,1,95,0
50120,0,106,1
50121,1,177,0
50122,1,129,0
50123,1,121,1
50124,1,10,1
50125,0,22,1
50126,1,95,0
50127,0,53,1
50128,0,152,1
50129,1,57,0
50130,1,142,0
50131,0,170,0
50132,0,161,0
50133,1,121,0
50134,0,57,1
50135,0,69,1
50136,0,106,1
50137,0,158,0
50138,1,153,1
50139,1,163,1
50140,0,90,0
50141,1,37,0
50142,0,62,1
50143,1,89,0
50144,1,60,0
50145,1,39,1
50146,1,159,0
50147,1,157,1
50148,1,136,1
50149,0,31,1
50150,1,122,0
50151,0,92,1
50152,0,144,1
50153,0,47,0
50154,1,153,1
50155,0,119,0
50156,0,153,0
50157,0,17,1
50158,1,150,1
50159,0,117,0
50160,1,118,1
50161,0,158,1
50162,0,166,1
50163,1,66,0
50164,0,119,0
50165,1,9,1
50166,1,9,0
50167,0,169,0
50168,0,41,1
50169,1,110,1
50170,1,169,1
50171,0,25,0
50172,1,144,0
50173,1,3,1
50174,0,148,1
50175,1,107,1
50176,0,69,0
50177,0,111,1
50178,1,154,0
50179,0,106,0
50180,0,76,0
50181,0,118,1
50182,0,80,1
50183,1,177,0
50184,1,104,1
50185,1,62,1
50186,0,69,1
50187,1,1,0
50188,1,157,1
50189,1,40,0
50190,1,3,0
50191,0,92,1
50192,1,36,0
50193,1,153,1
50194,1,156,1
50195,1,135,1
50196,1,102,0
50197,1,1,1
50198,0,136,0
50199,0,109,1
50200,0,4,0
50201,0,147,1
50202,0,40,0
50203,1,39,1
50204,1,175,1
50205,1,158,0
50206,0,147,1
50207,0,51,1
50208,0,14,0
50209,1,52,0
50210,0,18,1
50211,0,80,0
50212,1,178,1
50213,0,20,1
50214,0,114,1
50215,0,177,1
50216,1,56,1
50217,0,101,1
50218,1,170,1
50219,1,159,1
50220,1,93,1
50221,1,180,1
50222,0,48,0
50223,1,60,0
50224,1,171,0
50225,0,6,0
50226,0,149,0
50227,0,176,1
50228,1,56,0
50229,1,152,0
50230,0,52,0
50231,0,10,1
50232,1,25,1
50233,0,166,0
50234,0,34,1
50235,1,104,1
50236,1,113,0
50237,0,152,1
50238,1,98,0
50239,0,176,1
50240,0,107,1
50241,1,154,0
50242,1,125,0
50243,1,22,0
50244,0,35,0
50245,0,121,1
50246,0,135,1
50247,1,114,0
50248,0,65,0
50249,1,118,1
50250,0,50,0
50251,1,83,0
50252,0,174,1
50253,1,102,0
50254,1,133,0
50255,0,35,1
50256,1,25,1
50257,0,39,1
50258,1,55,1
50259,1,145,1
50260,0,118,0
50261,0,9,1
50262,1,52,0
50263,0,60,0
50264,0,81,1
50265,1,7,0
50266,1,176,0
50267,0,28,1
50268,1,163,0
50269,1,124,0
50270,0,94,0
50271,1,39,1
50272,1,84,1
50273,1,165,1
50274,0,79,0
50275,1,104,1
50276,0,135,0
50277,1,82,0
50278,0,170,0
50279,1,15,0
50280,0,148,0
50281,0,65,0
50282,1,106,1
50283,1,133,1
50284,0,129,1
50285,0,20,1
50286,1,144,0
50287,1,176,1
50288,0,69,0
50289,1,68,1
50290,0,139,1
50291,1,35,0
50292,0,43,1
50293,0,56,0
50294,0,81,0
50295,0,73,0
50296,0,66,0
50297,1,22,1
50298,1,83,1
50299,0,70,0
50300,0,71,0
50301,0,18,0
50302,1,64,1
50303,1,12,0
50304,1,25,1
50305,0,15,1
50306,1,152,0
50307,1,174,1
50308,0,162,0
50309,0,1,0
50310,1,144,1
50311,0,145,1
50312,1,174,0
50313,1,137,0
50314,0,120,1
50315,1,87,0
50316,1,8,0
50317,0,81,1
50318,1,171,0
50319,0,102,1
50320,1,51,0
50321,0,70,1
50322,0,89,1
50323,1,36,1
50324,0,17,0
50325,1,99,1
50326,1,73,1
50327,1,106,0
50328,0,2,1
50329,1,111,1
50330,0,104,1
50331,0,124,1
50332,0,60,1
50333,0,142,1
50334,1,74,0
50335,0,139,1
50336,1,170,0
50337,1,124,1
50338,0,89,0
50339,0,89,1
50340,0,7,0
50341,1,3,1
50342,0,144,0
50343,1,113,1
50344,1,120,1
50345,1,138,0
50346,1,171,1
50347,1,3,1
50348,0,51,1
50349,0,6,0
50350,0,115,1
50351,0,155,1
50352,1,177,1
50353,0,152,0
50354,1,75,0
50355,0,75,0
50356,1,6,0
50357,0,29,0
50358,0,118,1
50359,0,32,0
50360,0,110,1
50361,1,122,1
50362,1,138,1
50363,1,27,1
50364,1,161,0
50365,0,7,0
50366,1,22,0
50367,0,116,0
50368,0,79,1
50369,0,43,1
50370,0,87,0
50371,1,2,1
50372,1,38,0
50373,0,148,1
50374,1,22,0
50375,1,105,1
50376,0,19,1
50377,0,29,0
50378,1,150,0
50379,0,60,1
50380,1,96,1
50381,0,136,0
50382,0,148,0
50383,1,29,1
50384,0,46,1
50385,0,61,0
50386,1,62,0
50387,1,147,1
50388,0,100,0
50389,0,43,1
50390,1,161,1
50391,0,20,0
50392,1,125,1
50393,0,177,1
50394,1,66,1
50395,1,82,0
50396,1,25,1
50397,0,43,1
50398,1,116,0
50399,1,76,0
50400,1,128,0
50401,0,42,0
50402,0,70,1
50403,1,168,0
50404,1,130,1
50405,1,19,1
50406,1,136,0
50407,0,13,1
50408,0,63,0
50409,1,179,0
50410,0,139,0
50411,0,150,1
50412,1,68,0
50413,1,3,0
50414,1,114,0
50415,1,13,1
50416,0,170,0
50417,0,34,0
50418,1,9,1
50419,1,66,0
50420,0,146,0
50421,1,131,1
50422,0,156,0
50423,1,165,0
50424,1,80,0
50425,0,47,0
50426,0,158,1
50427,0,99,1
50428,0,177,0
50429,0,92,1
50430,1,98,0
50431,1,115,0
50432,0,36,0
50433,1,51,0
50434,1,99,1
50435,1,105,1
50436,1,68,1
50437,1,52,1
50438,0,16,0
50439,1,148,0
50440,0,159,0
50441,0,12,1
50442,0,25,0
50443,0,70,1
50444,1,73,1
50445,0,30,0
50446,0,160,0
50447,0,157,1
50448,0,165,1
50449,1,75,0
50450,1,178,0
50451,1,24,0
50452,1,12,0
50453,1,30,0
50454,0,109,0
50455,1,131,1
50456,1,70,1
50457,0,65,0
50458,1,157,1
50459,1,137,1
50460,0,102,1
50461,1,80,0
50462,0,98,1
50463,1,158,0
50464,0,160,1
50465,0,79,1
50466,0,1,0
50467,1,54,0
50468,1,82,0
50469,1,156,0
50470,1,5,1
50471,1,85,0
50472,1,31,0
50473,1,170,1
50474,0,124,1
50475,1,57,1
50476,0,34,1
50477,1,139,1
50478,0,102,0
50479,0,81,1
50480,0,140,1
50481,1,82,1
50482,0,144,0
50483,0,68,1
50484,0,116,0
50485,0,52,0
50486,1,74,1
50487,0,86,0
50488,1,139,1
50489,1,134,1
50490,1,44,1
50491,1,165,1
50492,1,121,0
50493,1,73,0
50494,0,53,1
50495,0,18,0
50496,0,38,1
50497,0,91,1
50498,1,85,1
50499,1,37,1
50500,1,64,0
50501,1,72,0
50502,1,40,1
50503,1,167,0
50504,0,3,0
50505,0,79,0
50506,0,109,1
50507,0,176,1
50508,0,173,0
50509,1,164,1
50510,1,76,0
50511,0,143,0
50512,1,118,1
50513,0,166,0
50514,1,135,1
50515,1,12,0
50516,0,74,0
50517,0,9,1
50518,1,112,1
50519,1,171,1
50520,0,14,0
50521,0,34,0
50522,0,14,1
50523,1,24,1
50524,1,38,1
50525,1,169,1
50526,1,129,1
50527,1,29,0
50528,0,37,0
50529,1,17,0
50530,0,151,1
50531,1,171,1
50532,1,108,1
50533,1,72,0
50534,0,78,1
50535,0,127,0
50536,1,150,0
50537,1,147,0
50538,0,20,1
50539,1,91,0
50540,0,70,0
50541,0,78,1
50542,1,169,1
50543,1,12,0
50544,1,66,1
50545,1,55,0
50546,1,78,1
50547,0,58,1
50548,0,77,1
50549,1,121,1
50550,0,38,1
50551,0,4,1
50552,0,150,1
50553,0,89,0
50554,0,136,1
50555,1,118,1
50556,1,55,1
50557,0,120,1
50558,1,104,0
50559,1,145,1
50560,1,172,1
50561,1,134,1
50562,0,109,1
50563,1,19,1
50564,0,180,0
50565,0,129,0
50566,1,157,1
50567,1,168,0
50568,0,89,1
50569,0,18,1
50570,0,130,0
50571,1,50,0
50572,1,66,0
50573,1,90,1
50574,0,156,1
50575,1,166,1
50576,0,97,1
50577,0,99,0
50578,1,176,1
50579,0,105,1
50580,1,21,1
50581,1,53,1
50582,0,80,0
50583,1,72,1
50584,0,6,0
50585,0,67,1
50586,0,61,1
50587,0,77,0
50588,0,140,0
50589,0,133,0
50590,0,140,1
50591,1,75,1
50592,1,160,0
50593,0,157,1
50594,1,102,0
50595,0,61,0
50596,0,144,1
50597,1,112,0
50598,1,176,0
50599,1,31,1
50600,0,48,1
50601,0,152,1
50602,0,163,0
50603,0,75,1
50604,0,72,0
50605,1,11,0
50606,0,165,1
50607,1,124,0
50608,0,61,1
50609,1,17,0
50610,0,70,0
50611,1,77,0
50612,0,50,0
50613,1,85,1
50614,0,157,1
50615,1,113,1
50616,1,151,0
50617,1,180,1
50618,1,52,0
50619,0,117,0
50620,1,46,0
50621,0,36,0
50622,0,15,1
50623,0,106,1
50624,1,118,1
50625,1,167,0
50626,0,75,0
50627,1,10,1
50628,1,74,1
50629,1,36,1
50630,1,46,1
50631,0,54,0
50632,1,33,0
50633,1,43,1
50634,0,79,0
50635,1,108,1
50636,1,24,1
50637,1,37,0
50638,1,176,0
50639,1,179,0
50640,1,25,0
50641,1,33,0
50642,1,64,0
50643,0,113,1
50644,0,2,1
50645,0,121,1
50646,0,34,1
50647,0,25,0
50648,1,16,1
50649,0,166,0
50650,0,3,1
50651,0,167,0
50652,1,125,0
50653,0,46,0
50654,0,108,0
50655,0,152,1
50656,0,50,1
50657,1,87,0
50658,0,4,1
50659,0,84,1
50660,0,31,1
50661,0,121,0
50662,1,9,1
50663,1,127,1
50664,0,137,0
50665,0,31,1
50666,0,6,1
50667,0,103,0
50668,1,84,0
50669,1,27,1
50670,1,136,0
50671,0,80,1
50672,1,84,0
50673,1,7,0
50674,1,81,0
50675,1,42,0
50676,0,146,1
50677,0,111,1
50678,0,131,1
50679,1,179,0
50680,1,65,0
50681,0,146,1
50682,1,96,1
50683,1,137,0
50684,0,71,1
50685,1,170,1
50686,0,106,0
50687,1,45,0
50688,0,3,1
50689,0,85,1
50690,0,59,0
50691,1,98,0
50692,1,79,0
50693,0,175,1
50694,0,176,1
50695,1,4,0
50696,0,112,0
50697,1,60,1
50698,0,178,0
50699,1,63,1
50700,1,27,1
50701,0,74,1
50702,0,59,0
50703,1,78,1
50704,1,128,0
50705,1,7,0
50706,0,28,1
50707,1,157,1
50708,1,64,1
50709,1,114,1
50710,0,60,0
50711,0,2,1
50712,1,74,1
50713,1,150,0
50714,0,119,0
50715,0,116,1
50716,1,109,0
50717,1,109,1
50718,0,1,0
50719,1,86,1
50720,1,45,1
50721,1,166,0
50722,1,64,1
50723,1,36,1
50724,0,24,0
50725,1,93,1
50726,1,30,0
50727,1,51,0
50728,1,118,1
50729,1,120,0
50730,1,103,0
50731,1,46,1
50732,1,90,0
50733,1,19,1
50734,1,137,0
50735,1,180,0
50736,1,63,0
50737,0,140,0
50738,0,26,0
50739,0,44,0
50740,0,113,0
50741,1,5,1
50742,1,92,1
50743,0,116,0
50744,1,36,1
50745,1,84,0
50746,0,98,1
50747,1,88,1
50748,0,7,0
50749,1,136,1
50750,1,92,1
50751,1,177,1
50752,0,166,0
50753,0,153,1
50754,1,119,1
50755,1,43,1
50756,1,9,0
50757,1,144,0
50758,1,118,0
50759,0,84,1
50760,0,147,0
50761,1,75,1
50762,0,6,1
50763,0,141,0
50764,0,147,1
50765,1,177,0
50766,1,68,1
50767,0,128,1
50768,1,82,0
50769,0,94,1
50770,1,135,1
50771,1,130,0
50772,0,99,1
50773,0,122,1
50774,1,46,1
50775,1,169,0
50776,0,127,1
50777,1,29,0
50778,1,43,1
50779,0,15,1
50780,1,113,1
50781,0,43,1
50782,0,13,0
50783,0,86,0
50784,0,40,1
50785,0,90,0
50786,0,151,0
50787,1,129,0
50788,0,19,0
50789,0,22,0
50790,0,71,0
50791,0,89,0
50792,1,156,1
50793,1,97,1
50794,0,84,1
50795,1,172,1
50796,1,23,1
50797,1,15,0
50798,0,166,1
50799,0,55,1
50800,1,104,0
50801,1,157,0
50802,0,4,0
50803,0,63,0
50804,0,31,0
50805,0,79,1
50806,1,179,0
50807,1,103,1
50808,1,30,0
50809,1,170,1
50810,0,85,1
50811,0,171,0
50812,1,45,1
50813,0,96,0
50814,1,40,0
50815,0,142,0
50816,1,47,1
50817,1,45,1
50818,1,160,0
50819,0,172,1
50820,1,163,0
50821,0,71,1
50822,1,49,1
50823,1,62,1
50824,0,111,0
50825,0,171,1
50826,0,10,1
50827,0,48,1
50828,1,157,0
50829,0,77,0
50830,1,127,0
50831,1,109,1
50832,1,115,0
50833,1,57,1
50834,1,79,0
50835,1,7,0
50836,0,44,0
50837,1,95,1
50838,0,61,1
50839,1,116,0
50840,1,67,1
50841,1,115,0
50842,0,91,1
50843,0,158,1
50844,0,158,0
50845,0,62,1
50846,0,169,1
50847,1,69,1
50848,1,12,0
50849,1,39,1
50850,1,116,0
50851,1,137,1
50852,0,15,1
50853,1,10,0
50854,0,8,0
50855,0,14,1
50856,1,122,1
50857,0,48,0
50858,0,88,0
50859,0,125,0
50860,0,155,1
50861,1,88,1
50862,0,141,1
50863,1,67,1
50864,1,153,0
50865,1,31,0
50866,0,52,1
50867,0,30,0
50868,1,38,0
50869,1,135,1
50870,0,115,0
50871,1,66,1
50872,0,51,0
50873,1,59,1
50874,1,118,1
50875,0,82,0
50876,0,66,0
50877,0,117,1
50878,0,174,0
50879,0,133,1
50880,0,4,0
50881,1,47,1
50882,0,118,0
50883,0,117,0
50884,1,128,1
50885,0,121,0
50886,0,152,1
50887,1,165,0
50888,0,124,0
50889,0,148,0
50890,1,122,1
50891,1,20,0
50892,0,122,1
50893,0,99,1
50894,1,67,0
50895,1,108,0
50896,1,180,1
50897,1,86,1
50898,1,84,1
50899,0,167,0
50900,0,37,1
50901,0,46,0
50902,0,17,1
50903,1,73,1
50904,0,69,1
50905,1,96,0
50906,1,13,0
50907,0,172,0
50908,0,125,0
50909,1,142,1
50910,1,167,0
50911,0,50,0
50912,1,152,0
50913,1,88,1
