DIRECCION,COSTO,SEGURO,NUMEROHABITACIONES,MENAJE
 55656  Binghamton Way,191922,91AF16DE-965B-4D61-AADD-6D6D6C99CA16,2,1
 72864  Maldives Blvd.,143935,36EB1230-DE4B-4F3B-AB0E-BC0F3B07BDE2,1,1
 95618  Antarctica Ln.,209251,48FA7220-EDB6-481D-9D89-210AF9D0AA7E,2,0
 93677 North Burkina Faso Blvd.,773257,97964B3E-41D1-459F-8C7E-D7CD9E5A23C1,1,0
 61771 North Portugal Ave.,665563,1764844E-4ECA-448D-B24B-B589E5CFD16A,4,0
 5034 East Australia St.,568082,C56DE18B-CB57-4CD4-8AC0-2CFB2F708875,1,0
 29613 East Colombia Blvd.,589612,1CE8C672-FE66-494D-882E-26485B8948E7,5,1
 99985 West Eritrea Ave.,802107,48100860-8CBD-41C2-86A7-D9F1DF954A4D,5,1
 60171 East Qatar Ave.,309341,20EE9A66-F24A-4991-B7EA-35B30925D0CB,2,0
 87279  Azerbaijan Ave.,544654,00EDB0D3-70F7-4D7B-A2B3-8FD7DE233FA2,3,0
 72850 East Grenada St.,869380,479B34A5-32A6-4671-8686-54C5222A8552,3,0
 56816 South Russian Federation Ct.,415357,39976237-3D96-4429-829B-28D13FE19FC9,3,0
 26327 North Kenya Way,257625,F5F42364-934C-45EF-8520-F241D331498A,5,1
 49053 East Belarus Ct.,346407,93DAD2A2-BD8B-4D2F-9A2F-EF16B166E794,3,0
 24778 North Cayman Islands Ln.,536189,C793DAFA-28D9-4FB9-AAF6-6972D86C882C,3,1
 91047 North Brunei Darussalam St.,432225,8D45BC58-84DA-4E46-86B8-51F43B532856,3,1
 47949 West Blythe St.,548160,91AEAD1E-3703-40A8-95B9-B1FCF93326DE,5,0
 93341 East Mexico Ave.,481672,A6CAB1A4-CFD4-4389-8E50-932C683A2644,5,1
 6643 North Aruba Ave.,628121,5BACD273-5A31-4DE0-B58F-34A4825EE572,4,0
 6949 North Equatorial Guinea Ln.,408756,279C6592-19C4-4034-8951-E845D4DE2252,4,1
 17271 West Bakersfield St.,159582,42BA4735-3CAA-4E3E-904B-BC72249C7E09,3,0
 34062 North Indonesia Ln.,612502,154296B2-8CB1-43A3-BF33-9FD8A2F9243F,1,1
 60589  Panama St.,746157,1E5EE869-3DA6-44ED-B4D5-0B0F02D1E6B4,5,1
 92791 West Marshall Islands St.,590120,D7A1D0E1-E8B1-4D74-B66C-9FEEE262631B,3,0
 32883  Algeria Ct.,100378,33095C4F-4739-4F5A-84E5-534A390038F9,1,1
 80205 East Montgomery Ct.,401102,351530EE-7309-414F-B739-F3B6F417200A,3,1
 95385  United States Minor Outlying Islands Blvd.,141458,EEA9DB2C-D4D0-48F0-912C-9D23D3B109D2,4,0
 84707  Davenport Ln.,606050,38221921-4079-4F7C-BF5A-44191C295C77,3,1
 27811 East Finland Ave.,811253,073FCD63-78CB-4C27-B500-72C27B51CF98,4,1
 12348 North Lithuania Ln.,361735,2C50D502-DCC6-483C-BD66-F34205306164,2,1
 18827 North Afghanistan Ct.,380096,E8EEC2B2-CF12-4611-97C1-9CFEE1650B9C,3,0
 83767 South Burundi St.,122545,CE0C0760-9CBF-4CC0-A55E-15F638503A8C,5,0
 40511 North Northern Mariana Islands Ct.,405230,831CC5BE-3799-4244-8623-8976C782AF67,3,1
 87640 North Suriname Ln.,615059,5C1EA5F7-453F-4CBF-BE5D-549950C9CEA5,3,0
 39979 South Sierra Leone Ln.,222820,191B6CB0-CA31-4EEB-9CCE-2FCE9A96D668,3,0
 87980 West Highland Park Blvd.,899902,091386C7-D58B-445D-914F-3FA904589908,5,0
 59578  Lander St.,177273,98E7A627-5922-44FA-B73C-1CA982D605C8,2,0
 53594 North Egypt Ct.,452934,02D3AE90-B6A6-4C56-8938-EFA4AC05BEFE,1,0
 29861 West France St.,835896,B8CC4B84-7DA0-4B36-B975-4B64E3E49061,3,1
 17931 South Christmas Island Way,835019,E0010832-CC16-4D8C-83A9-573725DAD4CD,4,0
 97811 West Vanuatu Way,336252,531C6A28-0E71-4C42-8437-67F5CBCAF3BD,1,0
 20111 East Aruba Ln.,498085,78862D7B-5CA1-4522-8520-467C8EF065CE,5,1
 18570 East French Polynesia Ave.,872025,5A189EF6-2796-494C-95AA-7BCF72748064,4,0
 69141 North Sweden Blvd.,667801,3445692B-323C-48F2-A81B-F375FD4BA54F,3,1
 8548 North Cortland St.,310201,CF34DBA8-ED7A-48D4-B473-EE880070FF18,2,0
 62584  Bahamas St.,716133,4E5D8C6E-3856-4578-9E4C-99F048872521,2,1
 48175 West Peru Ct.,351351,EA6FA37B-A8DA-4DD7-A8B1-856D0ED3635F,2,0
 55160 East Benin Blvd.,542808,CDFACA62-1C8C-4AC5-AEF2-DA687B0D4208,4,0
 16473  Helena Way,465556,D4A9E4DC-4C1B-44F2-AC6C-7FB68007044E,5,0
 82769 North Antigua and Barbuda Ct.,454304,1BFB8F6E-5113-49E0-8E74-582888B1C521,1,0
 30600 East Gettysburg Blvd.,646928,689EFEFA-12B0-407C-A6F7-68DB71ACFC42,2,0
 99800  Poland Ave.,211174,F669076D-8919-4633-878B-5C398545434B,4,0
 4243 West Corpus Christi Way,255717,65629BBC-7379-4C47-8A3C-2C21460989D4,5,0
 17236  Cambodia Ct.,372495,4FD7F7DC-8227-46EE-A2C7-49E48F851687,5,0
 66499 North Bolivia Ln.,345544,39097AB8-F491-4A46-9B9E-040EED38EB54,5,1
 62065  Western Sahara Ln.,827564,EE5B7018-B876-49ED-BABB-0FDE62721A15,1,1
 87089 South Maldives Ln.,700180,BF945B27-5A13-4779-B0D5-B9CA68CC2210,4,0
 89893 North Cape May Blvd.,384764,3CEAFFAD-D5A8-4E6A-B61F-80AF09CE8DC5,3,1
 47828 North Cape Verde Ct.,507260,EF464CD8-4CE7-459C-8070-74C076B5586F,5,1
 74468 North Brazil Ave.,820355,D4FD91D7-A552-4352-A29F-138428588300,1,1
 85137  Comoros Ln.,384908,862E2DDF-2FC5-4FA8-8F6E-F32088D36BDC,1,1
 17324 South Botswana Blvd.,735209,373098BF-C733-4150-BBE4-888FC8587661,5,0
 14163 East Burundi Ave.,149107,63298F93-3A04-45F7-90C0-EBF6C5F97CF2,4,0
 32412 North Botswana Ct.,877869,0BDABAA7-2A25-49E1-8411-680149F0850C,2,1
 92864 South Cayman Islands St.,205863,0607DFCB-BAB0-4044-9894-2E6615DC0F39,3,1
 81203 East American Samoa St.,249025,87427365-076F-4D0F-88E4-DFB9BF231F2B,3,1
 48627 North Australia Ave.,808743,FDDD64F5-661A-4013-A26F-1FB88F067614,3,0
 29239 West Portugal Ct.,292821,95718D35-4353-40C9-A962-3226BC59F5B6,3,0
 27860 North Algeria Way,501648,FB8635C4-4389-471C-A4BC-FE08A0BD8F84,1,0
 74141 South Bosnia and Herzegovina Ave.,403340,CCAAD94C-F519-434E-B111-3241D0F378B6,4,0
 8966 West Greece Way,325962,6B93B30D-F702-4CC9-B764-7ED145494D17,2,1
 54882 West Algeria Ct.,405111,8454AC9F-C4BB-452F-85B5-E7F06D15E9FC,4,1
 92090 West Bahamas Way,214350,7E0CC814-E587-4B57-B5BD-24B56283F1E3,4,0
 657 West Cape May St.,223814,F7050019-8E27-4DB5-977A-40856961643B,2,1
 59001 West Antigua and Barbuda Ln.,294877,1BAA5C0C-DEE8-4AE0-8D65-ECE392AE2476,3,0
 61310 West Falkland Islands Malvinas Ave.,538993,409E983B-9E45-4063-95CD-F4EFD643DA30,4,1
 31550 South Peru Way,640931,E5595675-20C8-4D67-88CD-1DD4694DC515,2,0
 31265 North Luxembourg Way,547102,2809B936-012E-4C0F-911A-0D1BD78279C6,4,1
 84403 South Frankfort Ln.,721685,1C1B16A1-EF75-40CD-BA8E-2CA8A0E8EBAE,5,1
 81431  Malawi St.,846493,207BE7B4-F577-41D0-9BD1-65CDF8586616,2,0
 36654 South Cape Verde Ave.,703090,29970564-EB01-4C26-B66E-B0BC9DEE039C,2,1
 83486 South Benin Blvd.,191602,AF60B05D-08D0-4DF4-A69D-BF42B7941BFE,2,0
 78113  Saint Pierre and Miquelon Ln.,414795,DAFF8D3A-CD3C-414D-ADE1-34F48DE57537,4,0
 75045  Costa Mesa Blvd.,884241,07F7065F-F407-4EC4-A253-9695BBD3E6D4,4,1
 57339 North China St.,471274,5EAC9950-F9D4-4687-AC9E-4B8510F2DBB9,4,1
 23273 East Cape Verde Ct.,831701,DDBFA8A0-CEC2-4A2E-A482-1FA44B068093,5,1
 96932 East Saint Pierre and Miquelon Ave.,710929,956FD33A-2F73-4FC0-8EC2-164959F8029F,5,0
 49166 West Liechtenstein Ln.,542883,28FB97A8-7D9C-496F-B5E5-20042A129D93,1,1
 54774 North Layton St.,779948,110EE7DE-020C-4D17-8A06-8C301446CF83,5,1
 41845 South Equatorial Guinea Ln.,671171,718D328E-67BC-43E4-941D-D2298EE2B274,2,0
 69588 South Iraq St.,712487,96A55253-8FAD-4CEC-80BE-9A659EE94C62,5,0
 83797 West Baytown Blvd.,238355,B1F044F4-158F-4E12-8317-BB64EE2248B7,4,1
 86731 West Slovakia Way,403106,96CA7509-DE3A-4D35-A8D0-E9C992628ECE,1,1
 82111 South Sweden St.,691666,D03994B3-3F43-406A-A42F-65BE7E9BC459,5,1
 62128 West Cocos Keeling Islands Way,626355,546FB37F-0523-47F2-AE95-8E6C287C5671,1,0
 72071 East Bahamas Ave.,545869,204C5DE3-0B46-4720-B5D8-EB6DC1A49579,1,1
 28263 South Corry Blvd.,680435,E8F1F307-40B3-4B19-B57C-FC57A971E7B1,5,1
 6066 East Hannibal Ct.,384287,AEF6841E-BFA5-4540-AA6D-794A0FA71F55,1,1
 64355  Central African Republic St.,398219,3E0CC1EA-B987-47B0-9884-3D5493230E93,4,1
 50667 East British Indian Ocean Territory Ave.,798659,4D1446B8-E955-4FDC-B113-289B95D88E14,3,0
 63658 East Japan Ct.,709894,E50D0753-D8A3-4D38-BDF6-F5A6AA53F57C,4,0
 46987  Mayotte Ln.,446799,10670D6E-462C-4FE9-BEB7-E0604D1AAF5A,4,1
 8063 West Marshall Islands Blvd.,396505,ABCF8E4A-9653-43A9-931D-FB9C72D69CF2,4,0
 88460 South Muncie Ave.,153419,687B313F-D24B-4C24-9780-4D417CFD8CA4,1,0
 94115 South Bremerton Ln.,198874,76D4C7CD-6990-4CBA-811B-1D12CC0C6AD1,1,0
 15900 South Finland Ln.,503017,77A60E2F-4403-4971-A172-B957A38E13F0,3,1
 91679 North Peru Blvd.,572787,EEB4A28E-EBF4-4AAF-B149-A955FD62D58D,2,1
 83537 West Congo Ct.,343069,F82ED866-7A60-4DB9-8E47-7EF1481BD701,4,0
 9867 North Ecuador Way,581142,B4F4BF18-3CE7-4550-9030-09B1D0B04738,2,0
 85990 North Dana Point Ave.,377972,E43289D1-65F3-4B23-881E-9B5AEDB0C5DD,5,1
 84967 North Cape Verde Way,628427,C20AF765-FBCB-4446-B233-11C5B4E45739,3,1
 33369 South Monongahela Ave.,103366,6FF7E878-9231-429B-AFEA-DC94CA62D569,1,0
 91925 West Armenia Way,700450,5E78ADE4-6839-4ED9-8996-A64BDD2AECF6,2,0
 43755 West Cambridge St.,877143,47138B16-36EE-49F2-9F51-8C105A5DBD90,1,1
 52723 West Ethiopia Way,761623,A63BAF07-692D-4550-86B7-A8BD11BD880E,2,0
 91363 North Mexico St.,393258,F2DC2EB8-3146-4346-92A0-A4E3BC585424,4,1
 17865 South Zimbabwe Ave.,558160,9259B1E0-BA65-4E58-A84B-7008DFEFFACA,1,0
 42687  Algeria Ave.,439958,AB0A5C4D-459D-41C0-A234-23F28500E4B0,3,1
 35115  Tajikistan Ln.,273959,F9457DC6-BDF8-4F7E-B63E-C060315530EE,5,1
 57758 East Azerbaijan Ct.,859870,6722B938-1FC8-4CEE-AF99-F4B97522753A,2,1
 36658  Papua New Guinea Blvd.,749109,E69E2B35-AD51-4E7F-8C34-6F73A56E23C7,3,1
 29893 West Nigeria St.,826323,4721BD47-DAB3-4F0E-A79B-8800A7F6AC79,5,1
 83359 North Austria Way,656070,5B8783A8-2024-46A1-BFDA-6CC5CE952747,3,1
 15369 South Anguilla Ct.,368163,DA9A7ACA-F658-464D-95A5-18C5869832FD,1,1
 66930 East Saint Lucia Ave.,882158,E6DCDF47-7A05-42F2-B389-A8F4E95F2DD6,5,1
 6953 East Moscow Ave.,538057,E3377DC4-3C26-4794-97FE-C85D906DB996,1,0
 8264 North Myanmar Ave.,743048,6D5C5549-A26D-47D5-B1D7-2F172FEA391D,5,1
 81495 North Duquesne Ln.,465202,8118651E-93AF-4A27-83A2-536E23CC5233,4,0
 8287 East Cape Verde Ct.,106288,3AE2F549-D4D4-473F-97A8-62087489BECC,1,0
 3228 South United States Minor Outlying Islands St.,852696,38B4694C-4064-4294-9FC4-87C21EAE7F75,5,0
 83997  Flint Ave.,728750,E448FEBC-800F-4133-852B-453C409004FA,2,1
 40119 North American Samoa Blvd.,621802,4DC2D8EA-E827-429A-8EC5-756D4C4A7329,1,1
 87994 West Papua New Guinea Ct.,627684,7B5C9060-0159-4196-8E7E-91683D768F6A,4,1
 9545 West Malaysia Ave.,862714,25FC0B2C-4F22-4FC3-A214-8286BBA134D2,2,0
 44173 South China Ave.,518944,FE9BF338-2251-42AA-B61A-7076547BC442,3,0
 12926 West Blythe Ave.,749732,F713D396-EEDE-45BD-A0E8-6E0DF88E22D7,1,0
 17733 East Las Cruces St.,333761,0BCFD993-FDC3-4804-A77B-D81F4BA1B79E,5,1
 77685 West Honduras St.,800175,1060B77A-FAD2-4593-BBCF-6FE9FB8D1B19,4,1
 75292 South Kiribati St.,579548,FB044F38-7765-42DD-ABB8-7FC9A52A9B54,5,1
 62820  Germany Way,224618,13BAA350-7918-447E-948E-889C34D022CE,1,1
 35021 South Uganda Ct.,718950,61162D89-6054-4312-ACDB-8198576C98D4,2,0
 52543 North New Bedford St.,501861,ED37FCDC-3A2D-40B1-97F2-49D85569F9C8,2,0
 33088 East Armenia Ln.,531240,CBDD16CF-5666-4429-B53A-46860A1136E2,4,0
 87348 East Malta Ave.,575567,6400D76E-EA61-466D-BBEC-A4FEFD315BC0,5,1
 30577  Algeria Ct.,164333,3031EDC3-FE91-4A63-B505-C9C87C38ACCB,5,1
 1053 West Bangladesh Ln.,829865,9E7A5D42-1AAB-4428-989D-3EFDAEDA7717,2,1
 53467 East Jackson Ln.,702923,D081C318-2EDC-43BF-B676-558EEA517A19,1,0
 64133 West Anguilla Ave.,581088,93F75F96-87B4-4E3C-8D79-42357C40C6D6,4,0
 80664 East El Salvador Ave.,469213,4C71F796-0113-4958-8010-E1C6B945DF01,3,0
 25983 East Italy Ave.,653835,361E31FF-74ED-4422-A2C7-C8E163D40E19,5,1
 17694  Akron Blvd.,828906,CCF5689E-9579-4EF2-8FFA-165560BB3DEC,2,0
 16550  Armenia Ct.,842481,9359DDFF-5E83-4330-A5CB-7D6C4CA4A243,3,1
 41160 East Western Sahara St.,579703,6937C9EC-E206-468E-8D65-C6C19222C65B,4,1
 32728 South Evanston St.,155173,9CCB9395-3779-49C8-A59A-312ECE8DE727,1,0
 84680 West Australia Blvd.,488740,3F67998A-B211-488D-953D-DD389BC13A94,3,0
 51868 South Marshall Islands Ln.,227734,626956CA-CBB7-4074-9619-4CA886626DF3,4,1
 28724 East Belgium Blvd.,419872,31F34899-2BE2-4176-B8A6-8FEEE43EC5E0,5,0
 75837 West Egypt Ln.,878442,E36F7983-1689-4C60-A80F-0DD779D7142A,1,0
 29430 North Hammond Way,357660,48EFCF7F-B96F-49A7-AC88-1DCF95AFBCA0,2,1
 69683 East Cape Verde Blvd.,725404,9D4A0DB8-D68C-4EDD-B4C2-C7B4E206202E,5,0
 90714 South Boulder Junction Ave.,636263,B68C161A-AB42-4B80-ACBC-9BAF9C778FD9,3,1
 7583 West Turkey Ave.,274946,27050E9F-5EE2-4C99-BE3F-D3112D982402,2,1
 96749 East Cuba Ln.,504475,E05F99F0-ECBF-44E0-9528-F903AC95D519,3,1
 72614  New Caledonia Ct.,491291,4F676019-A1AB-4D36-933B-C88F3EE5FE2F,5,1
 7969 South Cape Verde Ave.,820124,4536DA3D-875C-4F9C-B595-FAD36B674C6B,5,1
 44098 North Holy See Vatican City State Blvd.,648085,662E6467-2EEB-44FB-ADBC-5D1CC272FEF4,3,0
 10304 South Cape May Ave.,236529,CF38AAA0-5C77-47AB-B05D-100F273ACD84,3,1
 19488 North El Salvador St.,805671,97F1E05C-9050-4B6A-A5CD-FE2E1CA6C895,4,1
 29512 South Burundi Ln.,246307,C4960406-F40E-4ED3-BC06-4CF63493D679,4,1
 96019 South Latvia Ave.,256134,290E3FBB-A276-45F5-B599-AF8AEF419C00,4,0
 37642 North Taiwan, Province of China Ln.,547348,BC1C4F5B-0203-4EA1-8359-091965A62343,5,1
 81763 South Saint Pierre and Miquelon Ave.,204119,60004520-3E61-4C91-8337-879C581D4CAA,1,1
 47391 North Indonesia St.,406633,AC674C10-A3C9-4268-86DB-9C47B4CF4732,3,1
 16997 North Liberia Ln.,860385,7DA7890E-A4CC-4E4F-B8C4-56D87E09A6F6,5,1
 27589 South Netherlands Ave.,694602,A9EC1F2A-4AFC-4022-9BA4-640F55DEC52C,2,0
 15720  Netherlands Ave.,196738,5C25AC1C-24EC-4EED-A7F3-95BC9E0CED9E,2,1
 47808  Bahrain Ave.,513497,2EF0ECFD-41B5-4FC6-9A44-953A7FFF9063,5,1
 75098  Ethiopia Way,453278,99BAED32-FF7B-43C0-9CCE-D5682944E36C,3,0
 24181 South Bahrain Way,171631,624391AD-78EF-46D0-B1F9-7956BE54BC62,5,0
 52308 North Cook Islands Way,337898,0DCF4ABD-C42D-4E1D-A93E-687606960E86,1,0
 68995  Midwest City St.,192380,C67C4661-4666-4C7D-9491-91B4B88E7C4D,1,1
 97323 North Bay City St.,675091,AF7C3349-769C-4963-8DEB-2D194D23AEB6,1,1
 46519 West Aruba Ln.,150297,00E863C4-E9A9-406D-A20A-D17740DBBBF2,3,0
 57084  South Africa Blvd.,415395,DA6E6891-0A8F-4802-AE5F-CA99A4D93BDB,1,0
 78418 South Turkey Way,661967,9F532092-E712-4393-93A1-BECD5BB3C104,2,1
 74474 North Suriname Blvd.,718433,F5BEE6AD-9F30-4BF0-BF8F-BA93A4112FF8,1,1
 10894 West Lebanon Way,246172,5A7FC2DA-A1F1-4365-B77D-27F9783FF515,3,0
 92739 South Hungary Ln.,874438,0CC07CF0-5B4C-49D5-A5ED-BD6ABAB69344,5,1
 56455  Myrtle Beach Blvd.,685108,165F8206-BD63-4EC8-8398-82034400BFAD,4,0
 27073 North Bermuda Way,285840,C4B8DC4A-5FDC-4090-A074-EACA9411D046,2,1
 24230 West Bahamas Ln.,508910,B1AEB63A-DFC6-42B1-A17C-4E032D9375C0,1,1
 29115 East British Indian Ocean Territory Blvd.,113121,C1F2B5CF-B193-4C67-AE35-90FEE11C5801,1,1
 45997 West Nicaragua Way,170656,807E0EDA-4B8A-46CC-A89D-1CA5BBB2FABD,1,1
 49578 West Algeria Ave.,201123,C4B34095-7F8B-43F7-AC7E-79591F267A1C,5,0
 38867  Indonesia Ln.,680680,3E8D7D41-162D-42F1-9145-C5A9874EB21E,5,1
 29060  Benin Ave.,613571,27568DA9-A361-4DC0-92A7-7B43A302D871,5,0
 69861 West Hungary Ln.,728673,C615CFD7-937F-45DF-9E28-F360A5BBAFDC,4,1
 16270 North Aruba Ct.,721323,6B88540F-3D93-4D98-851C-0C32142495C4,2,1
 4525 East Berlin Blvd.,301164,7CF9D5B2-979A-4DBE-A943-B28B45A0D108,4,0
 25548 East Greensburg Ln.,518440,149C64FC-09FE-449A-B0FB-D19D1D53D722,1,1
 72683 West Montserrat St.,889334,D1C25403-90D6-46EE-86BB-A1202615F691,2,1
 73686 East Djibouti Ave.,229276,3F81A1AD-9408-4513-8AE7-18C5FBF0AADE,2,0
 40067 East Afghanistan St.,180086,1402CD1B-4BE7-47D6-B33C-A5C6C9C6F074,2,1
 69790 West Argentina Ln.,695351,C4E9B932-E58B-426F-9535-BED3FA3A64BE,2,1
 45118 South Belpre Way,386767,F4CAE957-E34B-44D9-9955-19E756926996,5,0
 35330 East Brunei Darussalam Ct.,527958,8EA0FAC0-B079-4215-95B3-9F742178CEDE,5,1
 68911 West Saudi Arabia Blvd.,667380,EEFD9CE0-520E-4A62-B450-8120235FA5E6,2,0
 35714 South Boston Ct.,453611,FD1D542D-6841-479E-8F62-2326A5F024AD,3,0
 41779  Guadeloupe Blvd.,223271,E42AF568-4FE6-4C12-8770-5C8074BAA67A,3,0
 76512  American Samoa Blvd.,727888,272221ED-B134-4143-954D-1A039004FAFC,2,0
 82962  Bosnia and Herzegovina St.,852247,AF685C46-0F02-4370-9AF1-9B4F8AAA9D06,3,0
 26280 West Georgia Ln.,263078,2B35EB86-5894-42D7-8F7B-E36E62F4051E,2,0
 13750 South Uruguay Ct.,305978,3449BC1C-EFBC-425D-8DE0-2D16EA8CDE2C,4,0
 17410  Saudi Arabia Ct.,422386,B4A5B64A-923F-478B-A25F-B6E7CD2AB3C5,2,1
 53940 North Namibia Blvd.,163013,303D0538-4744-4A01-9BC4-EECCCAE6E485,3,0
 54129  Memphis Way,650975,7E3BE163-17E0-4550-900B-2519750A7B45,3,1
 44770 East Corvallis Blvd.,180461,C163C975-4DE7-4B7E-B7C3-F1BC6998C32A,2,0
 63715  Italy Blvd.,629437,1A553584-6742-4F43-8146-B905CDD1DB95,2,1
 18917  Bahrain St.,853422,706EC324-6980-4969-BBF3-14BDEB023E55,2,0
 52350 North Faroe Islands Ln.,875154,4EF8B49E-17E8-45D1-86C8-C419758FB190,4,0
 55757 North Dodge City St.,503821,B7D2C301-40B2-4AD7-B54E-66E817A37A07,1,0
 96861 North Holy See Vatican City State Ave.,90248,2579AAA6-23C0-484A-B585-67506F0E4264,4,0
 78529 South Cuba Ave.,331398,68D988BF-8681-4FFE-9BDB-FD46963B1969,2,1
 2985 North Bahrain St.,733015,C87835D1-F154-46E4-9B90-B3CE63F093E6,1,0
 86202  Pitcairn Blvd.,102466,3B4DEE13-80D3-4848-A8F6-37206C348975,5,0
 12531 West Fairfield Ct.,886942,06266DAD-DFB6-45E4-9958-EC95EBF35DE2,5,1
 87009 South Boulder Junction Way,439095,8CC51FA4-9165-4FF1-98D5-EF5595DF9D18,2,1
 56529 South Bahrain Ct.,530803,1B6C687A-601D-4EE8-8574-5164BBD47C39,5,0
 18696 West Bahamas Way,432112,EC58AD99-F087-4890-892A-8CA706638CA8,1,0
 72848 North Costa Rica Blvd.,439189,DC45DBCF-F9A5-4300-9894-A7F93FA06168,4,1
 41511 East Mayotte St.,352359,0923D33A-2D6E-43BC-9B0A-B0BEB568A5D2,5,1
 20227 West Ukraine Blvd.,192527,69F9B524-B6CC-4512-A5D3-13CFB8E3E4C1,2,0
 57878 South Elko Way,891387,6FEBAF6E-059F-48AD-AC49-7AD331A30E9A,3,1
 42002 South Andorra St.,297232,32A525F1-010A-4EB6-824F-FC497380375E,2,0
 36963 East Western Sahara Blvd.,619498,8BE89389-738A-4D88-B543-2F2FA793B261,5,1
 28513 West Palestinian Territory, Occupied Way,277982,70090797-0362-415C-8682-4AEC3DE0CEB0,3,1
 52565 South Seychelles Ct.,197661,B0EBAC4B-1A3F-497D-93BB-AAC73AF94738,4,0
 84740 West Bosnia and Herzegovina Ave.,472671,2B314B40-9CED-47CC-B163-5373F6284FA1,4,1
 40755  Cook Islands St.,604010,EC8EFD75-2ECE-44C3-924B-CB20128864A0,5,0
 88709 West Australia Way,211970,46B32001-4D43-408F-9E23-F6D767A7D891,2,1
 49400  New Zealand Ln.,436905,01A71FC9-68A3-45C9-A3D9-CDAC2372393E,1,1
 27354 East Algeria Blvd.,784947,E8139503-D6FF-437A-9ADF-A84AF2A12425,2,1
 27582 South Cape May Way,408533,6C4EBF11-8CA1-4184-B899-1A0939CA389C,3,1
 7618  Austria Ave.,186264,EECD0FA7-5E09-4913-AB41-03515549BECB,1,1
 60190 West Angola Ave.,547921,62113D8B-A3A7-463A-9B85-88932D4E5CDF,5,1
 99865 West Batavia St.,663503,05716255-D0E8-4470-8749-61BED1C25933,5,0
 93827 North Tokelau St.,262581,05B1A285-3CCF-4CC9-A40F-B95110A1BF53,1,0
 63930  Panama St.,885248,57CC0CBD-AD65-4AC0-880D-AB425F2554EF,3,1
 86708  Liechtenstein Ave.,557455,56905FE8-D8DD-4DCB-BF01-B5773900DA44,5,0
 32879  Afghanistan St.,607567,6F44C72B-353E-4CD5-BC5E-16F34000E1E7,4,0
 84988 North New Caledonia Blvd.,265340,A615AA0B-DAF5-44E8-BE3C-EC899CEB2937,2,0
 82812 West Croatia St.,701135,283C9AA3-B61C-4F61-987F-26F76B6F5570,2,0
 71312 South Paraguay Ln.,439058,F7313839-EDE1-4B0C-9F6B-4B3DFD59C38A,4,1
 86391 East Cerritos Ave.,829312,83A55E7B-766D-40F8-8E1F-CAAAB38D16E6,3,0
 99823  Algeria Ave.,129998,9A4635CA-9398-4DA6-90BF-E48FB176153D,4,1
 10858 South Cape Verde Ln.,118980,06DFB58D-8AEA-4196-82A5-572EED4C2A19,4,1
 9381 East Reunion St.,466026,A369B0BD-B05E-41E4-9212-1A36A50161F4,1,1
 52610 North Flagstaff Ct.,673224,46B306EE-641B-4226-B2F8-B073D5AAA5DB,4,0
 25771 South Bosnia and Herzegovina Ln.,834057,C2BEF67D-B4CB-467B-A015-7AF47CDED73B,3,1
 16826 West Chad Ln.,313947,AC9AE6A4-42A4-424F-910D-710B2CA7F908,3,1
 94780 West Syrian Arab Republic Blvd.,427490,3396C558-49EA-4AD7-B2B7-B0E6C4BF1E2D,5,1
 34478 East Timor-leste Ln.,260994,FFB63F36-DCC3-4A42-A9C6-316E7C6F1068,1,0
 80389 South Wallis and Futuna Ln.,274503,8C288CF5-B5A3-481E-B397-7DBD5BB38FC0,4,1
 1605 East Cape Verde Ave.,488281,24240761-BC1A-4818-83A5-5F8A3C286A2F,2,1
 27255 South Charlotte Amalie St.,505162,31096317-2F3B-4199-9A78-751F88A63795,1,1
 6633 South Cameroon Ave.,707923,F82A5BF4-0B32-4FA5-A671-AF664A9FF1CC,4,1
 86283 South Madison St.,773161,1082A049-5F39-498E-A1A0-A16CCD2F2553,4,1
 75561 North Australia Ave.,857824,DF55AF43-2B70-427B-8290-3B2180A71675,1,0
 38719 West Gambia Ln.,534717,F2EAC946-2840-48A6-9EA9-1C286027DFA7,3,0
 97619  Lithuania Ln.,309880,2A74F7F8-8F0E-4152-B9B9-7B44D4E5620C,3,0
 30412 West Fairmont St.,160899,7C75CF81-CDDE-400D-864E-C85A3721BA99,5,0
 86492 North Costa Rica Ln.,869094,371E6F64-4F4B-48BC-9F0F-CA921B2167AA,5,1
 51388 West Yemen St.,790900,67C55528-9A82-4C2E-BDD3-9441473884C3,2,1
 89756 West United Kingdom Ln.,784579,5F0127A5-5334-4758-B815-BE0AB1013537,5,1
 89585 East Central African Republic Ln.,374220,57AB6F38-6432-44D7-9DE0-AEFE105EE5C1,1,1
 88827 East Holy See Vatican City State Ave.,641551,0156C8BD-FD5E-4624-A5E7-CDE28E1FA556,3,0
 58630 South Bismarck Blvd.,589736,B653F4C5-5290-4925-9F7E-6FC6D2FDD9B2,1,1
 78317 South Chandler Way,737246,C0723331-C1F2-4E15-8B42-CDBB70F9E2C4,3,1
 82984 West Tajikistan Ave.,785375,53ED776A-17B3-42FB-8442-B2D5F7A55A02,1,1
 45593 South Djibouti Blvd.,710680,045D8DD7-B367-4B18-963C-C1E8A7E6D7E6,2,1
 74035 North Philippines Way,874991,6C949961-B3F5-4644-A7BB-9417AFDD3B9B,5,0
