NUMOFERTA, IDOPERADOR, IDLUGAR, TIPOLUGAR, HABILITADA, FECHAINICIAL, FECHAFINAL, PRECIO
 39675,39675,39675,suite hotel,1,24/01/2018,04/01/2019,1402820
 39676,39676,39676,suite vivienda universitaria,1,04/11/2018,29/02/2020,596071
 39677,39677,39677,suite hotel,0,01/01/2019,02/08/2019,982490
 39678,39678,39678,habitación vivienda universitaria,1,02/01/2018,28/03/2020,1172211
 39679,39679,39679,habitación vivienda ,0,02/09/2019,17/03/2019,1734342
 39680,39680,39680,vivienda,0,07/07/2018,03/04/2018,1758915
 39681,39681,39681,vivienda,0,24/11/2019,17/08/2018,1613678
 39682,39682,39682,habitación hostal,1,19/06/2018,19/01/2020,2451972
 39683,39683,39683,habitación hostal,0,31/01/2019,02/05/2019,365453
 39684,39684,39684,suite vivienda universitaria,1,22/10/2019,12/08/2019,2255558
 39685,39685,39685,vivienda,1,01/02/2020,28/05/2019,3446014
 39686,39686,39686,habitación hotel,1,25/06/2018,01/11/2019,566850
 39687,39687,39687,habitación vivienda universitaria,0,24/09/2018,18/02/2019,252170
 39688,39688,39688,habitación vivienda ,0,05/05/2019,28/05/2018,1986992
 39689,39689,39689,habitación hostal,1,05/02/2018,14/01/2019,1288728
 39690,39690,39690,suite hotel,0,20/08/2018,03/12/2018,104038
 39691,39691,39691,habitación vivienda ,1,15/05/2019,30/07/2019,1651509
 39692,39692,39692,habitación hostal,1,24/04/2018,11/02/2018,3704644
 39693,39693,39693,habitación hotel,1,08/02/2019,30/03/2019,3126829
 39694,39694,39694,habitación hostal,1,08/12/2018,01/05/2019,3939435
 39695,39695,39695,habitación vivienda ,0,10/06/2018,12/05/2019,3148599
 39696,39696,39696,suite hotel,0,21/09/2019,18/10/2019,2109935
 39697,39697,39697,suite vivienda universitaria,1,23/11/2018,03/04/2019,1067434
 39698,39698,39698,suite vivienda universitaria,0,22/01/2019,11/07/2019,2670952
 39699,39699,39699,suite vivienda universitaria,1,06/04/2020,07/02/2020,1696001
 39700,39700,39700,habitación hotel,1,06/10/2019,25/02/2019,3239223
 39701,39701,39701,suite hotel,0,11/11/2019,09/09/2018,2988420
 39702,39702,39702,habitación hotel,1,26/03/2019,01/10/2019,3225344
 39703,39703,39703,suite vivienda universitaria,0,22/04/2019,29/01/2019,274062
 39704,39704,39704,habitación hostal,1,11/02/2019,07/12/2018,1591238
 39705,39705,39705,habitación hotel,1,13/06/2019,06/12/2019,480380
 39706,39706,39706,habitación vivienda universitaria,1,21/08/2018,25/05/2019,701241
 39707,39707,39707,suite hotel,0,10/04/2018,11/02/2020,1983679
 39708,39708,39708,suite vivienda universitaria,1,24/11/2019,19/08/2019,231465
 39709,39709,39709,habitación hotel,0,20/07/2018,27/11/2019,1730651
 39710,39710,39710,habitación vivienda universitaria,1,14/12/2018,15/10/2019,2904840
 39711,39711,39711,vivienda,0,10/02/2019,18/07/2018,1509139
 39712,39712,39712,habitación vivienda universitaria,1,06/12/2019,27/04/2018,563683
 39713,39713,39713,suite hotel,1,07/08/2019,01/09/2019,3975195
 39714,39714,39714,suite vivienda universitaria,0,02/09/2018,06/10/2018,2426369
 39715,39715,39715,habitación vivienda universitaria,1,07/10/2018,26/04/2020,96495
 39716,39716,39716,suite vivienda universitaria,1,19/04/2019,22/11/2018,2209184
 39717,39717,39717,habitación hostal,0,04/03/2018,15/04/2019,3822013
 39718,39718,39718,suite hotel,0,02/04/2019,26/05/2018,3013113
 39719,39719,39719,habitación hotel,1,29/12/2019,15/06/2018,3845964
 39720,39720,39720,suite hotel,0,23/01/2018,29/09/2019,3443255
 39721,39721,39721,suite vivienda universitaria,0,16/05/2018,30/04/2019,1973977
 39722,39722,39722,habitación hotel,0,16/03/2018,07/02/2019,476397
 39723,39723,39723,suite vivienda universitaria,0,16/04/2020,03/08/2019,1287711
 39724,39724,39724,suite hotel,1,05/01/2018,26/06/2018,1474702
 39725,39725,39725,suite hotel,0,08/04/2020,22/05/2018,3651792
 39726,39726,39726,suite hotel,0,26/03/2018,24/10/2018,1488754
 39727,39727,39727,habitación vivienda ,0,15/12/2019,23/04/2020,1864999
 39728,39728,39728,vivienda,1,07/01/2018,25/10/2019,2206299
 39729,39729,39729,vivienda,0,10/07/2019,21/06/2019,1723408
 39730,39730,39730,vivienda,1,04/05/2018,10/09/2018,3993347
 39731,39731,39731,habitación hostal,0,11/04/2019,25/08/2019,471434
 39732,39732,39732,habitación hotel,1,09/07/2018,07/02/2020,3717884
 39733,39733,39733,habitación hostal,1,18/06/2019,05/01/2018,1250338
 39734,39734,39734,suite hotel,0,31/10/2019,02/04/2020,751448
 39735,39735,39735,suite hotel,0,18/11/2018,02/05/2020,2148545
 39736,39736,39736,vivienda,0,10/01/2019,02/01/2019,2394107
 39737,39737,39737,habitación hostal,0,26/12/2019,24/01/2020,2730281
 39738,39738,39738,habitación vivienda universitaria,1,22/03/2019,15/10/2018,3131501
 39739,39739,39739,suite vivienda universitaria,1,29/02/2020,13/03/2018,1842910
 39740,39740,39740,habitación vivienda ,0,18/07/2019,20/08/2018,1728351
 39741,39741,39741,habitación hostal,0,18/02/2019,07/08/2018,2603814
 39742,39742,39742,suite hotel,1,04/06/2018,05/11/2019,3811279
 39743,39743,39743,habitación hostal,0,20/06/2018,22/04/2018,1407552
 39744,39744,39744,habitación hostal,1,31/08/2019,22/10/2019,501828
 39745,39745,39745,suite vivienda universitaria,0,24/08/2018,21/10/2019,2853112
 39746,39746,39746,habitación vivienda universitaria,0,11/03/2018,26/01/2019,3109378
 39747,39747,39747,habitación hostal,0,24/02/2018,22/01/2019,392794
 39748,39748,39748,habitación hotel,0,14/09/2019,29/09/2019,1963496
 39749,39749,39749,habitación vivienda ,0,21/03/2019,29/08/2018,1246886
 39750,39750,39750,suite vivienda universitaria,1,22/03/2019,26/10/2018,439334
 39751,39751,39751,suite vivienda universitaria,0,03/01/2018,18/02/2020,2482566
 39752,39752,39752,habitación hotel,1,11/04/2020,06/02/2018,2713693
 39753,39753,39753,habitación vivienda ,1,03/08/2018,03/06/2018,3618754
 39754,39754,39754,suite vivienda universitaria,0,23/11/2018,14/04/2019,3675079
 39755,39755,39755,habitación hotel,1,01/03/2018,06/01/2018,3977349
 39756,39756,39756,habitación vivienda universitaria,0,09/12/2019,30/03/2019,3631549
 39757,39757,39757,vivienda,0,22/07/2019,21/11/2018,1854367
 39758,39758,39758,habitación vivienda universitaria,0,31/03/2018,05/04/2020,2034274
 39759,39759,39759,habitación hostal,0,07/02/2020,25/11/2019,1653423
 39760,39760,39760,suite hotel,0,19/10/2019,09/03/2018,799586
 39761,39761,39761,suite hotel,1,12/03/2018,11/02/2020,1639792
 39762,39762,39762,habitación vivienda ,1,14/06/2019,11/04/2018,1400020
 39763,39763,39763,habitación vivienda ,1,03/03/2019,03/10/2018,3481196
 39764,39764,39764,habitación vivienda ,0,27/09/2019,19/01/2018,2013397
 39765,39765,39765,habitación vivienda ,0,17/08/2019,05/03/2020,2710020
 39766,39766,39766,vivienda,0,22/05/2019,24/06/2019,552107
 39767,39767,39767,habitación vivienda universitaria,1,24/09/2019,23/09/2019,1810839
 39768,39768,39768,suite vivienda universitaria,1,29/06/2019,08/11/2019,1084935
 39769,39769,39769,habitación vivienda ,1,15/12/2019,08/06/2018,1865043
 39770,39770,39770,suite vivienda universitaria,1,15/10/2018,27/02/2020,1165725
 39771,39771,39771,habitación vivienda ,1,15/06/2019,12/03/2020,1772425
 39772,39772,39772,suite vivienda universitaria,1,04/01/2020,14/09/2018,2638902
 39773,39773,39773,habitación vivienda ,0,17/03/2020,30/06/2018,3200286
 39774,39774,39774,habitación hostal,1,20/12/2018,14/02/2019,2404758
 39775,39775,39775,vivienda,1,29/06/2018,03/05/2019,1623559
 39776,39776,39776,habitación hostal,1,11/05/2018,01/12/2019,3060588
 39777,39777,39777,vivienda,0,13/07/2018,21/06/2019,3915318
 39778,39778,39778,habitación hostal,0,19/04/2019,11/01/2020,619897
 39779,39779,39779,suite vivienda universitaria,0,21/02/2018,01/08/2018,1406791
 39780,39780,39780,habitación hotel,0,02/10/2019,15/12/2018,3323686
 39781,39781,39781,habitación hotel,0,05/07/2019,18/02/2020,1511020
 39782,39782,39782,vivienda,0,17/03/2020,04/02/2020,2317068
 39783,39783,39783,habitación hostal,0,04/03/2018,14/02/2018,1639176
 39784,39784,39784,habitación vivienda universitaria,0,14/10/2019,28/04/2018,117435
 39785,39785,39785,habitación hotel,1,05/01/2019,25/04/2020,922356
 39786,39786,39786,vivienda,0,20/01/2019,23/02/2018,2291106
 39787,39787,39787,suite vivienda universitaria,1,14/05/2019,21/03/2018,2027084
 39788,39788,39788,habitación vivienda ,0,23/05/2019,07/09/2018,2298541
 39789,39789,39789,vivienda,0,01/04/2019,22/09/2018,2140367
 39790,39790,39790,habitación vivienda universitaria,0,17/01/2020,03/05/2019,3204476
 39791,39791,39791,habitación vivienda ,1,16/08/2019,02/04/2018,3777343
 39792,39792,39792,habitación vivienda universitaria,0,18/04/2018,29/04/2019,3825573
 39793,39793,39793,habitación vivienda ,1,08/12/2019,24/04/2018,2023583
 39794,39794,39794,habitación hostal,0,17/01/2018,22/12/2018,730307
 39795,39795,39795,vivienda,0,09/02/2020,31/10/2018,2621535
 39796,39796,39796,habitación hotel,1,23/04/2020,15/02/2019,2497479
 39797,39797,39797,habitación vivienda ,1,12/08/2019,17/12/2018,3629664
 39798,39798,39798,habitación hotel,1,06/11/2019,02/10/2018,832142
 39799,39799,39799,vivienda,1,05/09/2019,31/10/2019,558599
 39800,39800,39800,habitación vivienda universitaria,1,10/07/2019,12/05/2019,2784910
 39801,39801,39801,habitación vivienda ,0,25/07/2019,22/02/2020,1973945
 39802,39802,39802,suite hotel,1,31/07/2018,12/11/2019,1553519
 39803,39803,39803,vivienda,1,12/03/2020,28/11/2018,3815147
 39804,39804,39804,habitación vivienda ,0,25/09/2019,11/07/2019,2851368
 39805,39805,39805,habitación vivienda ,0,27/10/2018,28/01/2019,3648211
 39806,39806,39806,suite hotel,0,11/12/2019,02/03/2020,1949438
 39807,39807,39807,habitación hotel,0,10/07/2018,28/08/2018,1026266
 39808,39808,39808,suite vivienda universitaria,1,02/04/2018,12/01/2018,1805523
 39809,39809,39809,habitación hotel,1,03/03/2018,15/03/2019,1096456
 39810,39810,39810,suite hotel,1,13/09/2018,09/05/2018,3807819
 39811,39811,39811,habitación vivienda ,1,08/11/2018,19/04/2020,1721828
 39812,39812,39812,habitación vivienda universitaria,0,07/11/2018,22/04/2019,694050
 39813,39813,39813,vivienda,1,18/03/2020,22/10/2018,448619
 39814,39814,39814,suite hotel,1,18/01/2020,29/02/2020,316334
 39815,39815,39815,habitación vivienda ,1,01/04/2019,28/11/2018,1788494
 39816,39816,39816,suite hotel,1,05/05/2019,28/02/2018,3306341
 39817,39817,39817,vivienda,1,05/05/2018,25/07/2019,650636
 39818,39818,39818,habitación hotel,1,08/11/2019,12/03/2020,3009519
 39819,39819,39819,habitación vivienda universitaria,0,03/04/2018,13/11/2019,1181633
 39820,39820,39820,habitación hotel,1,07/10/2019,08/03/2018,1182375
 39821,39821,39821,suite hotel,1,24/09/2018,28/04/2018,3482218
 39822,39822,39822,habitación hotel,1,03/02/2020,25/12/2019,1715775
 39823,39823,39823,suite hotel,1,11/02/2019,20/05/2018,3487017
 39824,39824,39824,habitación hotel,0,28/12/2019,08/01/2019,2518996
 39825,39825,39825,habitación hostal,0,14/07/2019,13/10/2018,2502600
 39826,39826,39826,vivienda,0,13/10/2018,15/11/2019,973607
 39827,39827,39827,suite vivienda universitaria,0,01/07/2018,28/12/2018,1918817
 39828,39828,39828,vivienda,0,02/12/2018,24/12/2018,2993336
 39829,39829,39829,suite hotel,0,17/03/2019,24/06/2019,924803
 39830,39830,39830,suite hotel,0,01/07/2018,18/08/2018,1878517
 39831,39831,39831,habitación vivienda ,1,19/01/2019,09/03/2019,1085578
 39832,39832,39832,habitación vivienda ,1,03/04/2020,12/09/2018,3123951
 39833,39833,39833,habitación vivienda universitaria,1,22/11/2018,09/02/2019,764400
 39834,39834,39834,vivienda,0,18/04/2018,22/01/2018,2111909
 39835,39835,39835,vivienda,0,24/01/2018,04/03/2019,1037769
 39836,39836,39836,suite hotel,0,28/02/2018,28/02/2018,807735
 39837,39837,39837,habitación vivienda ,0,11/08/2018,31/03/2018,3843423
 39838,39838,39838,habitación hotel,1,10/05/2018,15/01/2018,1778028
 39839,39839,39839,suite vivienda universitaria,0,16/05/2020,06/09/2018,1627805
 39840,39840,39840,habitación vivienda universitaria,1,09/01/2018,11/02/2020,2413072
 39841,39841,39841,habitación vivienda universitaria,1,08/03/2020,26/08/2019,3482715
 39842,39842,39842,habitación hotel,1,03/03/2019,17/06/2018,1329992
 39843,39843,39843,vivienda,0,15/08/2019,19/05/2018,2767672
 39844,39844,39844,habitación hostal,0,28/09/2019,24/05/2018,1046420
 39845,39845,39845,vivienda,1,11/10/2019,20/10/2019,1510855
 39846,39846,39846,habitación vivienda universitaria,1,03/02/2018,04/03/2018,1356400
 39847,39847,39847,habitación vivienda ,1,30/07/2019,02/11/2019,1793443
 39848,39848,39848,habitación hostal,1,21/06/2019,17/12/2019,3501598
 39849,39849,39849,suite hotel,0,03/10/2019,16/03/2019,1051888
 39850,39850,39850,habitación vivienda universitaria,0,09/03/2018,04/02/2020,3238267
 39851,39851,39851,vivienda,1,18/03/2020,16/06/2019,474982
 39852,39852,39852,vivienda,0,16/12/2018,09/01/2020,926636
 39853,39853,39853,habitación hostal,1,09/06/2018,17/10/2019,3843723
 39854,39854,39854,habitación vivienda ,1,28/06/2019,26/04/2018,3564896
 39855,39855,39855,habitación vivienda ,1,05/01/2018,25/01/2020,961440
 39856,39856,39856,suite hotel,1,26/11/2019,30/07/2018,1673129
 39857,39857,39857,habitación vivienda ,0,07/04/2019,16/11/2018,2740483
 39858,39858,39858,habitación vivienda universitaria,1,12/07/2019,25/02/2018,1440874
 39859,39859,39859,habitación vivienda universitaria,1,19/04/2020,02/11/2019,3056370
 39860,39860,39860,vivienda,0,13/10/2019,06/07/2019,3617405
 39861,39861,39861,vivienda,1,17/06/2019,31/03/2018,3015906
 39862,39862,39862,suite vivienda universitaria,0,13/11/2019,15/04/2020,1303299
 39863,39863,39863,vivienda,1,03/04/2020,29/04/2019,3121664
 39864,39864,39864,habitación vivienda universitaria,1,22/03/2018,19/03/2018,2279803
 39865,39865,39865,suite hotel,1,18/10/2019,04/06/2018,1840932
 39866,39866,39866,suite hotel,1,24/07/2018,17/09/2018,717173
 39867,39867,39867,habitación hotel,1,09/02/2019,17/05/2019,3096678
 39868,39868,39868,habitación vivienda ,1,18/10/2019,09/09/2019,1284467
 39869,39869,39869,habitación hotel,0,13/02/2019,10/12/2019,90156
 39870,39870,39870,habitación vivienda universitaria,1,04/05/2019,14/08/2018,2632173
 39871,39871,39871,vivienda,0,08/06/2019,04/10/2018,3046532
 39872,39872,39872,suite vivienda universitaria,1,26/07/2019,24/05/2018,2566229
 39873,39873,39873,habitación vivienda universitaria,0,16/12/2018,27/12/2018,3533869
 39874,39874,39874,habitación hotel,1,22/04/2020,16/03/2018,1250095
 39875,39875,39875,suite hotel,0,26/02/2019,19/03/2018,3680380
 39876,39876,39876,habitación vivienda ,1,01/03/2019,16/04/2018,3247361
 39877,39877,39877,habitación hostal,0,30/11/2019,30/01/2018,2059465
 39878,39878,39878,suite hotel,1,07/12/2019,28/01/2020,3969313
 39879,39879,39879,suite vivienda universitaria,1,29/04/2019,19/02/2020,3365938
 39880,39880,39880,habitación hostal,0,21/06/2019,01/12/2018,1240080
 39881,39881,39881,habitación hotel,0,27/04/2020,12/07/2018,95257
 39882,39882,39882,vivienda,0,09/04/2018,10/03/2020,799455
 39883,39883,39883,suite vivienda universitaria,0,10/08/2018,03/09/2019,3829542
 39884,39884,39884,habitación vivienda ,1,19/08/2018,06/05/2019,925431
 39885,39885,39885,habitación vivienda universitaria,0,04/10/2019,20/05/2019,2145996
 39886,39886,39886,suite vivienda universitaria,1,26/01/2020,12/01/2019,1684571
 39887,39887,39887,habitación hostal,0,03/08/2018,01/03/2019,1013673
 39888,39888,39888,habitación vivienda universitaria,0,27/04/2020,06/05/2020,1731300
 39889,39889,39889,habitación vivienda universitaria,1,11/02/2019,11/10/2018,2941842
 39890,39890,39890,habitación hostal,1,06/09/2018,18/08/2019,1789774
 39891,39891,39891,habitación hotel,0,16/06/2019,01/01/2020,3747464
 39892,39892,39892,suite vivienda universitaria,0,17/07/2018,07/04/2018,532410
 39893,39893,39893,habitación vivienda ,1,27/01/2018,05/08/2019,845341
 39894,39894,39894,habitación vivienda universitaria,1,28/12/2019,07/02/2019,3915420
 39895,39895,39895,habitación hotel,1,30/07/2019,09/10/2018,479376
 39896,39896,39896,habitación vivienda ,0,21/06/2019,06/03/2019,540310
 39897,39897,39897,habitación vivienda universitaria,0,23/12/2019,27/04/2020,2524693
 39898,39898,39898,vivienda,0,24/08/2018,19/10/2019,3372061
 39899,39899,39899,suite vivienda universitaria,0,29/10/2019,24/04/2018,2629275
 39900,39900,39900,suite vivienda universitaria,1,30/12/2019,29/06/2019,3564240
 39901,39901,39901,suite vivienda universitaria,1,28/03/2018,30/11/2019,2894916
 39902,39902,39902,habitación vivienda ,0,16/11/2019,03/04/2020,237848
 39903,39903,39903,habitación vivienda universitaria,0,31/03/2020,03/05/2019,3983468
 39904,39904,39904,vivienda,1,22/01/2019,18/11/2019,222156
 39905,39905,39905,suite vivienda universitaria,0,30/03/2020,19/08/2018,3722636
 39906,39906,39906,suite hotel,1,17/03/2020,25/05/2018,1904342
 39907,39907,39907,habitación vivienda ,1,18/02/2019,26/01/2020,1906791
 39908,39908,39908,suite vivienda universitaria,1,18/12/2018,28/04/2019,2992100
 39909,39909,39909,habitación hostal,0,17/05/2019,12/03/2019,3899740
 39910,39910,39910,vivienda,1,27/03/2019,11/12/2019,1369814
 39911,39911,39911,vivienda,1,28/08/2019,21/10/2019,3481131
 39912,39912,39912,vivienda,1,22/12/2018,05/02/2019,508754
 39913,39913,39913,habitación vivienda universitaria,1,20/07/2018,02/08/2018,333333
 39914,39914,39914,habitación vivienda universitaria,0,10/03/2019,17/12/2019,1157639
 39915,39915,39915,habitación hostal,0,02/03/2018,01/03/2019,1360648
 39916,39916,39916,vivienda,0,14/10/2019,10/04/2020,2862620
 39917,39917,39917,habitación vivienda ,1,06/01/2019,30/06/2019,2552013
 39918,39918,39918,vivienda,0,06/07/2018,08/12/2018,1387730
 39919,39919,39919,habitación hostal,0,28/10/2018,12/03/2018,1394050
 39920,39920,39920,suite hotel,1,07/05/2020,28/08/2018,2926047
 39921,39921,39921,suite vivienda universitaria,1,22/12/2019,02/12/2018,1936565
 39922,39922,39922,habitación vivienda ,1,22/02/2019,18/05/2018,531520
 39923,39923,39923,suite hotel,0,21/06/2018,29/11/2019,333776
 39924,39924,39924,suite hotel,1,29/08/2018,30/04/2020,2398405
 39925,39925,39925,habitación hotel,1,06/04/2019,16/01/2020,1781206
 39926,39926,39926,habitación vivienda ,1,11/02/2020,08/05/2019,1843683
 39927,39927,39927,habitación hotel,1,27/10/2019,31/10/2018,1106802
 39928,39928,39928,habitación vivienda ,1,03/02/2018,14/03/2020,264455
 39929,39929,39929,habitación vivienda ,0,16/01/2018,15/07/2019,3775856
 39930,39930,39930,suite vivienda universitaria,0,25/08/2018,14/11/2019,520046
 39931,39931,39931,vivienda,0,21/04/2018,22/10/2019,2441649
 39932,39932,39932,habitación hostal,1,04/05/2019,25/11/2018,1630174
 39933,39933,39933,habitación vivienda ,1,24/11/2019,31/10/2018,3674946
 39934,39934,39934,habitación vivienda ,0,12/01/2019,04/01/2020,1622608
 39935,39935,39935,vivienda,1,23/02/2018,30/09/2018,3514414
 39936,39936,39936,suite hotel,0,02/05/2019,04/04/2019,2808318
 39937,39937,39937,suite vivienda universitaria,1,22/05/2019,29/03/2018,824771
 39938,39938,39938,habitación hotel,0,16/06/2018,02/01/2018,3745434
 39939,39939,39939,habitación hostal,1,18/05/2018,25/07/2018,3880454
 39940,39940,39940,habitación vivienda ,1,20/04/2020,02/12/2018,2578502
 39941,39941,39941,habitación hostal,1,20/03/2018,25/10/2019,781273
 39942,39942,39942,habitación hotel,0,14/12/2019,18/02/2019,1823723
 39943,39943,39943,suite hotel,0,14/12/2018,20/01/2020,117676
 39944,39944,39944,suite hotel,0,16/02/2019,28/06/2019,2300788
 39945,39945,39945,vivienda,1,14/03/2019,18/01/2019,2665143
 39946,39946,39946,vivienda,1,15/07/2018,24/04/2020,1187205
 39947,39947,39947,habitación hotel,0,10/09/2019,03/08/2019,3657953
 39948,39948,39948,suite hotel,1,04/07/2018,30/06/2018,3127824
 39949,39949,39949,habitación vivienda ,0,17/06/2019,13/12/2018,1127472
 39950,39950,39950,habitación hostal,0,20/05/2019,17/06/2019,3034836
 39951,39951,39951,suite hotel,0,15/01/2020,14/11/2018,1363026
 39952,39952,39952,suite vivienda universitaria,1,29/11/2018,16/03/2020,2093318
 39953,39953,39953,suite vivienda universitaria,0,02/10/2018,23/11/2018,2027948
 39954,39954,39954,habitación vivienda universitaria,1,12/07/2018,19/12/2018,1497101
 39955,39955,39955,suite vivienda universitaria,0,30/04/2020,09/08/2019,1436829
 39956,39956,39956,habitación vivienda universitaria,1,01/06/2018,25/01/2020,888988
 39957,39957,39957,habitación vivienda universitaria,0,29/04/2018,17/11/2018,2790609
 39958,39958,39958,habitación hostal,0,02/02/2019,15/05/2019,2432183
 39959,39959,39959,habitación vivienda ,0,26/02/2019,19/03/2018,2787410
 39960,39960,39960,habitación hotel,1,29/01/2018,27/01/2019,3322730
 39961,39961,39961,habitación hostal,1,04/01/2018,03/12/2019,1824799
 39962,39962,39962,suite hotel,1,26/07/2018,09/09/2018,2696201
 39963,39963,39963,habitación hostal,0,06/01/2019,26/01/2020,125267
 39964,39964,39964,vivienda,0,17/03/2018,25/04/2018,1276688
 39965,39965,39965,habitación vivienda universitaria,1,11/01/2018,02/03/2020,3483917
 39966,39966,39966,suite vivienda universitaria,0,18/06/2019,11/11/2019,324253
 39967,39967,39967,suite hotel,0,25/04/2020,13/10/2018,1999673
 39968,39968,39968,vivienda,0,27/05/2019,25/06/2019,3185329
 39969,39969,39969,suite vivienda universitaria,1,05/02/2018,27/02/2019,3784216
 39970,39970,39970,habitación vivienda ,1,18/09/2018,19/03/2018,3494220
 39971,39971,39971,vivienda,1,16/03/2018,21/06/2018,2889244
 39972,39972,39972,vivienda,0,18/11/2019,24/01/2020,1092109
 39973,39973,39973,suite vivienda universitaria,1,27/05/2019,11/11/2019,391972
 39974,39974,39974,habitación vivienda universitaria,1,14/01/2019,17/11/2019,2820453
 39975,39975,39975,habitación vivienda ,1,25/09/2018,13/12/2019,2566081
 39976,39976,39976,habitación vivienda universitaria,0,13/01/2018,12/04/2020,2635884
 39977,39977,39977,suite hotel,0,15/02/2018,13/07/2019,2667962
 39978,39978,39978,vivienda,1,08/03/2018,27/03/2018,2925668
 39979,39979,39979,habitación vivienda ,0,10/11/2018,19/03/2018,432494
 39980,39980,39980,habitación hostal,1,13/02/2020,16/12/2018,1119471
 39981,39981,39981,habitación vivienda ,1,08/12/2018,26/12/2018,1462672
 39982,39982,39982,suite vivienda universitaria,0,13/06/2018,06/12/2018,3667059
 39983,39983,39983,vivienda,1,02/02/2020,21/05/2018,3624272
 39984,39984,39984,suite hotel,0,20/12/2019,10/04/2018,2155778
 39985,39985,39985,habitación hotel,0,27/01/2018,01/09/2019,3119765
 39986,39986,39986,suite vivienda universitaria,0,07/05/2018,11/01/2019,1410824
 39987,39987,39987,habitación hostal,1,29/06/2018,02/03/2019,2487756
 39988,39988,39988,suite hotel,1,14/02/2020,19/03/2018,1344118
 39989,39989,39989,habitación hostal,0,12/10/2018,29/08/2019,528657
 39990,39990,39990,habitación hotel,1,08/09/2018,08/12/2018,739786
 39991,39991,39991,suite vivienda universitaria,0,27/02/2018,23/06/2019,3277584
 39992,39992,39992,vivienda,1,10/05/2018,28/11/2018,3197742
 39993,39993,39993,habitación vivienda universitaria,0,23/06/2018,31/10/2018,2234501
 39994,39994,39994,suite vivienda universitaria,0,06/07/2018,06/04/2018,1735834
 39995,39995,39995,vivienda,0,08/12/2018,12/07/2018,934302
 39996,39996,39996,suite vivienda universitaria,0,15/09/2019,24/06/2019,3514701
 39997,39997,39997,suite vivienda universitaria,0,02/03/2018,13/02/2020,3381659
 39998,39998,39998,habitación vivienda universitaria,1,01/04/2020,14/02/2020,3528416
 39999,39999,39999,habitación hostal,0,12/01/2019,03/02/2020,2855355
 40000,40000,40000,habitación hostal,0,02/09/2018,09/07/2018,3188565
 40001,40001,40001,habitación vivienda universitaria,0,09/12/2019,28/03/2020,497714
 40002,40002,40002,habitación vivienda universitaria,0,31/10/2018,11/11/2018,3864833
 40003,40003,40003,suite vivienda universitaria,1,11/03/2018,13/03/2019,2240010
 40004,40004,40004,habitación vivienda universitaria,0,14/03/2020,26/01/2019,942468
 40005,40005,40005,vivienda,1,19/06/2019,03/11/2019,2975737
 40006,40006,40006,suite hotel,1,01/01/2020,03/07/2018,1451754
 40007,40007,40007,habitación hostal,0,14/04/2020,09/06/2018,2462482
 40008,40008,40008,habitación hostal,0,16/08/2019,07/02/2019,440960
 40009,40009,40009,vivienda,1,26/08/2018,01/09/2018,1289098
 40010,40010,40010,habitación vivienda ,0,30/03/2020,08/11/2019,2597182
 40011,40011,40011,suite hotel,0,21/10/2019,02/08/2019,694590
 40012,40012,40012,habitación hostal,0,26/04/2020,12/12/2018,2893405
 40013,40013,40013,habitación hotel,0,09/05/2018,25/09/2018,348909
 40014,40014,40014,suite hotel,1,10/06/2018,27/06/2018,1596990
 40015,40015,40015,habitación vivienda universitaria,0,26/02/2020,19/11/2019,2670117
 40016,40016,40016,habitación vivienda ,0,16/05/2020,13/02/2018,3061729
 40017,40017,40017,habitación hostal,1,21/03/2019,26/06/2019,118604
 40018,40018,40018,vivienda,1,10/07/2018,10/10/2019,136219
 40019,40019,40019,habitación hotel,1,25/08/2018,20/01/2018,2743444
 40020,40020,40020,habitación hostal,1,19/03/2019,22/08/2019,2916939
 40021,40021,40021,habitación vivienda ,1,17/06/2019,18/10/2018,860932
 40022,40022,40022,vivienda,1,12/10/2019,14/04/2018,2615146
 40023,40023,40023,habitación hostal,0,05/04/2020,03/05/2018,3592337
 40024,40024,40024,vivienda,1,19/03/2020,22/05/2018,1774942
 40025,40025,40025,habitación vivienda universitaria,0,01/08/2019,15/12/2019,1997439
 40026,40026,40026,suite hotel,0,11/05/2020,21/01/2019,210352
 40027,40027,40027,habitación hotel,0,19/02/2020,01/02/2018,495079
 40028,40028,40028,vivienda,0,20/06/2018,14/05/2018,1005461
 40029,40029,40029,habitación hotel,0,23/12/2018,06/01/2019,3926958
 40030,40030,40030,habitación hostal,0,25/06/2019,09/02/2018,3979038
 40031,40031,40031,suite hotel,0,19/05/2019,24/05/2019,306950
 40032,40032,40032,vivienda,0,16/03/2019,20/08/2018,905691
 40033,40033,40033,habitación vivienda ,1,05/11/2019,03/12/2018,482251
 40034,40034,40034,suite vivienda universitaria,0,02/04/2018,05/08/2018,452806
 40035,40035,40035,suite hotel,0,26/01/2018,13/09/2018,1514700
 40036,40036,40036,habitación vivienda universitaria,0,06/01/2018,04/05/2018,784363
 40037,40037,40037,habitación hotel,1,23/01/2018,19/06/2019,1673826
 40038,40038,40038,suite hotel,0,19/03/2020,08/01/2018,200718
 40039,40039,40039,habitación hostal,1,13/01/2018,03/02/2018,1806990
 40040,40040,40040,habitación hostal,0,26/01/2018,25/08/2018,237988
 40041,40041,40041,vivienda,1,06/05/2018,20/08/2018,3753527
 40042,40042,40042,habitación vivienda universitaria,1,10/05/2018,26/06/2019,1567021
