NUMERO, CONTRATO, PRECIONUMERO, ESAMOBLADO
 44522,44522,1944415,0
 44523,44523,3140055,1
 44524,44524,3750201,0
 44525,44525,3439711,0
 44526,44526,4741921,0
 44527,44527,4830494,0
 44528,44528,771513,1
 44529,44529,4037993,1
 44530,44530,2542701,1
 44531,44531,1366662,0
 44532,44532,1721479,0
 44533,44533,5634350,1
 44534,44534,3025138,1
 44535,44535,5898623,1
 44536,44536,6536543,0
 44537,44537,2592095,1
 44538,44538,2104043,0
 44539,44539,3868623,0
 44540,44540,972012,0
 44541,44541,1405961,0
 44542,44542,5123362,1
 44543,44543,2652834,1
 44544,44544,1757710,1
 44545,44545,4602358,0
 44546,44546,3115310,0
 44547,44547,4019917,1
 44548,44548,1592032,0
 44549,44549,4575761,0
 44550,44550,2073433,0
 44551,44551,5880530,0
 44552,44552,415445,1
 44553,44553,5130341,0
 44554,44554,1282532,1
 44555,44555,3487748,0
 44556,44556,3193513,1
 44557,44557,1930649,0
 44558,44558,3524095,1
 44559,44559,108487,0
 44560,44560,402819,0
 44561,44561,2032393,1
 44562,44562,6513019,1
 44563,44563,4575106,0
 44564,44564,2271290,0
 44565,44565,2248798,1
 44566,44566,2423365,0
 44567,44567,1534990,0
 44568,44568,5418085,1
 44569,44569,1626918,0
 44570,44570,5407487,0
 44571,44571,4392527,0
 44572,44572,3047388,0
 44573,44573,932049,0
 44574,44574,1061498,1
 44575,44575,627510,1
 44576,44576,6602417,1
 44577,44577,4308598,0
 44578,44578,3943942,1
 44579,44579,6443727,1
 44580,44580,5872027,0
 44581,44581,5476020,1
 44582,44582,939380,1
 44583,44583,1019495,0
 44584,44584,4213729,1
 44585,44585,5985265,0
 44586,44586,935105,1
 44587,44587,3567105,0
 44588,44588,3395457,0
 44589,44589,5741765,1
 44590,44590,1392453,0
 44591,44591,6493929,1
 44592,44592,5428823,1
 44593,44593,5829842,1
 44594,44594,5821955,0
 44595,44595,2174470,0
 44596,44596,1609983,1
 44597,44597,5383054,1
 44598,44598,2630432,1
 44599,44599,6753416,1
 44600,44600,5763499,1
 44601,44601,945322,0
 44602,44602,1557207,0
 44603,44603,2944797,1
 44604,44604,3335456,0
 44605,44605,5972897,0
 44606,44606,4686287,1
 44607,44607,5085463,0
 44608,44608,3614424,0
 44609,44609,5790232,0
 44610,44610,3440278,1
 44611,44611,106014,1
 44612,44612,5248371,1
 44613,44613,5171700,1
 44614,44614,3742093,0
 44615,44615,6937073,0
 44616,44616,6344517,0
 44617,44617,2350853,0
 44618,44618,5696728,0
 44619,44619,6069301,1
 44620,44620,1259174,1
 44621,44621,909290,1
 44622,44622,1547201,1
 44623,44623,6359580,0
 44624,44624,2417614,0
 44625,44625,4255753,0
 44626,44626,6721988,0
 44627,44627,3629979,1
 44628,44628,4212731,1
 44629,44629,2960566,0
 44630,44630,1206737,0
 44631,44631,2222423,1
 44632,44632,682893,1
 44633,44633,977122,1
 44634,44634,3640851,1
 44635,44635,2967809,0
 44636,44636,2198136,1
 44637,44637,561288,0
 44638,44638,6940148,1
 44639,44639,3819157,0
 44640,44640,6671150,1
 44641,44641,5588445,1
 44642,44642,5454954,1
 44643,44643,165321,0
 44644,44644,4434602,0
 44645,44645,4192713,0
 44646,44646,4652562,0
 44647,44647,6009655,0
 44648,44648,3120363,1
 44649,44649,4243895,0
 44650,44650,4420613,0
 44651,44651,4548555,1
 44652,44652,1013779,1
 44653,44653,5711170,0
 44654,44654,5587898,0
 44655,44655,4163375,0
 44656,44656,4056201,1
 44657,44657,1368544,0
 44658,44658,328204,1
 44659,44659,5097936,0
 44660,44660,1523400,1
 44661,44661,2522741,1
 44662,44662,1884540,0
 44663,44663,3202921,1
 44664,44664,6703902,1
 44665,44665,4699932,1
 44666,44666,6119338,1
 44667,44667,2266580,0
 44668,44668,6357549,0
 44669,44669,5676432,0
 44670,44670,4624026,1
 44671,44671,382676,1
 44672,44672,3853912,1
 44673,44673,5050702,0
 44674,44674,2255407,0
 44675,44675,4016086,1
 44676,44676,1839995,0
 44677,44677,5934001,0
 44678,44678,1012971,1
 44679,44679,4321498,0
 44680,44680,2394988,0
 44681,44681,3639904,0
 44682,44682,2557101,1
 44683,44683,6984599,0
 44684,44684,2474458,0
 44685,44685,5887301,0
 44686,44686,649781,0
 44687,44687,1613123,1
 44688,44688,5480957,0
 44689,44689,4789929,0
 44690,44690,2068044,1
 44691,44691,2084634,0
 44692,44692,3089577,0
 44693,44693,1086716,1
 44694,44694,722413,0
 44695,44695,4800289,1
 44696,44696,3307629,1
 44697,44697,825980,0
 44698,44698,6213719,0
 44699,44699,6799859,0
 44700,44700,5593093,0
 44701,44701,6663549,0
 44702,44702,4299147,1
 44703,44703,6867372,1
 44704,44704,3252042,0
 44705,44705,5180858,0
 44706,44706,4488107,0
 44707,44707,2670426,0
 44708,44708,5787501,0
 44709,44709,840867,1
 44710,44710,5629773,1
 44711,44711,3545014,1
 44712,44712,2272936,1
 44713,44713,6840095,0
 44714,44714,4330383,1
 44715,44715,628525,0
 44716,44716,3228716,1
 44717,44717,2085018,1
 44718,44718,2304611,0
 44719,44719,6464941,0
 44720,44720,5898192,1
 44721,44721,649605,1
 44722,44722,4559102,1
 44723,44723,4550830,0
 44724,44724,6262717,0
 44725,44725,6441535,1
 44726,44726,4134794,0
 44727,44727,3590842,1
 44728,44728,1153466,0
 44729,44729,4129401,1
 44730,44730,1119086,0
 44731,44731,6208267,1
 44732,44732,2423535,0
 44733,44733,6587681,0
 44734,44734,2990936,1
 44735,44735,2992972,1
 44736,44736,5854343,1
 44737,44737,325355,1
 44738,44738,3645570,1
 44739,44739,5480106,1
 44740,44740,2023122,0
 44741,44741,465657,1
 44742,44742,5989721,0
 44743,44743,199281,1
 44744,44744,1771115,0
 44745,44745,1414723,1
 44746,44746,2183727,1
 44747,44747,2500672,0
 44748,44748,4023373,0
 44749,44749,5431655,0
 44750,44750,6127819,0
 44751,44751,5331275,0
 44752,44752,3998353,1
 44753,44753,5880002,1
 44754,44754,5273337,0
 44755,44755,6676117,1
 44756,44756,1501549,0
 44757,44757,1547200,1
 44758,44758,726261,0
 44759,44759,2068650,0
 44760,44760,1764325,1
 44761,44761,1184044,1
 44762,44762,4526457,0
 44763,44763,5601650,0
 44764,44764,3053970,0
 44765,44765,725181,0
 44766,44766,6798042,1
 44767,44767,2818307,1
 44768,44768,5954981,1
 44769,44769,4124203,1
 44770,44770,4491413,0
 44771,44771,2192993,0
 44772,44772,2579115,0
 44773,44773,4926203,0
 44774,44774,1484718,1
 44775,44775,4798031,1
 44776,44776,4564540,0
 44777,44777,6369280,1
 44778,44778,5033253,1
 44779,44779,6826528,1
 44780,44780,1689052,1
 44781,44781,218056,1
 44782,44782,740156,1
 44783,44783,2514180,0
 44784,44784,4911603,1
 44785,44785,6167707,1
 44786,44786,1722325,0
 44787,44787,1089792,0
 44788,44788,4475654,0
 44789,44789,5097364,0
 44790,44790,218628,0
 44791,44791,4139613,0
 44792,44792,2591769,0
 44793,44793,940445,0
 44794,44794,1033214,0
 44795,44795,5337199,1
 44796,44796,6367641,1
 44797,44797,2317562,0
 44798,44798,6461640,0
 44799,44799,4506240,1
 44800,44800,4978259,0
 44801,44801,3561670,1
 44802,44802,197842,0
 44803,44803,2593287,1
 44804,44804,203925,1
 44805,44805,4900149,1
 44806,44806,5709148,1
 44807,44807,5532845,1
 44808,44808,3853196,1
 44809,44809,3608970,0
 44810,44810,1906800,0
 44811,44811,4316462,1
 44812,44812,6192441,0
 44813,44813,3063373,1
 44814,44814,5289013,1
 44815,44815,2557852,1
 44816,44816,6233516,0
 44817,44817,2852451,0
 44818,44818,1549606,1
 44819,44819,1615362,0
 44820,44820,4089942,1
 44821,44821,5815249,0
 44822,44822,6577045,1
 44823,44823,529659,0
 44824,44824,5905563,1
 44825,44825,4465654,0
 44826,44826,3084562,1
 44827,44827,3289903,1
 44828,44828,295316,1
 44829,44829,3068378,1
 44830,44830,6182555,1
 44831,44831,430575,1
 44832,44832,1438210,0
 44833,44833,592866,1
 44834,44834,2525774,1
 44835,44835,6164851,0
 44836,44836,1140953,0
 44837,44837,1336758,0
 44838,44838,3308375,0
 44839,44839,6196668,1
 44840,44840,644515,0
 44841,44841,6544994,0
 44842,44842,391045,1
 44843,44843,4246036,1
 44844,44844,835771,1
 44845,44845,1784374,1
 44846,44846,5847371,0
 44847,44847,3348319,1
 44848,44848,3308719,0
 44849,44849,6096631,0
 44850,44850,3611761,1
 44851,44851,832165,1
 44852,44852,6268029,1
 44853,44853,5904201,1
 44854,44854,1016426,1
 44855,44855,5829768,1
 44856,44856,6428542,0
 44857,44857,3045654,0
 44858,44858,1730654,1
 44859,44859,3120771,0
 44860,44860,1091283,1
 44861,44861,4679640,1
 44862,44862,2269070,1
 44863,44863,3147744,0
 44864,44864,3154572,0
 44865,44865,664259,0
 44866,44866,2179289,1
 44867,44867,539440,0
 44868,44868,2027353,0
 44869,44869,4830751,1
 44870,44870,2973783,0
 44871,44871,4594238,1
 44872,44872,1183418,0
 44873,44873,5728081,0
 44874,44874,893206,0
 44875,44875,6411304,0
 44876,44876,5124443,0
 44877,44877,2106010,0
 44878,44878,4770012,1
 44879,44879,3186071,1
 44880,44880,6881752,1
 44881,44881,4252389,1
 44882,44882,6141574,0
 44883,44883,6950447,1
 44884,44884,2995636,0
 44885,44885,6468318,0
 44886,44886,524953,0
 44887,44887,6083233,0
 44888,44888,6017072,0
 44889,44889,5470119,1
 44890,44890,5391169,1
 44891,44891,6752126,1
 44892,44892,198775,1
 44893,44893,1976341,1
 44894,44894,2088477,1
 44895,44895,6189466,1
 44896,44896,5743230,1
 44897,44897,5993605,1
 44898,44898,2367555,0
 44899,44899,863976,0
 44900,44900,4796533,0
 44901,44901,656356,0
 44902,44902,6335998,0
 44903,44903,2444892,1
 44904,44904,5177254,1
 44905,44905,1843163,1
 44906,44906,5938275,1
 44907,44907,524753,1
 44908,44908,5843354,1
 44909,44909,5512834,1
 44910,44910,2719486,1
 44911,44911,4070492,1
 44912,44912,767312,0
 44913,44913,4355858,1
 44914,44914,4699485,0
 44915,44915,1478022,1
 44916,44916,1248582,1
 44917,44917,1933136,1
 44918,44918,1546170,1
 44919,44919,2248355,1
 44920,44920,5616829,1
 44921,44921,3485570,1
 44922,44922,3899071,1
 44923,44923,3364483,0
 44924,44924,464442,0
 44925,44925,2154611,1
 44926,44926,4341304,1
 44927,44927,4374613,1
 44928,44928,5173639,0
 44929,44929,1616073,1
 44930,44930,5986273,0
 44931,44931,4328804,0
 44932,44932,6114369,1
 44933,44933,2387670,1
 44934,44934,6620749,1
 44935,44935,3142174,1
 44936,44936,1453053,0
 44937,44937,6650192,0
 44938,44938,270354,0
 44939,44939,6266779,0
 44940,44940,4446858,1
 44941,44941,2495034,1
 44942,44942,6799826,0
 44943,44943,6377666,0
 44944,44944,4135288,0
 44945,44945,1436077,1
 44946,44946,5703546,0
 44947,44947,4087271,1
 44948,44948,6560706,1
 44949,44949,4091623,0
 44950,44950,3093885,1
 44951,44951,5692971,1
 44952,44952,5271772,0
 44953,44953,1244805,1
 44954,44954,167710,1
 44955,44955,2435420,1
 44956,44956,6586988,1
 44957,44957,3384775,0
 44958,44958,3041941,1
 44959,44959,5840867,1
 44960,44960,1454978,1
 44961,44961,5713155,0
 44962,44962,4319068,0
 44963,44963,4536061,0
 44964,44964,5584059,0
 44965,44965,3905509,1
 44966,44966,6154464,1
 44967,44967,134239,1
 44968,44968,3618368,0
 44969,44969,3697836,1
 44970,44970,1811300,0
 44971,44971,1554060,1
 44972,44972,755335,1
 44973,44973,5745260,0
 44974,44974,3987897,1
 44975,44975,4446455,0
 44976,44976,4472807,1
 44977,44977,6107041,0
 44978,44978,6212586,0
 44979,44979,3493694,0
 44980,44980,598361,1
 44981,44981,5355519,1
 44982,44982,1529833,1
 44983,44983,141332,1
 44984,44984,1634475,0
 44985,44985,6072969,0
 44986,44986,3135286,1
 44987,44987,5404585,1
 44988,44988,4793656,1
 44989,44989,4879022,0
 44990,44990,701965,0
 44991,44991,2170192,0
 44992,44992,2779807,0
 44993,44993,3471249,1
 44994,44994,2400696,1
 44995,44995,1604226,1
 44996,44996,847560,0
 44997,44997,1802233,1
 44998,44998,3009750,0
 44999,44999,1247288,1
 45000,45000,5595204,1
 45001,45001,5540708,1
 45002,45002,1016230,1
 45003,45003,5879861,0
 45004,45004,2533973,1
 45005,45005,5815750,0
 45006,45006,4004766,0
 45007,45007,6887093,1
 45008,45008,5697307,0
 45009,45009,3155484,0
 45010,45010,4390704,1
 45011,45011,149754,0
 45012,45012,1224820,1
 45013,45013,4958661,1
 45014,45014,4448376,0
 45015,45015,4412884,1
 45016,45016,4926839,1
 45017,45017,4224449,0
 45018,45018,5845152,1
 45019,45019,4858072,1
 45020,45020,4555527,0
 45021,45021,793626,1
 45022,45022,6913759,0
 45023,45023,5481998,0
 45024,45024,3555064,1
 45025,45025,3281377,0
 45026,45026,2824858,0
 45027,45027,146369,1
 45028,45028,2453663,1
 45029,45029,5609119,1
 45030,45030,698698,1
 45031,45031,3578264,1
 45032,45032,4056243,0
 45033,45033,6048754,1
 45034,45034,3449698,0
 45035,45035,2090778,0
 45036,45036,1410111,0
 45037,45037,4437247,0
 45038,45038,706303,0
 45039,45039,4027580,1
 45040,45040,2233574,0
 45041,45041,6823746,0
 45042,45042,960376,0
 45043,45043,3011898,1
 45044,45044,6233306,0
 45045,45045,2233908,1
 45046,45046,5414508,1
 45047,45047,1104484,1
 45048,45048,3831539,0
 45049,45049,2813277,0
 45050,45050,5726128,0
 45051,45051,4647303,1
 45052,45052,6520779,0
 45053,45053,3169835,1
 45054,45054,905515,1
 45055,45055,1170298,1
 45056,45056,3754098,0
 45057,45057,4683621,1
 45058,45058,5966009,0
 45059,45059,3785716,1
 45060,45060,6390158,1
 45061,45061,1978529,1
 45062,45062,5388307,1
 45063,45063,443092,1
 45064,45064,6453956,1
 45065,45065,2522927,1
 45066,45066,974924,0
 45067,45067,5419985,0
 45068,45068,6147239,1
 45069,45069,1363159,0
 45070,45070,1621089,0
 45071,45071,6057043,0
 45072,45072,1814476,1
 45073,45073,5814476,0
 45074,45074,2933989,1
 45075,45075,4280808,0
 45076,45076,2059846,0
 45077,45077,1253495,0
 45078,45078,5882749,0
 45079,45079,5079739,0
 45080,45080,4779802,0
 45081,45081,1815718,1
 45082,45082,4467721,1
 45083,45083,5543745,1
 45084,45084,806144,0
 45085,45085,1826392,1
 45086,45086,5846841,0
 45087,45087,5599862,1
 45088,45088,6503284,0
 45089,45089,2174808,0
 45090,45090,1571794,0
 45091,45091,6482991,0
 45092,45092,4464351,1
 45093,45093,3950476,0
 45094,45094,4085228,0
 45095,45095,2254122,1
 45096,45096,849573,0
 45097,45097,131681,1
 45098,45098,233135,0
 45099,45099,4919425,0
 45100,45100,1262107,1
 45101,45101,4091982,1
 45102,45102,3297981,1
 45103,45103,6806206,1
 45104,45104,1311223,0
 45105,45105,1668137,1
 45106,45106,879466,0
 45107,45107,4939042,1
 45108,45108,1923013,0
 45109,45109,2102348,1
 45110,45110,1578306,1
 45111,45111,4837293,1
 45112,45112,4037227,0
 45113,45113,5201267,0
 45114,45114,418972,0
 45115,45115,3248652,0
 45116,45116,1136034,0
 45117,45117,1065628,1
 45118,45118,654085,1
 45119,45119,1509448,0
 45120,45120,1860326,1
 45121,45121,3308972,1
 45122,45122,1204852,0
 45123,45123,3838840,0
 45124,45124,3629512,0
 45125,45125,3488616,0
 45126,45126,5122225,0
 45127,45127,4746707,0
 45128,45128,6432157,1
 45129,45129,1672838,0
 45130,45130,5454620,1
 45131,45131,6385570,0
 45132,45132,4229385,1
 45133,45133,3912709,1
 45134,45134,217521,1
 45135,45135,2197719,0
 45136,45136,753009,0
 45137,45137,936623,0
 45138,45138,5453952,1
 45139,45139,1692618,1
 45140,45140,2050172,1
 45141,45141,2214703,0
 45142,45142,5002756,0
 45143,45143,3746260,1
 45144,45144,2589000,1
 45145,45145,3309143,0
 45146,45146,1330171,1
 45147,45147,5980641,0
 45148,45148,1778128,0
 45149,45149,732725,0
 45150,45150,665655,1
 45151,45151,2791530,1
 45152,45152,6683314,1
 45153,45153,2354049,1
 45154,45154,5820788,1
 45155,45155,5249609,1
 45156,45156,1810657,1
 45157,45157,2589466,0
 45158,45158,5219194,0
 45159,45159,6202031,0
 45160,45160,3229710,1
 45161,45161,841554,1
 45162,45162,3793511,0
 45163,45163,873993,1
 45164,45164,6056822,1
 45165,45165,6922502,1
 45166,45166,5226251,0
 45167,45167,2211292,0
 45168,45168,3953501,1
 45169,45169,1472999,1
 45170,45170,4529006,0
 45171,45171,5098145,0
 45172,45172,2801028,0
 45173,45173,2950258,1
 45174,45174,157074,1
 45175,45175,2198369,1
 45176,45176,6426595,1
 45177,45177,5622253,1
 45178,45178,3235022,1
 45179,45179,3934153,0
 45180,45180,1396451,0
 45181,45181,3137500,1
 45182,45182,2898494,0
 45183,45183,2266701,1
 45184,45184,6810027,0
 45185,45185,5773649,1
 45186,45186,5288894,1
 45187,45187,1030769,1
 45188,45188,4939864,1
 45189,45189,5045907,0
 45190,45190,3044020,0
 45191,45191,412844,1
 45192,45192,6389700,0
 45193,45193,1657264,0
 45194,45194,2001096,0
 45195,45195,6862144,1
 45196,45196,358492,0
 45197,45197,429500,0
 45198,45198,3888331,1
 45199,45199,168627,1
 45200,45200,1887673,0
 45201,45201,4305613,1
 45202,45202,1250491,1
 45203,45203,6173645,1
 45204,45204,309736,1
 45205,45205,4368993,1
 45206,45206,6831021,1
 45207,45207,1228831,0
 45208,45208,4588772,1
 45209,45209,6955870,1
 45210,45210,1846971,0
 45211,45211,2572873,0
 45212,45212,4061961,1
 45213,45213,782054,0
 45214,45214,649883,0
 45215,45215,1925765,0
 45216,45216,5806390,0
 45217,45217,4186429,0
 45218,45218,790414,0
 45219,45219,409325,0
 45220,45220,2052248,0
 45221,45221,708671,1
 45222,45222,1431000,0
 45223,45223,4482291,1
 45224,45224,2997796,0
 45225,45225,5488647,0
 45226,45226,5678294,1
 45227,45227,3111803,0
 45228,45228,6668168,0
 45229,45229,6218215,0
 45230,45230,4560824,0
 45231,45231,1697242,1
 45232,45232,110735,0
 45233,45233,2767408,1
 45234,45234,1940602,0
 45235,45235,3269366,0
 45236,45236,5299670,1
 45237,45237,6424517,0
 45238,45238,3023716,0
 45239,45239,5063753,1
 45240,45240,2739397,1
 45241,45241,3550379,0
 45242,45242,3151474,1
 45243,45243,5260796,1
 45244,45244,2091014,1
 45245,45245,1911809,1
 45246,45246,2428453,1
 45247,45247,242750,1
 45248,45248,2995397,0
 45249,45249,4208097,1
 45250,45250,4473657,0
 45251,45251,5092320,1
 45252,45252,4157010,0
 45253,45253,4855544,1
 45254,45254,1535789,1
 45255,45255,1868637,0
 45256,45256,5612855,0
 45257,45257,2693058,0
 45258,45258,6568408,0
 45259,45259,4718382,0
 45260,45260,2925328,0
 45261,45261,5735362,0
 45262,45262,5066134,1
 45263,45263,1582355,0
 45264,45264,5037077,0
 45265,45265,764757,1
 45266,45266,6432106,0
 45267,45267,410670,1
 45268,45268,314193,0
 45269,45269,4256926,0
 45270,45270,6310615,0
 45271,45271,6705076,0
 45272,45272,405414,1
 45273,45273,1494887,0
 45274,45274,3670127,0
 45275,45275,390964,1
 45276,45276,1737916,1
 45277,45277,6508341,0
 45278,45278,6703151,0
 45279,45279,1075246,0
 45280,45280,3651758,0
 45281,45281,6504878,0
 45282,45282,3608261,1
 45283,45283,6130004,1
 45284,45284,3702796,1
 45285,45285,1521921,0
 45286,45286,4550363,0
 45287,45287,1525467,1
 45288,45288,5062115,0
 45289,45289,3660712,1
 45290,45290,2140661,1
 45291,45291,4172993,1
 45292,45292,972320,0
 45293,45293,4487040,0
 45294,45294,4178357,0
 45295,45295,1832405,0
 45296,45296,4354278,0
 45297,45297,2918906,0
 45298,45298,5332050,0
 45299,45299,2103360,0
 45300,45300,5047325,0
 45301,45301,3649435,0
 45302,45302,4814571,0
 45303,45303,6708021,1
 45304,45304,3601861,1
 45305,45305,2561121,1
 45306,45306,1869231,1
 45307,45307,3046395,0
 45308,45308,2627119,0
 45309,45309,6217155,1
 45310,45310,572277,1
 45311,45311,5415595,0
 45312,45312,1126667,0
 45313,45313,3242897,0
 45314,45314,3237668,0
 45315,45315,414812,0
 45316,45316,6330439,1
 45317,45317,6654288,0
 45318,45318,2811752,1
 45319,45319,3062153,1
 45320,45320,3700986,1
 45321,45321,6847996,1
 45322,45322,3581488,1
 45323,45323,144920,1
 45324,45324,3554093,1
 45325,45325,2941147,1
 45326,45326,6224849,1
 45327,45327,5833360,1
 45328,45328,539170,0
 45329,45329,1286121,0
 45330,45330,258886,0
 45331,45331,5887112,0
 45332,45332,1335672,1
 45333,45333,2137329,0
 45334,45334,4640256,0
 45335,45335,2625204,0
 45336,45336,1275292,1
 45337,45337,3298989,1
 45338,45338,2709326,0
 45339,45339,3934799,0
 45340,45340,3219638,0
 45341,45341,5889067,0
 45342,45342,4618188,1
 45343,45343,6753529,0
 45344,45344,1853282,1
 45345,45345,2999231,1
 45346,45346,1938800,0
 45347,45347,4869199,1
 45348,45348,3872422,1
 45349,45349,5473443,0
 45350,45350,401797,1
 45351,45351,2520853,0
 45352,45352,6124467,0
 45353,45353,1958468,1
 45354,45354,4876894,1
 45355,45355,5195652,1
 45356,45356,5608958,0
 45357,45357,3120810,0
 45358,45358,6952990,0
 45359,45359,2146001,1
 45360,45360,6345853,1
 45361,45361,1762448,1
 45362,45362,6849894,0
 45363,45363,3957038,0
 45364,45364,2618663,0
 45365,45365,2041812,1
 45366,45366,1867416,0
 45367,45367,5052266,1
 45368,45368,6280793,1
 45369,45369,2182535,0
 45370,45370,781265,0
 45371,45371,230145,1
 45372,45372,6749839,1
 45373,45373,604936,1
 45374,45374,2555930,0
 45375,45375,5301306,0
 45376,45376,4243558,1
 45377,45377,5065338,1
 45378,45378,3009247,1
 45379,45379,6921918,0
 45380,45380,3982071,1
 45381,45381,6753980,1
 45382,45382,1987416,0
 45383,45383,2908039,1
 45384,45384,6580957,1
 45385,45385,2367694,0
 45386,45386,1308617,1
 45387,45387,1024949,0
 45388,45388,4632506,0
 45389,45389,1591354,0
 45390,45390,702745,0
 45391,45391,3055733,1
 45392,45392,2063399,0
 45393,45393,5760836,0
 45394,45394,3105344,0
 45395,45395,3187430,0
 45396,45396,469958,0
 45397,45397,875860,1
 45398,45398,118148,0
 45399,45399,1898087,1
 45400,45400,2119267,0
 45401,45401,1140259,0
 45402,45402,3511931,1
 45403,45403,6477383,0
 45404,45404,4068038,0
 45405,45405,5643814,0
 45406,45406,2215043,0
 45407,45407,4490264,1
 45408,45408,3459067,1
 45409,45409,4622018,0
 45410,45410,4471503,1
 45411,45411,6088245,0
 45412,45412,613402,0
 45413,45413,726838,0
 45414,45414,2061672,1
 45415,45415,5779836,0
 45416,45416,4690924,1
 45417,45417,6873632,0
 45418,45418,6361566,0
 45419,45419,3659416,0
 45420,45420,6675112,0
 45421,45421,6513461,0
 45422,45422,1701193,1
 45423,45423,4702423,0
 45424,45424,298245,0
 45425,45425,1741171,0
 45426,45426,3886805,0
 45427,45427,6754095,0
 45428,45428,464923,0
 45429,45429,1478172,1
 45430,45430,1759729,1
 45431,45431,4777213,1
 45432,45432,6974875,1
 45433,45433,6859091,0
 45434,45434,2360837,1
 45435,45435,1024768,0
 45436,45436,572505,0
 45437,45437,5609698,1
 45438,45438,3947182,0
 45439,45439,2540143,1
 45440,45440,2194325,0
 45441,45441,137928,1
 45442,45442,578791,0
 45443,45443,2958340,1
 45444,45444,640808,0
 45445,45445,2325694,0
 45446,45446,5816625,0
 45447,45447,2958851,0
 45448,45448,2900548,1
 45449,45449,2227857,1
 45450,45450,745520,0
 45451,45451,6069631,1
 45452,45452,4372739,0
 45453,45453,3992742,0
 45454,45454,4425207,1
 45455,45455,1214232,0
 45456,45456,775324,0
 45457,45457,5882540,1
 45458,45458,6720211,0
 45459,45459,553972,0
 45460,45460,1219957,0
 45461,45461,3131219,1
 45462,45462,2177487,0
 45463,45463,2231171,0
 45464,45464,6485123,0
 45465,45465,3796193,1
 45466,45466,4067732,1
 45467,45467,4796781,1
 45468,45468,6005283,1
 45469,45469,3546061,1
 45470,45470,2146305,1
 45471,45471,1359103,0
 45472,45472,1860217,0
 45473,45473,4845874,0
 45474,45474,2698411,0
 45475,45475,4467382,1
 45476,45476,5707307,1
 45477,45477,1730045,0
 45478,45478,5184476,1
 45479,45479,3071779,0
 45480,45480,5373263,1
 45481,45481,5593736,1
 45482,45482,4683030,1
 45483,45483,5095801,0
 45484,45484,1880209,0
 45485,45485,2036849,0
 45486,45486,3285260,1
 45487,45487,2299437,1
 45488,45488,5565025,1
 45489,45489,1436004,0
 45490,45490,970637,0
 45491,45491,6164557,0
 45492,45492,4587378,1
 45493,45493,2606289,0
 45494,45494,1994443,1
 45495,45495,2443037,0
 45496,45496,4542533,0
 45497,45497,6399223,1
 45498,45498,2373931,1
 45499,45499,5332088,0
 45500,45500,2256842,1
 45501,45501,426509,1
 45502,45502,6527872,1
 45503,45503,712202,0
 45504,45504,3187632,1
 45505,45505,4630731,0
 45506,45506,2808582,0
 45507,45507,748137,1
 45508,45508,5521593,1
 45509,45509,898322,1
 45510,45510,2586511,1
 45511,45511,5053648,0
 45512,45512,3935787,0
 45513,45513,3104699,1
 45514,45514,2387586,1
 45515,45515,1489953,1
 45516,45516,1240283,1
 45517,45517,394242,0
 45518,45518,2283355,0
 45519,45519,484229,0
 45520,45520,6960099,1
 45521,45521,4494434,1
 45522,45522,3918883,0
 45523,45523,5998347,1
 45524,45524,4714376,0
 45525,45525,4244775,1
 45526,45526,5322482,0
 45527,45527,1841780,1
 45528,45528,6167794,1
 45529,45529,5702507,0
 45530,45530,5425389,1
 45531,45531,3948866,0
 45532,45532,2166830,1
 45533,45533,3601077,1
 45534,45534,5598783,0
 45535,45535,4425416,0
 45536,45536,2441170,1
 45537,45537,5592957,1
 45538,45538,1370881,0
 45539,45539,1638920,1
 45540,45540,4821455,1
 45541,45541,6804578,1
 45542,45542,185505,0
 45543,45543,3025458,0
 45544,45544,2731540,0
 45545,45545,2892374,0
 45546,45546,4900556,1
 45547,45547,3491780,1
 45548,45548,440279,1
 45549,45549,5781965,1
 45550,45550,5262595,0
 45551,45551,4196808,0
 45552,45552,2441906,0
 45553,45553,5177103,1
 45554,45554,4290975,1
 45555,45555,2586625,0
 45556,45556,3654646,1
 45557,45557,4082573,0
 45558,45558,6089719,1
 45559,45559,5689208,0
 45560,45560,1450605,0
 45561,45561,852914,1
 45562,45562,1994421,1
 45563,45563,643386,0
 45564,45564,1564492,1
 45565,45565,649168,1
 45566,45566,423962,0
 45567,45567,5837688,0
 45568,45568,1268608,0
 45569,45569,3244620,1
 45570,45570,6154913,0
 45571,45571,842309,1
 45572,45572,5217704,1
 45573,45573,6777117,0
 45574,45574,1820366,0
 45575,45575,4647915,1
 45576,45576,243600,1
 45577,45577,3682482,0
 45578,45578,4465941,1
 45579,45579,5791233,0
 45580,45580,4998597,0
 45581,45581,4967456,0
 45582,45582,5974908,1
 45583,45583,1267943,1
 45584,45584,1753512,0
 45585,45585,879046,1
 45586,45586,6776987,1
 45587,45587,2610477,1
 45588,45588,4732325,0
 45589,45589,6992366,1
 45590,45590,1078579,0
 45591,45591,5833163,0
 45592,45592,308854,1
 45593,45593,3400873,1
 45594,45594,851104,1
 45595,45595,4774839,0
 45596,45596,2719144,1
 45597,45597,6949667,1
 45598,45598,5637532,0
 45599,45599,1849251,0
 45600,45600,2833370,1
 45601,45601,2794140,0
 45602,45602,4486682,0
 45603,45603,242797,0
 45604,45604,2063623,0
 45605,45605,3629635,0
 45606,45606,3491892,0
