ID, BANIERA, YACUZZI, SALA, COCINETA
 51010,1,1,1,1
 51011,1,1,0,0
 51012,1,1,0,0
 51013,0,0,1,0
 51014,0,1,1,0
 51015,0,0,0,1
 51016,1,0,1,1
 51017,0,0,0,0
 51018,1,0,1,0
 51019,1,0,1,0
 51020,1,0,1,1
 51021,0,0,0,0
 51022,0,0,1,0
 51023,0,0,1,0
 51024,0,0,0,1
 51025,0,1,1,0
 51026,1,0,0,1
 51027,0,1,0,1
 51028,1,1,0,1
 51029,0,0,1,0
 51030,1,0,1,1
 51031,1,0,0,1
 51032,1,1,1,1
 51033,1,0,1,1
 51034,1,0,0,1
 51035,1,1,1,1
 51036,1,0,0,1
 51037,1,1,0,0
 51038,1,1,1,0
 51039,0,0,1,1
 51040,1,1,1,0
 51041,1,0,1,1
 51042,0,0,0,0
 51043,1,1,1,1
 51044,0,1,1,1
 51045,0,0,0,1
 51046,0,1,1,1
 51047,0,1,0,0
 51048,1,1,0,0
 51049,1,1,0,1
 51050,0,0,1,1
 51051,1,1,0,1
 51052,0,1,1,0
 51053,1,0,1,0
 51054,1,0,1,0
 51055,0,1,0,0
 51056,0,0,0,0
 51057,0,0,0,1
 51058,1,1,0,0
 51059,0,0,0,1
 51060,1,1,1,1
 51061,1,1,0,1
 51062,1,1,0,0
 51063,0,1,0,1
 51064,1,1,0,0
 51065,1,0,1,0
 51066,1,1,0,0
 51067,1,1,0,1
 51068,1,0,1,1
 51069,0,0,0,1
 51070,0,0,0,0
 51071,1,1,0,1
 51072,1,1,1,1
 51073,0,1,0,0
 51074,1,1,0,1
 51075,1,1,0,1
 51076,0,0,1,1
 51077,1,0,0,1
 51078,1,1,0,0
 51079,1,0,1,1
 51080,0,1,0,1
 51081,0,0,1,1
 51082,0,1,1,1
 51083,1,1,0,1
 51084,1,0,1,0
 51085,0,0,0,0
 51086,1,1,0,0
 51087,0,1,1,1
 51088,1,1,1,0
 51089,0,0,0,1
 51090,1,1,0,0
 51091,0,0,0,0
 51092,1,0,0,0
 51093,0,1,0,0
 51094,1,1,0,1
 51095,0,1,1,1
 51096,0,0,1,1
 51097,1,1,0,0
 51098,1,0,1,1
 51099,1,1,0,0
 51100,1,0,1,0
 51101,1,1,0,0
 51102,0,1,1,1
 51103,1,1,1,0
 51104,0,1,1,0
 51105,0,0,1,0
 51106,0,0,0,0
 51107,1,1,0,0
 51108,1,1,1,1
 51109,1,0,1,1
 51110,1,1,1,1
 51111,1,0,0,0
 51112,1,0,1,1
 51113,1,1,1,0
 51114,0,0,0,1
 51115,1,0,1,0
 51116,1,1,1,1
 51117,0,0,1,0
 51118,0,1,0,1
 51119,0,0,1,0
 51120,1,0,1,1
 51121,0,1,0,1
 51122,1,1,0,0
 51123,1,0,1,1
 51124,0,0,1,0
 51125,1,0,0,0
 51126,0,0,1,0
 51127,0,1,1,1
 51128,0,0,1,0
 51129,0,1,0,1
 51130,0,0,1,1
 51131,1,0,1,0
 51132,1,0,1,0
 51133,0,0,1,1
 51134,1,1,1,0
 51135,1,0,0,0
 51136,0,0,0,1
 51137,1,0,0,0
 51138,1,0,0,0
 51139,0,0,0,1
 51140,1,1,1,1
 51141,1,0,0,0
 51142,1,0,0,0
 51143,0,0,0,0
 51144,1,0,0,0
 51145,1,1,1,1
 51146,0,0,0,0
 51147,0,0,1,0
 51148,0,1,0,1
 51149,1,1,1,0
 51150,0,0,1,1
 51151,1,1,1,1
 51152,0,1,0,0
 51153,0,1,0,1
 51154,0,1,1,0
 51155,0,1,0,1
 51156,0,1,1,0
 51157,0,0,0,1
 51158,0,0,0,1
 51159,0,1,0,0
 51160,0,1,1,0
 51161,1,1,1,1
 51162,1,0,0,1
 51163,1,1,1,1
 51164,0,0,1,0
 51165,1,0,0,0
 51166,1,1,1,0
 51167,0,0,0,0
 51168,0,0,1,0
 51169,1,1,0,1
 51170,1,1,0,1
 51171,0,0,0,0
 51172,0,0,0,1
 51173,1,0,1,1
 51174,1,0,1,1
 51175,1,1,0,0
 51176,0,0,0,0
 51177,0,0,0,1
 51178,1,0,0,0
 51179,0,0,1,0
 51180,1,1,0,0
 51181,0,0,1,0
 51182,0,1,1,0
 51183,1,1,1,0
 51184,0,0,1,1
 51185,1,0,1,1
 51186,1,0,1,0
 51187,1,1,1,0
 51188,1,0,0,0
 51189,0,0,1,0
 51190,0,1,0,0
 51191,1,0,1,1
 51192,0,0,1,1
 51193,0,0,1,0
 51194,0,1,1,0
 51195,1,0,1,0
 51196,0,0,1,0
 51197,1,1,1,1
 51198,1,1,1,0
 51199,1,0,1,1
 51200,1,1,1,1
 51201,1,1,0,1
 51202,0,0,0,0
 51203,1,0,1,0
 51204,1,1,0,0
 51205,0,1,0,1
 51206,1,1,0,0
 51207,0,0,1,0
 51208,0,1,0,1
 51209,1,0,1,0
 51210,0,0,0,1
 51211,1,0,0,1
 51212,0,1,0,1
 51213,1,1,1,1
 51214,1,0,0,1
 51215,0,0,1,1
 51216,0,1,1,1
 51217,0,1,0,1
 51218,1,1,1,1
 51219,1,1,0,1
 51220,1,0,1,1
 51221,1,0,1,0
 51222,0,1,0,0
 51223,1,0,0,0
 51224,1,0,0,1
 51225,0,0,0,1
 51226,1,1,0,0
 51227,1,0,1,0
 51228,0,0,0,1
 51229,0,1,1,1
 51230,1,0,1,0
 51231,1,1,1,1
 51232,0,1,0,1
 51233,0,1,0,0
 51234,0,0,1,0
 51235,0,0,1,0
 51236,1,1,0,0
 51237,1,0,1,1
 51238,1,0,1,1
 51239,1,1,0,1
 51240,0,1,0,0
 51241,1,1,0,1
 51242,1,1,0,1
 51243,0,1,1,1
 51244,1,1,0,1
 51245,1,1,0,0
 51246,0,1,1,0
 51247,1,0,1,1
 51248,1,1,1,1
 51249,1,0,0,1
 51250,0,1,0,1
 51251,1,0,1,1
 51252,0,0,0,1
 51253,0,0,1,0
 51254,1,1,0,1
 51255,1,1,1,1
 51256,1,1,1,1
 51257,0,1,1,1
 51258,0,0,1,1
 51259,0,1,1,0
 51260,1,0,1,1
 51261,1,0,0,0
 51262,0,1,0,0
 51263,0,1,0,1
 51264,1,0,0,1
 51265,0,1,0,1
 51266,1,1,1,0
 51267,0,1,1,0
 51268,0,0,0,0
 51269,1,0,0,1
 51270,1,1,1,0
 51271,0,0,0,0
 51272,0,1,0,1
 51273,0,0,0,1
 51274,0,0,1,1
 51275,0,1,0,1
 51276,0,0,0,1
 51277,1,0,0,1
 51278,1,0,0,1
 51279,0,0,1,1
 51280,0,1,0,0
 51281,0,1,0,0
 51282,0,0,1,0
 51283,1,0,1,0
 51284,1,1,0,0
 51285,0,1,1,1
 51286,1,1,0,1
 51287,1,0,0,0
 51288,1,1,0,0
 51289,1,0,0,1
 51290,0,1,0,1
 51291,1,1,0,1
 51292,0,1,0,0
 51293,0,0,0,1
 51294,0,0,0,1
 51295,0,1,0,1
 51296,1,0,1,1
 51297,1,0,0,0
 51298,1,1,0,0
 51299,0,0,0,1
 51300,0,1,1,0
 51301,1,1,0,1
 51302,1,0,0,1
 51303,1,1,0,1
 51304,0,1,0,0
 51305,0,1,0,0
 51306,1,0,0,0
 51307,0,0,0,0
 51308,0,1,1,0
 51309,0,1,0,0
 51310,1,1,0,1
 51311,1,0,1,0
 51312,1,0,0,1
 51313,1,0,1,0
 51314,1,0,0,0
 51315,1,1,1,0
 51316,1,1,0,1
 51317,1,0,1,0
 51318,1,0,1,0
 51319,1,0,1,0
 51320,0,0,1,1
 51321,0,1,0,0
 51322,1,1,0,0
 51323,1,1,0,0
 51324,0,1,1,0
 51325,1,0,1,1
 51326,1,1,1,0
 51327,0,0,0,1
 51328,1,0,0,0
 51329,1,0,0,1
 51330,0,1,0,1
 51331,0,0,0,1
 51332,0,0,0,0
 51333,0,1,1,1
 51334,1,1,0,0
 51335,0,1,0,1
 51336,1,1,1,0
 51337,1,0,1,0
 51338,0,0,0,0
 51339,0,1,0,0
 51340,1,0,0,0
 51341,0,1,1,0
 51342,0,0,0,0
 51343,1,1,1,0
 51344,0,0,0,0
 51345,0,1,0,0
 51346,0,1,1,1
 51347,0,1,1,0
 51348,0,0,1,0
 51349,1,0,0,1
 51350,0,0,0,1
 51351,1,1,1,1
 51352,0,0,0,1
 51353,1,0,0,1
 51354,1,1,1,0
 51355,0,0,0,0
 51356,1,1,0,1
 51357,1,1,1,0
 51358,0,1,0,0
 51359,0,0,0,1
 51360,1,0,1,0
 51361,1,1,0,0
 51362,1,0,0,0
 51363,0,1,1,0
 51364,0,1,0,0
 51365,0,1,0,1
 51366,0,1,0,1
 51367,1,0,1,1
 51368,0,0,0,0
 51369,1,0,1,1
 51370,0,0,0,1
 51371,0,0,1,1
 51372,1,0,0,0
 51373,1,0,0,1
 51374,0,1,1,1
 51375,1,0,1,1
 51376,0,0,0,1
 51377,0,0,0,0
 51378,1,0,0,1
 51379,0,0,1,0
 51380,0,0,0,0
 51381,0,0,0,1
 51382,0,1,1,0
 51383,1,0,1,1
 51384,0,0,0,0
 51385,0,1,0,0
 51386,0,0,0,0
 51387,0,0,0,1
 51388,0,1,1,0
 51389,0,0,1,1
 51390,1,0,0,0
 51391,1,0,1,0
 51392,0,0,0,1
 51393,0,1,0,0
 51394,1,0,0,0
 51395,0,1,1,0
 51396,1,1,1,1
 51397,0,1,0,0
 51398,0,1,0,0
 51399,1,0,1,1
 51400,0,1,0,1
 51401,0,0,0,1
 51402,1,0,1,1
 51403,0,1,1,1
 51404,1,1,0,1
 51405,1,0,0,0
 51406,1,1,0,1
 51407,0,0,0,0
 51408,0,0,1,0
 51409,0,0,0,1
 51410,1,0,0,1
 51411,1,0,0,0
 51412,0,0,1,0
 51413,0,1,0,1
 51414,1,0,0,1
 51415,1,1,1,0
 51416,1,0,1,1
 51417,1,0,0,1
 51418,0,0,1,1
 51419,1,1,0,0
 51420,0,0,1,1
 51421,0,1,0,1
 51422,0,1,1,0
 51423,0,1,1,0
 51424,1,0,1,0
 51425,1,0,1,0
 51426,1,1,0,0
 51427,0,0,0,0
 51428,1,1,0,0
 51429,0,1,0,0
 51430,1,1,1,1
 51431,0,0,1,0
 51432,1,0,0,1
 51433,1,0,1,0
 51434,1,0,0,1
 51435,1,0,0,0
 51436,0,1,0,0
 51437,0,0,0,0
 51438,0,1,0,1
 51439,0,0,0,1
 51440,1,0,1,0
 51441,1,0,1,1
 51442,1,0,0,0
 51443,0,0,0,0
 51444,1,1,0,1
 51445,0,0,0,1
 51446,0,1,0,0
 51447,1,1,0,1
 51448,0,1,1,0
 51449,0,0,0,1
 51450,1,0,0,0
 51451,1,0,1,1
 51452,1,0,0,0
 51453,1,1,1,1
 51454,0,0,1,0
 51455,1,0,0,1
 51456,1,1,1,0
 51457,0,0,1,0
 51458,0,1,0,0
 51459,1,0,0,0
 51460,0,1,1,0
 51461,1,1,0,1
 51462,0,1,1,0
 51463,0,1,1,0
 51464,1,0,0,0
 51465,0,1,1,0
 51466,0,0,1,0
 51467,1,0,0,1
 51468,0,1,1,1
 51469,0,0,0,1
 51470,0,0,0,1
 51471,0,1,0,0
 51472,0,1,1,0
 51473,1,0,1,0
 51474,1,1,0,1
 51475,1,1,0,1
 51476,0,0,0,1
 51477,0,0,1,1
 51478,0,0,0,0
 51479,0,1,1,0
 51480,0,1,1,1
 51481,1,1,0,1
 51482,1,0,1,1
 51483,1,0,1,0
 51484,0,1,0,1
 51485,1,1,0,1
 51486,0,1,0,0
 51487,1,0,0,1
 51488,1,1,1,0
 51489,1,1,1,1
 51490,1,1,1,0
 51491,1,0,1,1
 51492,0,1,0,1
 51493,1,1,1,0
 51494,0,0,1,1
 51495,0,0,1,1
 51496,0,0,1,1
 51497,0,1,0,0
 51498,1,1,0,1
 51499,1,0,1,1
 51500,1,1,0,0
 51501,0,0,0,1
 51502,0,0,1,1
 51503,0,0,1,0
 51504,1,1,0,1
 51505,1,0,0,1
 51506,1,1,0,1
 51507,1,0,1,1
 51508,0,0,0,1
 51509,1,1,0,1
 51510,0,0,1,1
 51511,0,0,1,0
 51512,0,0,1,1
 51513,1,0,0,1
 51514,0,1,1,0
 51515,1,1,1,1
 51516,1,1,0,0
 51517,1,1,0,1
 51518,1,0,0,0
 51519,0,1,0,1
 51520,1,0,0,1
 51521,1,1,0,1
 51522,0,1,0,1
 51523,1,1,0,1
 51524,1,0,0,1
 51525,0,0,0,1
 51526,1,1,1,1
 51527,1,1,0,0
 51528,0,1,0,1
 51529,0,1,1,1
 51530,0,1,0,1
 51531,1,0,1,0
 51532,1,0,0,0
 51533,1,1,1,0
 51534,0,1,0,1
 51535,1,0,1,0
 51536,0,1,1,0
 51537,1,1,1,1
 51538,1,0,0,0
 51539,0,1,1,0
 51540,1,0,1,0
 51541,0,1,1,1
 51542,1,0,1,1
 51543,1,1,0,0
 51544,1,0,1,1
 51545,1,0,0,0
 51546,1,0,0,1
 51547,0,0,1,0
 51548,1,0,1,0
 51549,0,1,0,1
 51550,1,1,1,1
 51551,1,0,0,1
 51552,1,0,0,0
 51553,1,0,1,1
 51554,1,1,0,1
 51555,1,0,0,0
 51556,0,0,1,0
 51557,1,0,0,1
 51558,1,0,1,0
 51559,1,0,0,0
 51560,0,0,0,0
 51561,0,1,1,1
 51562,0,1,1,1
 51563,1,1,0,0
 51564,0,0,1,1
 51565,0,1,0,0
 51566,0,0,1,0
 51567,1,1,1,1
 51568,1,0,1,1
 51569,1,0,1,0
 51570,0,1,1,1
 51571,1,0,0,0
 51572,1,0,0,0
 51573,1,0,1,1
 51574,0,0,1,0
 51575,1,0,0,0
 51576,0,1,0,0
 51577,0,0,1,1
 51578,0,1,1,0
 51579,1,1,1,1
 51580,1,0,1,1
 51581,1,1,0,0
 51582,1,0,0,0
 51583,1,0,1,1
 51584,0,1,0,1
 51585,1,0,1,1
 51586,0,0,0,1
 51587,1,0,0,1
 51588,1,1,1,0
 51589,0,1,0,1
 51590,1,1,0,1
 51591,0,1,1,0
 51592,1,0,0,1
 51593,0,0,0,0
 51594,1,1,0,0
 51595,1,1,0,0
 51596,1,1,1,1
 51597,0,0,0,1
 51598,1,1,0,1
 51599,0,0,0,1
 51600,1,0,1,0
 51601,1,0,1,1
 51602,0,1,1,1
 51603,1,0,0,1
 51604,1,1,1,0
 51605,1,0,1,1
 51606,0,0,1,1
 51607,0,0,1,0
 51608,0,0,1,1
 51609,0,0,0,1
 51610,0,0,0,1
 51611,1,1,1,1
 51612,1,1,1,1
 51613,0,0,0,0
 51614,1,1,0,1
 51615,1,1,1,0
 51616,0,1,0,0
 51617,1,0,0,0
 51618,1,0,1,1
 51619,1,1,0,0
 51620,1,0,1,1
 51621,0,0,0,1
 51622,0,1,1,1
 51623,0,0,1,1
 51624,0,0,1,1
 51625,1,0,1,1
 51626,1,0,0,1
 51627,1,1,1,0
 51628,0,0,1,0
 51629,0,1,1,1
 51630,1,0,1,1
 51631,0,0,1,0
 51632,1,1,0,0
 51633,0,0,1,0
 51634,0,1,0,1
 51635,0,0,0,1
 51636,0,1,0,1
 51637,0,0,1,1
 51638,0,0,1,0
 51639,0,0,1,1
 51640,1,1,0,0
 51641,1,1,0,0
 51642,1,1,1,0
 51643,1,0,1,1
 51644,0,1,0,1
 51645,1,1,0,1
 51646,0,1,1,1
 51647,0,1,1,0
 51648,1,1,0,0
 51649,0,1,1,1
 51650,0,0,1,1
 51651,0,1,0,0
 51652,0,1,0,1
 51653,1,1,0,1
 51654,0,1,0,1
 51655,0,1,0,1
 51656,1,0,1,1
 51657,0,1,0,1
 51658,0,0,0,1
 51659,0,0,1,0
 51660,1,1,0,0
 51661,0,0,0,1
 51662,1,0,1,0
 51663,1,1,0,1
 51664,1,1,0,1
 51665,0,0,1,1
 51666,0,0,0,0
 51667,1,1,1,1
 51668,1,0,0,1
 51669,0,0,1,1
 51670,1,1,0,1
 51671,1,0,1,1
 51672,1,1,1,1
 51673,0,1,0,0
 51674,1,0,0,0
 51675,1,0,0,1
 51676,0,1,0,1
 51677,1,1,0,0
 51678,1,1,1,0
 51679,1,1,1,0
 51680,1,1,0,1
 51681,0,1,1,1
 51682,0,0,0,0
 51683,0,0,0,0
 51684,1,1,1,1
 51685,1,0,1,1
 51686,0,1,1,1
 51687,1,1,0,0
 51688,0,1,0,0
 51689,0,1,1,1
 51690,0,1,1,0
 51691,1,1,0,0
 51692,0,1,0,0
 51693,1,1,0,1
 51694,1,1,1,0
 51695,0,1,0,1
 51696,1,0,1,1
 51697,0,1,1,1
 51698,0,1,0,0
 51699,1,0,1,1
 51700,0,0,0,1
 51701,1,1,1,0
 51702,1,0,0,0
 51703,0,1,1,0
 51704,1,1,0,1
 51705,1,1,1,0
 51706,1,0,1,1
 51707,0,0,0,0
 51708,1,1,0,0
 51709,1,0,0,0
 51710,1,1,1,0
 51711,0,0,0,1
 51712,1,1,1,0
 51713,1,0,0,0
 51714,1,1,0,1
 51715,1,0,0,1
 51716,0,0,1,0
 51717,1,0,0,1
 51718,0,0,1,0
 51719,0,1,0,1
 51720,1,1,1,0
 51721,1,1,0,1
 51722,0,1,0,1
 51723,1,0,0,0
 51724,0,1,1,1
 51725,0,1,1,1
 51726,0,0,1,1
 51727,1,1,0,0
 51728,0,0,1,0
 51729,1,0,0,0
 51730,0,1,1,0
 51731,1,0,0,0
 51732,1,1,1,0
 51733,1,1,0,1
 51734,1,0,1,1
 51735,0,1,1,1
 51736,0,1,1,0
 51737,1,1,1,0
 51738,1,1,1,0
 51739,1,1,1,1
 51740,0,1,0,0
 51741,0,1,1,0
 51742,0,1,0,0
 51743,0,0,0,1
 51744,0,1,0,0
 51745,0,0,1,1
 51746,1,1,1,0
 51747,0,0,1,1
 51748,0,0,0,1
 51749,1,0,1,0
 51750,0,1,0,0
 51751,1,1,1,1
 51752,0,0,1,0
 51753,0,0,1,0
 51754,0,1,0,0
 51755,1,1,1,1
 51756,0,0,1,1
 51757,0,1,1,1
 51758,1,1,0,1
 51759,0,0,1,1
 51760,1,0,1,0
 51761,1,0,1,1
 51762,0,1,0,1
 51763,0,1,0,0
 51764,1,0,0,0
 51765,1,1,0,1
 51766,0,0,0,1
 51767,0,1,0,1
 51768,1,0,0,1
 51769,1,0,0,1
 51770,1,0,0,0
 51771,1,0,1,0
 51772,0,0,0,0
 51773,0,1,1,0
 51774,1,0,0,0
 51775,0,0,0,1
 51776,1,0,1,0
 51777,1,0,1,0
 51778,0,0,0,0
 51779,1,0,1,0
 51780,1,1,1,0
 51781,0,1,1,0
 51782,1,0,1,1
 51783,1,1,1,0
 51784,0,0,0,1
 51785,0,0,1,0
 51786,1,0,1,1
 51787,1,0,0,0
 51788,1,0,1,0
 51789,1,0,1,0
 51790,1,1,1,0
 51791,0,0,0,1
 51792,1,1,1,1
 51793,1,0,1,1
 51794,0,1,0,1
 51795,1,0,0,1
 51796,1,1,0,0
 51797,1,0,0,1
 51798,0,0,0,0
 51799,1,1,1,0
 51800,1,0,0,0
 51801,0,1,0,1
 51802,1,0,1,0
 51803,0,1,1,0
 51804,0,1,0,1
 51805,0,1,1,1
 51806,0,0,0,1
 51807,0,0,1,1
 51808,1,1,0,0
 51809,0,1,1,0
 51810,1,0,1,0
 51811,1,1,0,0
 51812,1,0,0,1
 51813,0,0,0,0
 51814,0,1,1,0
 51815,0,1,1,1
 51816,1,0,0,1
 51817,1,0,1,1
 51818,0,1,1,0
 51819,0,0,0,1
 51820,1,0,0,0
 51821,0,0,1,1
 51822,1,0,1,1
 51823,1,0,1,0
 51824,0,1,0,1
 51825,1,1,1,0
 51826,1,1,1,0
 51827,0,1,1,0
 51828,0,1,1,0
 51829,0,0,1,0
 51830,1,0,0,0
 51831,1,0,0,1
 51832,0,1,1,1
 51833,0,1,0,0
 51834,0,0,0,1
 51835,1,0,0,1
 51836,0,0,0,1
 51837,1,1,1,0
 51838,1,1,1,0
 51839,0,1,0,1
 51840,0,1,0,1
 51841,0,0,1,1
 51842,0,0,0,0
 51843,0,0,1,0
 51844,0,0,0,0
 51845,1,1,0,0
 51846,1,0,0,0
 51847,1,0,0,0
 51848,0,1,1,1
 51849,0,1,0,1
 51850,1,1,1,1
 51851,0,0,1,0
 51852,0,0,0,0
 51853,1,0,1,1
 51854,1,1,1,0
 51855,0,0,0,0
 51856,1,0,0,0
 51857,1,0,1,1
 51858,1,1,1,0
 51859,0,1,0,1
 51860,1,1,1,0
 51861,0,0,0,1
 51862,0,1,0,1
 51863,1,0,1,0
 51864,1,0,1,1
 51865,1,1,0,1
 51866,1,1,1,0
 51867,1,1,1,1
 51868,1,1,1,1
 51869,0,1,1,1
 51870,1,1,1,0
 51871,0,1,0,1
 51872,0,1,1,1
 51873,1,1,1,1
 51874,0,1,0,1
 51875,1,0,0,1
 51876,0,1,1,1
 51877,0,0,1,1
 51878,1,1,0,0
 51879,0,1,0,1
 51880,0,1,0,1
 51881,1,1,1,1
 51882,0,0,0,1
 51883,0,1,0,1
 51884,1,0,0,0
 51885,1,0,0,1
 51886,0,0,0,1
 51887,0,0,1,0
 51888,0,0,0,0
 51889,1,0,1,1
 51890,0,0,1,0
 51891,1,1,1,0
 51892,0,0,1,1
 51893,0,0,0,0
 51894,0,0,1,1
 51895,0,0,0,1
 51896,1,0,0,1
 51897,0,0,0,0
 51898,0,0,1,0
 51899,0,0,1,0
 51900,0,0,0,0
 51901,1,1,0,1
 51902,1,0,1,1
 51903,1,1,1,1
 51904,1,0,0,1
 51905,1,0,1,1
 51906,1,0,0,1
 51907,1,0,1,0
 51908,0,1,0,1
 51909,0,1,1,1
 51910,0,1,1,1
 51911,0,0,1,1
 51912,0,1,1,0
 51913,1,1,0,1
 51914,0,1,0,0
 51915,1,0,1,1
 51916,1,1,1,0
 51917,1,0,0,1
 51918,1,0,1,0
 51919,1,0,0,0
 51920,1,1,1,1
 51921,0,1,1,1
 51922,1,0,1,0
 51923,0,1,1,1
 51924,1,1,1,0
 51925,1,0,0,0
 51926,1,0,1,1
 51927,0,1,1,1
 51928,0,0,1,0
 51929,0,0,0,0
 51930,0,1,0,1
 51931,0,1,0,1
 51932,1,1,1,1
 51933,1,1,1,0
 51934,1,0,0,1
 51935,0,0,1,1
 51936,0,1,1,0
 51937,0,1,0,0
 51938,1,1,1,0
 51939,0,1,0,1
 51940,0,0,0,0
 51941,0,1,0,0
 51942,0,0,1,1
 51943,0,0,1,1
 51944,1,0,0,1
 51945,1,1,1,1
 51946,0,0,1,1
 51947,1,0,1,0
 51948,0,1,0,1
 51949,1,0,0,0
 51950,1,1,0,1
 51951,1,1,1,0
 51952,1,1,0,0
 51953,0,0,1,1
 51954,0,0,0,0
 51955,1,1,0,1
 51956,0,0,0,0
 51957,0,0,1,0
 51958,0,1,1,0
 51959,1,1,1,1
 51960,0,1,0,1
 51961,1,0,0,0
 51962,0,1,0,0
 51963,0,1,1,1
 51964,1,0,0,0
 51965,1,1,0,1
 51966,0,1,1,1
 51967,1,1,1,0
 51968,1,0,0,1
 51969,0,1,0,0
 51970,1,0,0,0
 51971,0,1,0,1
 51972,1,1,1,1
 51973,0,0,0,1
 51974,0,0,0,1
 51975,0,0,0,0
 51976,1,0,0,0
 51977,1,0,0,0
 51978,1,1,1,1
 51979,0,1,1,0
 51980,1,1,1,1
 51981,1,0,1,1
 51982,1,0,0,1
 51983,0,1,0,0
 51984,0,0,0,0
 51985,0,0,0,1
 51986,1,1,1,1
 51987,0,1,0,1
 51988,1,1,0,1
 51989,0,0,1,0
 51990,1,0,1,0
 51991,0,0,1,0
 51992,1,1,0,1
 51993,0,1,0,0
 51994,1,0,0,1
 51995,1,0,1,0
 51996,0,0,1,0
 51997,0,1,1,0
 51998,0,0,1,1
 51999,1,1,1,1
 52000,1,0,1,1
 52001,0,1,1,0
 52002,1,1,1,0
 52003,0,0,1,0
 52004,0,0,0,1
 52005,1,1,1,1
 52006,1,0,1,1
 52007,0,1,1,0
 52008,1,0,1,1
 52009,1,0,1,1
 52010,0,1,0,0
 52011,1,0,0,0
 52012,1,0,1,1
 52013,1,0,1,0
 52014,1,0,1,1
 52015,0,0,1,1
 52016,0,0,0,0
 52017,0,0,1,1
 52018,0,1,1,1
 52019,1,0,1,1
 52020,0,1,0,1
 52021,0,0,0,0
 52022,1,0,0,0
 52023,1,1,1,0
 52024,0,0,0,0
 52025,1,1,1,0
 52026,1,0,0,1
 52027,0,1,1,1
 52028,1,1,1,1
 52029,1,0,0,1
 52030,1,0,0,0
 52031,1,1,1,0
 52032,0,0,1,0
 52033,0,0,0,0
 52034,0,0,0,1
 52035,0,0,0,1
 52036,1,1,1,0
 52037,0,1,1,0
 52038,0,0,1,0
 52039,1,1,0,1
 52040,1,1,0,1
 52041,1,0,0,0
 52042,0,1,0,1
 52043,0,0,1,1
 52044,0,0,1,0
 52045,1,0,0,1
 52046,0,1,0,0
 52047,1,1,0,1
 52048,0,1,0,0
 52049,0,0,1,1
 52050,0,1,1,1
 52051,0,0,0,1
 52052,1,0,1,1
 52053,0,1,0,0
 52054,0,1,1,0
 52055,1,1,1,0
 52056,1,1,1,0
 52057,0,0,1,0
 52058,1,0,0,0
 52059,0,1,1,1
 52060,1,1,0,0
 52061,1,0,0,1
 52062,0,1,0,1
 52063,0,1,1,0
 52064,1,1,1,1
 52065,0,1,1,0
 52066,0,0,1,0
 52067,1,0,0,0
 52068,0,1,1,0
 52069,1,1,1,0
 52070,1,0,0,0
 52071,0,1,1,0
 52072,1,1,1,1
 52073,1,0,1,0
 52074,1,1,0,1
 52075,1,0,0,1
 52076,1,1,0,0
 52077,0,1,1,0
 52078,1,1,1,0
 52079,0,1,0,0
 52080,1,1,0,1
 52081,0,1,1,1
 52082,1,1,0,1
 52083,1,0,0,0
 52084,0,0,1,1
 52085,0,1,1,1
 52086,1,0,0,0
 52087,0,1,1,1
 52088,1,1,0,0
 52089,1,0,1,0
 52090,1,0,0,0
 52091,1,1,0,0
 52092,0,1,1,0
 52093,0,1,1,0
 52094,1,0,1,1
 52095,1,0,1,0
 52096,1,1,1,0
 52097,1,1,1,1
 52098,1,0,0,0
 52099,1,1,1,1
 52100,0,1,1,1
 52101,1,1,1,0
 52102,0,1,0,0
 52103,1,1,1,0
 52104,1,1,1,1
 52105,0,1,1,0
 52106,0,0,1,1
 52107,1,1,0,0
 52108,0,0,1,0
 52109,0,1,0,0
 52110,0,0,1,1
 52111,0,1,0,0
 52112,1,1,0,0
 52113,0,1,0,1
 52114,0,1,0,0
 52115,1,1,0,0
 52116,1,0,0,0
 52117,1,0,1,0
 52118,1,1,0,0
 52119,1,0,1,1
 52120,1,0,1,1
 52121,1,1,0,1
 52122,0,0,1,1
 52123,0,0,1,1
 52124,0,1,0,0
 52125,0,0,0,1
 52126,0,1,0,1
 52127,1,0,1,0
 52128,0,1,1,1
 52129,1,0,0,0
 52130,1,1,1,1
 52131,1,0,0,1
 52132,0,0,1,1
 52133,1,0,0,0
 52134,1,0,1,1
 52135,0,1,1,1
 52136,0,0,1,0
 52137,0,0,1,1
 52138,1,0,1,0
 52139,0,1,0,1
 52140,1,1,1,1
 52141,1,0,1,0
 52142,0,1,0,0
 52143,0,0,0,1
 52144,0,0,0,1
 52145,1,1,0,1
 52146,1,0,1,1
 52147,1,0,1,0
 52148,0,1,0,1
 52149,0,0,0,0
 52150,1,1,1,1
 52151,1,1,1,0
 52152,1,0,0,0
 52153,1,1,0,1
 52154,0,0,0,1
 52155,1,1,0,0
 52156,0,1,0,1
 52157,1,1,0,0
 52158,0,0,1,1
 52159,1,1,1,1
 52160,1,0,0,1
 52161,1,0,0,0
 52162,0,1,1,1
 52163,0,0,1,0
 52164,1,1,1,1
 52165,0,0,1,1
 52166,1,0,1,0
 52167,1,0,0,0
 52168,0,0,1,0
 52169,1,0,0,0
 52170,1,0,1,0
 52171,1,1,1,0
 52172,0,1,0,1
 52173,1,0,0,0
