IDOPERADOR, GANANCIA 
 45547,142854443
 45548,280123166
 45549,330942691
 45550,447634732
 45551,298160420
 45552,346716194
 45553,100037299
 45554,498213379
 45555,18245013
 45556,554439391
 45557,245523250
 45558,143595462
 45559,257698318
 45560,328608698
 45561,16112326
 45562,339919959
 45563,118024205
 45564,486681616
 45565,251839988
 45566,392009631
 45567,28428772
 45568,277839723
 45569,129781613
 45570,54726792
 45571,67209100
 45572,527073037
 45573,517842301
 45574,79738224
 45575,529034654
 45576,313397599
 45577,52026736
 45578,354801259
 45579,271906689
 45580,281616921
 45581,404726569
 45582,463681269
 45583,171932113
 45584,470007478
 45585,134740711
 45586,169650866
 45587,207157493
 45588,414893365
 45589,259681426
 45590,354366485
 45591,263256803
 45592,386679337
 45593,416028175
 45594,195725530
 45595,452959607
 45596,445498635
 45597,219148076
 45598,474362599
 45599,366169669
 45600,392192479
 45601,349271205
 45602,286617975
 45603,339677002
 45604,28229190
 45605,74808881
 45606,205691406
 45607,79758834
 45608,514394027
 45609,57792991
 45610,395850713
 45611,289446609
 45612,162977044
 45613,285765442
 45614,177218307
 45615,401623888
 45616,209875212
 45617,548008554
 45618,38400931
 45619,361892174
 45620,421591259
 45621,494466931
 45622,188482555
 45623,499382910
 45624,529819076
 45625,55749749
 45626,480175417
 45627,392260428
 45628,105435170
 45629,536407106
 45630,101725176
 45631,32456587
 45632,255934754
 45633,174767876
 45634,458450492
 45635,530330794
 45636,216506159
 45637,128605345
 45638,3044386
 45639,372631555
 45640,192255694
 45641,162509769
 45642,172011789
 45643,84954409
 45644,144107219
 45645,156208952
 45646,105626181
 45647,448971458
 45648,227132309
 45649,216150551
 45650,243473169
 45651,436123155
 45652,527641069
 45653,233878458
 45654,510762900
 45655,195318530
 45656,328086472
 45657,432846026
 45658,476851421
 45659,18140066
 45660,123755768
 45661,60137996
 45662,94832277
 45663,478399116
 45664,464335803
 45665,168696119
 45666,365607418
 45667,152486079
 45668,65296089
 45669,204356819
 45670,45626943
 45671,323705720
 45672,506022077
 45673,340726115
 45674,113100955
 45675,174646145
 45676,141312993
 45677,162271187
 45678,60878433
 45679,352010356
 45680,414307749
 45681,262967674
 45682,384716460
 45683,264423518
 45684,186427065
 45685,366256025
 45686,2582782
 45687,200707733
 45688,485299402
 45689,130650221
 45690,350465256
 45691,30093024
 45692,341181463
 45693,527673973
 45694,307160939
 45695,196795724
 45696,379498104
 45697,185984888
 45698,170761830
 45699,56070854
 45700,365258425
 45701,61938474
 45702,316979791
 45703,190320364
 45704,275529224
 45705,76648899
 45706,237628737
 45707,169673394
 45708,218070787
 45709,277964616
 45710,487532939
 45711,275590053
 45712,504273849
 45713,277562490
 45714,264182114
 45715,454314268
 45716,300362705
 45717,353348592
 45718,51664308
 45719,226676098
 45720,109891779
 45721,134855876
 45722,454733327
 45723,275066619
 45724,332349386
 45725,239997505
 45726,160947215
 45727,192703814
 45728,514773616
 45729,135537325
 45730,71326334
 45731,40952736
 45732,462425923
 45733,311903443
 45734,171529396
 45735,78050688
 45736,491753331
 45737,102871564
 45738,420009697
 45739,180175724
 45740,153078205
 45741,463532413
 45742,338641028
 45743,208065910
 45744,52181017
 45745,308368134
 45746,358345206
 45747,232903264
 45748,253946279
 45749,311744177
 45750,493981184
 45751,142049350
 45752,465149977
 45753,365186953
 45754,3091928
 45755,283596043
 45756,222300200
 45757,393217797
 45758,503225192
 45759,489799196
 45760,148518428
 45761,402417532
 45762,393938067
 45763,40886424
 45764,393881030
 45765,188836320
 45766,156475278
 45767,488230647
 45768,478115062
 45769,390230223
 45770,271762825
 45771,242982723
 45772,163525032
 45773,354022623
 45774,8255471
 45775,163184426
 45776,158577902
 45777,466683819
 45778,458195028
 45779,460272041
 45780,460251866
 45781,471160492
 45782,21088264
 45783,505362246
 45784,506653019
 45785,422960611
 45786,506499783
 45787,188915504
 45788,117496367
 45789,281911088
 45790,525138564
 45791,414595735
 45792,62002048
 45793,411964303
 45794,287718217
 45795,69813491
 45796,252196624
 45797,143113706
 45798,298493150
 45799,142702525
 45800,390516570
 45801,14574347
 45802,502916617
 45803,16605684
 45804,443279242
 45805,260833796
 45806,452767187
 45807,3332526
 45808,47748908
 45809,523720444
 45810,423123301
 45811,152474686
 45812,121317366
 45813,334997341
 45814,146322493
 45815,314448001
 45816,289488264
 45817,447233420
 45818,165343663
 45819,371429027
 45820,207895645
 45821,482915769
 45822,428555894
 45823,164263800
 45824,217328683
 45825,246321482
 45826,377892775
 45827,31792026
 45828,90842515
 45829,526354324
 45830,273806831
 45831,417956584
 45832,443482504
 45833,268187872
 45834,525533443
 45835,352646398
 45836,224936575
 45837,317422993
 45838,150829229
 45839,425782834
 45840,206317404
 45841,343762158
 45842,113623301
 45843,326428690
 45844,202983280
 45845,413120879
 45846,170652546
 45847,196613410
 45848,368474559
 45849,130005472
 45850,559089048
 45851,346386396
 45852,386755209
 45853,55697770
 45854,183120523
 45855,269109742
 45856,89900069
 45857,125999085
 45858,484781216
 45859,53143202
 45860,189639962
 45861,391286511
 45862,53175265
 45863,266164035
 45864,409394340
 45865,326423092
 45866,426011475
 45867,465900501
 45868,410582683
 45869,338443462
 45870,105763906
 45871,486228908
 45872,449106351
 45873,164911858
 45874,303307101
 45875,55057222
 45876,158540165
 45877,395520304
 45878,507019608
 45879,270414456
 45880,105873831
 45881,58088418
 45882,113476369
 45883,249206612
 45884,324419319
 45885,317669975
 45886,264816486
 45887,326920458
 45888,475223401
 45889,26178294
 45890,477723842
 45891,267853701
 45892,171964002
 45893,231067606
 45894,300744229
 45895,466230076
 45896,5534336
 45897,458459417
 45898,142109098
 45899,496972126
 45900,389652534
 45901,204365516
 45902,172871381
 45903,7861034
 45904,249717773
 45905,510587480
 45906,183842769
 45907,189431298
 45908,500818584
 45909,275370716
 45910,533694449
 45911,18724501
 45912,42731593
 45913,274402359
 45914,160339687
 45915,308324656
 45916,125085665
 45917,364663583
 45918,293910411
 45919,329886191
 45920,517182710
 45921,284474171
 45922,485861241
 45923,547731957
 45924,436108184
 45925,526519255
 45926,34516028
 45927,232229387
 45928,77445903
 45929,433627939
 45930,445529227
 45931,185419915
 45932,428526089
 45933,42872998
 45934,83162193
 45935,86878724
 45936,168724789
 45937,294002232
 45938,367282205
 45939,338079164
 45940,527592725
 45941,311150510
 45942,505868252
 45943,166170380
 45944,532777630
 45945,170630781
 45946,250176280
 45947,374008061
 45948,372233492
 45949,415610466
 45950,504812571
 45951,118937096
 45952,469132670
 45953,174644320
 45954,51455186
 45955,201645499
 45956,425881926
 45957,95510483
 45958,171392420
 45959,498626088
 45960,132397003
 45961,39287551
 45962,514013525
 45963,363400223
 45964,199475216
 45965,436762617
 45966,200294166
 45967,487512792
 45968,487055486
 45969,115569537
 45970,374273297
 45971,532761956
 45972,146418194
 45973,480417081
 45974,407474921
 45975,523225842
 45976,524302482
 45977,397367301
 45978,12327051
 45979,449624103
 45980,182169726
 45981,396049150
 45982,176954678
 45983,284759800
 45984,367725264
 45985,428282381
 45986,194970000
 45987,457110134
 45988,185201423
 45989,37756783
 45990,542690458
 45991,15905873
 45992,304227656
 45993,532270490
 45994,257020811
 45995,329316207
 45996,361593528
 45997,264546226
 45998,423455184
 45999,437002588
 46000,279220545
 46001,80676054
 46002,394497422
 46003,381890475
 46004,348012779
 46005,327019910
 46006,509781382
 46007,391390597
 46008,456700777
 46009,133818409
 46010,556163673
 46011,45145441
 46012,213678216
 46013,423237612
 46014,347411514
 46015,219392505
 46016,256868918
 46017,298058637
 46018,535915188
 46019,163288213
 46020,486253377
 46021,126895475
 46022,360722789
 46023,411345307
 46024,1112523
 46025,296440851
 46026,434812350
 46027,232227774
 46028,366166325
 46029,445130042
 46030,193934929
 46031,196321869
 46032,330708030
 46033,528044540
 46034,226788851
 46035,321115987
 46036,188298875
 46037,166443272
 46038,491843831
 46039,252030065
 46040,43341906
 46041,439989686
 46042,205787370
 46043,391055644
 46044,240809395
 46045,426414320
 46046,239002139
 46047,510810044
 46048,420107431
 46049,534465055
 46050,321326493
 46051,395276079
 46052,151550823
 46053,267027719
 46054,254794250
 46055,217397873
 46056,384147619
 46057,356374083
 46058,558374454
 46059,52990424
 46060,35536225
 46061,302855228
 46062,13615314
 46063,428660003
 46064,468775206
 46065,477786625
 46066,254182589
 46067,52886866
 46068,221346062
 46069,105996966
 46070,207731724
 46071,554202775
 46072,205540893
 46073,289548098
 46074,322469600
 46075,518266014
 46076,300795167
 46077,7670670
 46078,60023108
 46079,30822121
 46080,431808043
 46081,409352359
 46082,255263105
 46083,328662115
 46084,369010735
 46085,233685365
 46086,252846065
 46087,425739900
 46088,547895193
 46089,21992368
 46090,455384581
 46091,287153389
 46092,313432703
 46093,136810385
 46094,114442972
 46095,499712972
 46096,32384245
 46097,459234502
 46098,89263533
 46099,286923612
 46100,116921736
 46101,38628471
 46102,37963055
 46103,275029497
 46104,277063748
 46105,437252028
 46106,110714506
 46107,400031267
 46108,427813621
 46109,20003121
 46110,17242250
 46111,390236275
 46112,144136656
 46113,428751467
 46114,322624347
 46115,163875117
 46116,20264835
 46117,557797855
 46118,544918249
 46119,120554419
 46120,546494364
 46121,557944308
 46122,267848243
 46123,250458983
 46124,56764400
 46125,408229284
 46126,151768049
 46127,53246791
 46128,201208770
 46129,97448127
 46130,323490341
 46131,125568106
 46132,33731259
 46133,304703086
 46134,133701684
 46135,33116067
 46136,350802510
 46137,333140574
 46138,52222945
 46139,280706198
 46140,57152836
 46141,263614504
 46142,249430617
 46143,386558954
 46144,298438111
 46145,132484829
 46146,324856348
 46147,533280215
 46148,87374916
 46149,34415534
 46150,245145418
 46151,311883841
 46152,15118644
 46153,5049726
 46154,313862444
 46155,283377514
 46156,460218840
 46157,84266889
 46158,522622858
 46159,370628562
 46160,85326417
 46161,183574111
 46162,195739521
 46163,32329544
 46164,174087703
 46165,80373576
 46166,233610237
 46167,485128485
 46168,24214939
 46169,237827911
 46170,83820542
 46171,181124423
 46172,468495200
 46173,531696211
 46174,307082028
 46175,335106680
 46176,486268285
 46177,318803216
 46178,280779656
 46179,241624602
 46180,56012931
 46181,83603270
 46182,104762518
 46183,554497425
 46184,153776688
 46185,12758924
 46186,356165440
 46187,540246270
 46188,167762854
 46189,131882444
 46190,373633914
 46191,342525212
 46192,409455212
 46193,31019362
 46194,109887695
 46195,100046005
 46196,371380295
 46197,96725613
 46198,470300504
 46199,65445761
 46200,591610
 46201,372070949
 46202,315855232
 46203,58453957
 46204,383005873
 46205,68554862
 46206,491675490
 46207,466660906
 46208,109973807
 46209,354368400
 46210,446226370
 46211,436466085
 46212,105773966
 46213,273064717
 46214,179183160
 46215,273707042
 46216,128005121
 46217,318733940
 46218,216030837
 46219,116373723
 46220,277917476
 46221,15590374
 46222,131015128
 46223,197589928
 46224,79582622
 46225,95591566
 46226,69053614
 46227,72552220
 46228,82389676
 46229,512574300
 46230,108421976
 46231,198162473
 46232,410175498
 46233,320403823
 46234,90330300
 46235,405001958
 46236,349806626
 46237,154630803
 46238,19427952
 46239,73723662
 46240,310795941
 46241,81539685
 46242,51689380
 46243,284650729
 46244,257503503
 46245,208381081
 46246,252723664
 46247,274134467
 46248,433840963
 46249,473813997
 46250,389621578
 46251,276481768
 46252,92749728
 46253,349267520
 46254,251991080
 46255,532041421
 46256,220513830
 46257,213573244
 46258,87510670
 46259,323244859
 46260,183091915
 46261,236219829
 46262,279782524
 46263,177598037
 46264,445124558
 46265,303858446
 46266,449976720
 46267,369039426
 46268,496936448
 46269,472800376
 46270,450618932
 46271,195489585
 46272,503992328
 46273,166863663
 46274,267688503
 46275,238478973
 46276,317624287
 46277,25801267
 46278,132980554
 46279,104917138
 46280,340593580
 46281,283768106
 46282,76430643
 46283,446440311
 46284,447524784
 46285,206884348
 46286,60133166
 46287,108117343
 46288,215850466
 46289,114323267
 46290,79500344
 46291,520402120
 46292,503574542
 46293,182564194
 46294,168470270
 46295,319043759
 46296,73260570
 46297,366994737
 46298,329327516
 46299,6320371
 46300,241422094
 46301,185660904
 46302,404979023
 46303,305508627
 46304,374464864
 46305,372989967
 46306,84610940
 46307,544040299
 46308,471453850
 46309,426421835
 46310,169102636
 46311,355507541
 46312,407820337
 46313,330135863
 46314,80314291
 46315,376660187
 46316,521690030
 46317,464083389
 46318,218602842
 46319,469691286
 46320,163610904
 46321,40891813
 46322,390497015
 46323,172760927
 46324,548491890
 46325,479377956
 46326,29530637
 46327,413393713
 46328,188653613
 46329,131016400
 46330,274460477
 46331,254539583
 46332,52473728
 46333,68107475
 46334,60847479
 46335,35786127
 46336,255743101
 46337,310070781
 46338,369701792
 46339,129358598
 46340,370381131
 46341,372964012
 46342,546034614
 46343,531076556
 46344,173909627
 46345,135389175
 46346,116628413
 46347,281818610
 46348,199792552
 46349,142840102
 46350,93773009
 46351,159370264
 46352,8584138
 46353,351706410
 46354,109735218
 46355,334140262
 46356,248547222
 46357,376048979
 46358,492608485
 46359,146900457
 46360,335011691
 46361,538313065
 46362,282972742
 46363,8842821
 46364,357284728
 46365,484862096
 46366,323718189
 46367,344848723
 46368,368796523
 46369,448020545
 46370,403856015
 46371,129533208
 46372,1762909
 46373,459677505
 46374,269777064
 46375,284327838
 46376,491309743
 46377,351569256
 46378,430043971
 46379,396774722
 46380,470623981
 46381,138474500
 46382,101760946
 46383,289045007
 46384,248231449
 46385,146678925
 46386,34036029
 46387,250085876
 46388,137396303
 46389,362803457
 46390,379351890
 46391,259735606
 46392,253488636
 46393,488626142
 46394,448175319
 46395,550223021
 46396,213101634
 46397,360056516
 46398,205268423
 46399,381199103
 46400,277688584
 46401,75947150
 46402,331948460
 46403,306934764
 46404,300697725
 46405,436431466
 46406,465666683
 46407,537941714
 46408,156678226
 46409,37254595
 46410,449740365
 46411,393699104
 46412,116304219
 46413,325697078
 46414,52965423
 46415,493432077
 46416,69775634
 46417,411999117
 46418,353161760
 46419,17108009
 46420,501559781
 46421,227749345
 46422,523850987
 46423,337065985
 46424,452895846
 46425,231058826
 46426,277747858
 46427,479385905
 46428,265058738
 46429,397711428
 46430,404893765
 46431,117590804
 46432,376332587
 46433,229086320
 46434,100893480
 46435,389437833
 46436,475427116
 46437,200130446
 46438,488468286
 46439,80056850
 46440,82080066
 46441,339578489
 46442,238707887
 46443,176335615
 46444,481501081
 46445,176718397
 46446,177616774
 46447,1545547
 46448,108091459
 46449,9552752
 46450,128694365
 46451,39859406
 46452,372483865
 46453,238434809
 46454,232130217
 46455,353150295
 46456,502384101
 46457,494754866
 46458,373673695
 46459,444440440
 46460,43589693
 46461,429018008
 46462,384141949
 46463,68167436
 46464,381359071
 46465,489744199
 46466,458355281
 46467,66918087
 46468,254342179
 46469,220985813
 46470,81208540
 46471,325033181
 46472,30009710
 46473,33113360
 46474,314931368
 46475,407579793
 46476,196222480
 46477,97763494
 46478,94630816
 46479,410058745
 46480,464461334
 46481,27254459
 46482,466090508
 46483,538595429
 46484,64944322
 46485,537583323
 46486,364945104
 46487,298996834
 46488,393368357
 46489,222341568
 46490,398886216
 46491,348329943
 46492,263721029
 46493,286155145
 46494,69409451
 46495,535501766
 46496,412026080
 46497,17793322
 46498,306050909
 46499,424719226
 46500,183644839
 46501,285648036
 46502,395743780
 46503,454821423
 46504,109413144
 46505,316802626
 46506,427325754
 46507,8375134
 46508,261766265
 46509,34966713
 46510,434516658
 46511,509665302
 46512,98314917
 46513,55020596
 46514,174998986
 46515,230916292
 46516,44621244
 46517,460786390
 46518,219397941
 46519,55203042
 46520,288046375
 46521,484409405
 46522,478591533
 46523,32988985
 46524,209434507
 46525,113289836
 46526,403849917
 46527,523123468
 46528,161607110
 46529,461694802
 46530,396947548
 46531,96323481
 46532,511577615
 46533,277469716
 46534,377627597
 46535,358367375
 46536,240022011
 46537,221162236
 46538,360770097
 46539,403683100
 46540,125696002
 46541,139731616
 46542,282873098
 46543,468789099
 46544,296097662
 46545,321596287
 46546,328485208
 46547,281362054
 46548,209874871
 46549,468925074
 46550,14131579
 46551,328657300
 46552,554763207
 46553,35763591
 46554,181010037
 46555,311222370
 46556,538027446
 46557,139572349
 46558,155321896
 46559,108845723
 46560,495532997
 46561,117182835
 46562,458067735
 46563,242227160
 46564,301341384
 46565,131037232
 46566,294966077
 46567,389838061
 46568,124991314
 46569,247031468
 46570,177082367
 46571,19705518
 46572,212296294
 46573,13483184
 46574,10413508
 46575,66968534
 46576,550918812
 46577,206793662
 46578,534709861
 46579,557477478
 46580,527250211
 46581,283044762
 46582,114925585
 46583,406933944
 46584,546326978
 46585,44927011
 46586,546210312
 46587,559439005
 46588,11453404
 46589,427225744
 46590,61806581
 46591,210232224
 46592,209175919
 46593,460349594
 46594,157452008
 46595,412911915
 46596,395800955
 46597,300125861
 46598,519320523
 46599,517853930
 46600,42619431
 46601,438283644
 46602,474509141
 46603,438752929
 46604,419028002
 46605,404165182
 46606,444078100
 46607,449943548
 46608,457538815
 46609,145854591
 46610,446103902
 46611,430253688
 46612,404805583
 46613,123896910
 46614,332223985
 46615,68085202
 46616,505464001
 46617,56736946
 46618,204848573
 46619,506247869
 46620,307410123
 46621,310271041
 46622,260495397
 46623,23118729
 46624,518267520
 46625,293996349
 46626,496509077
 46627,123562242
 46628,55200039
 46629,385863252
 46630,269602878
 46631,433141586
 46632,3000038
 46633,244459473
 46634,121048245
 46635,457741013
 46636,4923673
 46637,177884085
 46638,168226481
 46639,255683927
 46640,189250290
 46641,386331685
 46642,291899724
 46643,383568760
 46644,558985541
 46645,115554254
 46646,51574478
 46647,320672266
 46648,409421454
 46649,58542576
 46650,218038545
 46651,131708906
 46652,34184453
 46653,258040181
 46654,45589906
 46655,21717944
 46656,469463640
 46657,306080509
 46658,472783239
 46659,68383693
 46660,558957275
 46661,432030632
 46662,60465108
 46663,303963496
 46664,363187002
 46665,21238363
 46666,339762776
 46667,265314113
 46668,56357916
 46669,124741406
 46670,87549983
 46671,28671175
 46672,297899322
 46673,323423945
 46674,272519737
 46675,255640391
 46676,212620716
 46677,295390239
 46678,338979185
 46679,290387931
 46680,126005032
 46681,134625477
 46682,85283982
 46683,268837805
 46684,275174339
 46685,209373699
 46686,262179419
 46687,41849225
 46688,48372274
 46689,386557214
 46690,7452721
 46691,232173271
 46692,64820610
 46693,144337092
 46694,556793295
 46695,270622725
 46696,25332544
 46697,297874432
 46698,10337083
 46699,37713387
 46700,307205012
 46701,534603583
 46702,260015302
 46703,222925654
 46704,457616697
 46705,33067095
 46706,334664179
 46707,73389854
 46708,115909801
 46709,472812974
 46710,81459363
 46711,397892305
 46712,127498287
 46713,375943929
 46714,32870644
 46715,234574023
 46716,488730698
 46717,414114861
 46718,408390186
 46719,513682339
 46720,332078940
 46721,431614090
 46722,280996581
 46723,176864885
 46724,245176784
 46725,411194828
 46726,379784389
 46727,465316322
 46728,339685725
 46729,411935867
 46730,67694792
 46731,198860724
 46732,261089301
 46733,323463977
 46734,375203755
 46735,6288667
 46736,281067845
 46737,157461461
 46738,87279180
 46739,396895819
 46740,473597918
 46741,482783658
 46742,177182120
 46743,120215771
 46744,277932738
 46745,177663750
 46746,58209948
 46747,461564207
 46748,412348654
 46749,439282101
 46750,103433810
 46751,528281933
 46752,205061270
 46753,220649257
 46754,519505474
 46755,442681860
 46756,242335887
 46757,176969848
 46758,141564843
 46759,509562498
 46760,490602664
 46761,467358837
 46762,242697120
 46763,19977640
 46764,513172458
 46765,6479116
 46766,33598498
 46767,502149543
 46768,339336961
 46769,284490397
 46770,208410071
 46771,432624405
 46772,293962422
 46773,38687383
 46774,24824566
 46775,451078568
 46776,384389550
 46777,391162266
 46778,275983895
 46779,104761745
 46780,394731284
 46781,509281261
 46782,525785788
 46783,64411909
 46784,388920471
 46785,521653325
 46786,457881835
 46787,308765612
 46788,15271122
 46789,94979353
 46790,122055129
 46791,540248413
 46792,60805752
 46793,441399079
 46794,173050418
 46795,171924407
 46796,158356834
 46797,32376123
 46798,306793661
 46799,552975944
 46800,72052360
 46801,208713698
 46802,142259483
 46803,437395767
 46804,373043255
 46805,275307048
 46806,365772160
 46807,401229219
 46808,281050794
 46809,380233807
 46810,504008411
 46811,445662004
 46812,108778959
 46813,528330984
 46814,414638758
 46815,278381271
 46816,426393647
 46817,92910936
 46818,318155662
 46819,471881219
 46820,504352783
 46821,127427852
 46822,316181606
 46823,241879500
 46824,531164795
 46825,250853206
 46826,371404532
 46827,310155283
 46828,227810842
 46829,98903931
 46830,130926559
 46831,388605734
 46832,2684308
 46833,310502360
 46834,530385062
 46835,214122354
 46836,114529477
 46837,301588180
 46838,512878109
 46839,390887299
 46840,74210286
 46841,301189323
 46842,32402744
 46843,31494846
 46844,31652075
 46845,190989374
 46846,54440571
 46847,83603568
 46848,276660978
 46849,208263639
 46850,48373759
 46851,98307247
 46852,72828020
 46853,520399768
 46854,342081317
 46855,85838701
 46856,173525889
 46857,133550035
 46858,272147947
 46859,137538114
 46860,496651401
 46861,385390940
 46862,222305489
 46863,508391347
 46864,97264416
 46865,274628802
 46866,51056586
 46867,14184998
 46868,386809839
 46869,429260666
 46870,262552244
 46871,214290875
 46872,405468196
 46873,521557293
 46874,149646433
 46875,69654932
 46876,97693862
 46877,435289984
 46878,265108774
 46879,279325530
 46880,77888986
 46881,504288248
 46882,479128303
 46883,344481693
 46884,348117052
 46885,372801702
 46886,341853906
 46887,285848445
 46888,190934561
 46889,335705583
 46890,193097991
 46891,556502067
 46892,20058207
 46893,256525802
 46894,506022536
 46895,87395500
 46896,28098135
 46897,459843626
 46898,253040154
 46899,300065627
 46900,368636419
 46901,326630307
 46902,49661922
 46903,9642961
 46904,174184106
 46905,522417418
 46906,64278593
 46907,451549030
 46908,335574624
 46909,322862010
 46910,317977531
 46911,546818874
 46912,101751519
 46913,5920597
 46914,472865647
 46915,65420855
 46916,314190130
 46917,340067260
 46918,428840711
 46919,467530462
 46920,238209552
 46921,453447884
 46922,229585173
 46923,320797134
 46924,364043573
 46925,143213108
 46926,41237988
 46927,25794112
 46928,145401792
 46929,298119377
 46930,157393528
 46931,168486803
 46932,471016084
 46933,114161785
 46934,373457916
 46935,154753871
 46936,229951443
 46937,217893345
 46938,151504087
 46939,444446142
 46940,200237018
 46941,498671310
 46942,3702196
 46943,187764924
 46944,404378361
 46945,94853592
 46946,471284714
 46947,42533948
 46948,174147986
 46949,278654315
 46950,519004777
 46951,90341216
 46952,64489678
 46953,358623881
 46954,455064381
 46955,509832483
 46956,513538158
 46957,428626812
 46958,211799058
 46959,491114865
 46960,284840657
 46961,211745482
 46962,181110048
 46963,96519805
 46964,505860697
 46965,4270747
 46966,274883707
 46967,355560560
 46968,200974195
 46969,207807206
 46970,488986470
 46971,373390422
 46972,200029014
 46973,280653260
 46974,163624464
 46975,158691822
 46976,394481308
 46977,534270811
 46978,344715305
 46979,244988175
 46980,69903777
 46981,383119268
 46982,27371577
 46983,532993736
 46984,79468263
 46985,519646289
 46986,181954347
 46987,159160957
 46988,91908414
 46989,28189126
 46990,403181126
 46991,8850558
 46992,267772566
 46993,312372359
 46994,293981070
 46995,275354347
 46996,538643744
 46997,457273374
 46998,431323844
 46999,156085725
 47000,244188323
 47001,172246965
 47002,208962617
 47003,543822677
 47004,87425532
 47005,515370042
 47006,196568284
 47007,396840117
 47008,277640147
 47009,182774529
 47010,543403560
 47011,104848197
 47012,486171417
 47013,65924186
 47014,356940973
 47015,168323344
 47016,92472998
 47017,140963046
 47018,145318073
 47019,524693798
 47020,544663530
 47021,21586759
 47022,195493834
 47023,259422471
 47024,228345766
 47025,394010891
 47026,148040298
 47027,410798373
 47028,266766538
 47029,85083223
 47030,436200095
 47031,394175166
 47032,267557170
 47033,45780416
 47034,360852083
 47035,104110014
 47036,151239150
 47037,397687694
 47038,383600343
 47039,314517373
 47040,393031501
 47041,476878892
 47042,521290456
 47043,496781776
 47044,188405448
 47045,153856953
 47046,75710934
 47047,171345397
 47048,553669430
 47049,54569530
 47050,502957809
 47051,356591603
 47052,406048020
 47053,349684685
 47054,19900540
 47055,492519061
 47056,386769174
 47057,129946246
 47058,557972466
 47059,393422250
 47060,269506137
 47061,532184796
 47062,468240834
 47063,33094157
 47064,257472311
 47065,20597519
 47066,547053711
 47067,511390542
 47068,343403662
 47069,266553437
 47070,94597109
 47071,462664513
 47072,244164259
 47073,379651283
 47074,528496068
 47075,518101352
 47076,432577249
 47077,79098923
 47078,268480514
 47079,119289799
 47080,347051041
 47081,176403896
 47082,230299993
 47083,556385480
 47084,370843242
 47085,137780786
 47086,154152881
 47087,486077421
 47088,173270233
 47089,266518905
 47090,504531538
 47091,222252074
 47092,79805953
 47093,94596719
 47094,519173848
 47095,431303867
 47096,115274381
 47097,73958853
 47098,332268041
 47099,352150947
 47100,440131104
 47101,122085884
 47102,558706672
 47103,427693413
 47104,102593305
 47105,187243413
 47106,146525604
 47107,309164387
 47108,212711414
 47109,190090899
 47110,329118538
 47111,484937870
 47112,39725609
 47113,363350985
 47114,251522672
 47115,422465999
 47116,390503202
 47117,212189655
 47118,190805073
 47119,150524737
 47120,159170216
 47121,181423058
 47122,326560765
 47123,161708474
 47124,82285563
 47125,122205615
 47126,431342688
 47127,35136858
 47128,262480528
 47129,3106908
 47130,351745905
 47131,438504760
 47132,533660670
 47133,217544483
 47134,387130316
 47135,328503854
 47136,233698199
 47137,507497032
 47138,351626663
 47139,426113555
 47140,40655426
 47141,186314876
 47142,534016573
 47143,394801450
 47144,209744564
 47145,49516908
 47146,44433707
 47147,180175912
 47148,403967339
 47149,539630327
 47150,132960650
 47151,58684029
 47152,203762642
 47153,408651265
 47154,243098994
 47155,495778958
 47156,234894716
 47157,539361856
 47158,550797630
 47159,484474141
 47160,122886642
 47161,119942024
 47162,485842567
 47163,42446835
 47164,124774431
 47165,504210611
 47166,391420736
 47167,336778439
 47168,404133016
 47169,169887242
 47170,490651756
 47171,139769828
 47172,503540617
 47173,476456252
 47174,322177751
 47175,356946616
 47176,316677098
 47177,308064351
 47178,404376585
 47179,129454651
 47180,473171155
 47181,491601548
 47182,215615726
 47183,146614726
 47184,291480950
 47185,449836489
 47186,158537037
 47187,90691197
 47188,48557976
 47189,119906709
 47190,248212769
 47191,527871199
 47192,3864591
 47193,368443265
 47194,421438064
 47195,549969330
 47196,288720320
 47197,526046902
 47198,372631513
 47199,473725899
 47200,7481698
 47201,303626978
 47202,24314498
 47203,65785689
 47204,425306033
 47205,429418731
 47206,300227923
 47207,43787544
 47208,345511327
 47209,245626106
 47210,103869410
 47211,63070760
 47212,125755824
 47213,489356366
 47214,438213004
 47215,186861048
 47216,490001323
 47217,419398172
 47218,386893889
 47219,86736016
 47220,463251855
 47221,388143425
 47222,213505759
 47223,90194114
 47224,103709011
 47225,382221222
 47226,7807571
 47227,84371455
 47228,461065384
 47229,520221209
 47230,128311710
 47231,366757969
 47232,496498099
 47233,177603095
 47234,128917055
 47235,125996002
 47236,280478416
 47237,337509343
 47238,104159485
 47239,177596119
 47240,493454599
 47241,544366603
 47242,94530108
 47243,19183021
 47244,545955262
 47245,436956414
 47246,14524626
 47247,155546211
 47248,211811665
 47249,370683771
 47250,422744087
 47251,267103814
 47252,468015587
 47253,239897377
 47254,391265656
 47255,243727495
 47256,54678959
 47257,533020151
 47258,465577495
 47259,363574674
 47260,226712946
 47261,420164298
 47262,147028591
 47263,241099615
 47264,550964634
 47265,140631593
 47266,187086545
 47267,454552401
 47268,486507662
 47269,553461652
 47270,131210632
 47271,140638244
 47272,453451396
 47273,110458226
 47274,351126873
 47275,545697821
 47276,558494368
 47277,550383920
 47278,434667912
 47279,369495592
 47280,216072173
 47281,192777426
 47282,170814513
 47283,472262704
 47284,378796151
 47285,118321849
 47286,557366018
 47287,508374250
 47288,372269925
 47289,170831402
 47290,19808868
 47291,496061188
 47292,514990716
 47293,517692525
 47294,188504138
