ID,TIPO,NOMBRE
40973,vecino,El Mono
40974,Empreza vivienda univercitaria,City U 
40975,Miembro comunidad,Tostao
40976,Miembro comunidad,Operaciones b
40977,vecino,El sol
40978,Miembro comunidad,Operaciones b
40979,Empreza vivienda univercitaria,Avianca
40980,Hotel,Livin
40981,Hotel,El sol
40982,vecino,Uni
40983,Miembro comunidad,Uni
40984,vecino,El sol
40985,vecino,Tostao
40986,Hostal,Unal
40987,Hostal,El sol
40988,Miembro comunidad,SisTrans
40989,Hostal,Panamericana
40990,vecino,Unal
40991,vecino,El sol
40992,Empreza vivienda univercitaria,SeneK
40993,vecino,SisTrans
40994,vecino,El Mono
40995,Empreza vivienda univercitaria,Operaciones b
40996,Miembro comunidad,El sol
40997,Miembro comunidad,El sol
40998,Miembro comunidad,Avianca
40999,Empreza vivienda univercitaria,Panamericana
41000,Hostal,Tostao
41001,vecino,El Mono
41002,Empreza vivienda univercitaria,Unal
41003,Miembro comunidad,Operaciones b
41004,Hostal,Avianca
41005,vecino,Avianca
41006,Hotel,El Mono
41007,Hostal,Avianca
41008,Hotel,El Mono
41009,Hostal,Hilton
41010,Hostal,Livin
41011,Hotel,Operaciones b
41012,vecino,Avianca
41013,Hostal,Uni
41014,Hotel,Hilton
41015,Miembro comunidad,El sol
41016,Miembro comunidad,City U 
41017,Hostal,City U 
41018,Hostal,SisTrans
41019,Hotel,El Mono
41020,Hostal,Panamericana
41021,Miembro comunidad,Avianca
41022,Hotel,El sol
41023,Empreza vivienda univercitaria,Livin
41024,Hotel,Tostao
41025,Empreza vivienda univercitaria,Unal
41026,Hostal,Operaciones b
41027,Hotel,El sol
41028,vecino,City U 
41029,Hotel,Avianca
41030,Hotel,Panamericana
41031,Hostal,Livin
41032,vecino,City U 
41033,Hostal,SeneK
41034,vecino,SisTrans
41035,Miembro comunidad,Unal
41036,Empreza vivienda univercitaria,Panamericana
41037,Hotel,SisTrans
41038,Hostal,El Mono
41039,Hotel,Operaciones b
41040,vecino,Livin
41041,Miembro comunidad,Operaciones b
41042,Hostal,Operaciones b
41043,Hotel,Operaciones b
41044,Empreza vivienda univercitaria,Panamericana
41045,Empreza vivienda univercitaria,Operaciones b
41046,Hostal,El Mono
41047,Empreza vivienda univercitaria,El sol
41048,Hostal,SisTrans
41049,Hostal,SisTrans
41050,Hotel,Avianca
41051,Hotel,El Mono
41052,Hotel,El Mono
41053,Hotel,SeneK
41054,Hostal,Tostao
41055,Hostal,Operaciones b
41056,Empreza vivienda univercitaria,SisTrans
41057,Miembro comunidad,SisTrans
41058,vecino,Livin
41059,vecino,Operaciones b
41060,Empreza vivienda univercitaria,Hilton
41061,Hostal,El sol
41062,Empreza vivienda univercitaria,SisTrans
41063,Miembro comunidad,Livin
41064,Miembro comunidad,Tostao
41065,Empreza vivienda univercitaria,Avianca
41066,Empreza vivienda univercitaria,City U 
41067,Hotel,SeneK
41068,Hostal,Hilton
41069,Hostal,El Mono
41070,Hotel,City U 
41071,vecino,Hilton
41072,Hostal,SisTrans
41073,vecino,Operaciones b
41074,vecino,City U 
41075,Miembro comunidad,Hilton
41076,vecino,City U 
41077,Miembro comunidad,SeneK
41078,vecino,El Mono
41079,Hostal,Tostao
41080,Empreza vivienda univercitaria,El Mono
41081,vecino,City U 
41082,Hotel,Operaciones b
41083,Hostal,SeneK
41084,Hotel,Operaciones b
41085,Miembro comunidad,SeneK
41086,Miembro comunidad,El sol
41087,Hotel,Panamericana
41088,Hotel,Panamericana
41089,Miembro comunidad,Livin
41090,vecino,Avianca
41091,Hostal,Unal
41092,vecino,El Mono
41093,Empreza vivienda univercitaria,SeneK
41094,Empreza vivienda univercitaria,El Mono
41095,Miembro comunidad,Tostao
41096,Hotel,Uni
41097,Miembro comunidad,SeneK
41098,vecino,El Mono
41099,Empreza vivienda univercitaria,Uni
41100,Empreza vivienda univercitaria,Avianca
41101,Hostal,Panamericana
41102,Empreza vivienda univercitaria,City U 
41103,Empreza vivienda univercitaria,Uni
41104,Hotel,Avianca
41105,vecino,Uni
41106,Hostal,El sol
41107,Miembro comunidad,City U 
41108,Hotel,SeneK
41109,Hostal,El sol
41110,vecino,Operaciones b
41111,vecino,El sol
41112,Hostal,El sol
41113,Miembro comunidad,City U 
41114,vecino,El Mono
41115,Hotel,Uni
41116,Empreza vivienda univercitaria,El Mono
41117,Hotel,Uni
41118,Hotel,Avianca
41119,Hotel,Panamericana
41120,Hostal,Uni
41121,Hotel,Hilton
41122,Empreza vivienda univercitaria,El sol
41123,vecino,Operaciones b
41124,Hostal,Tostao
41125,Miembro comunidad,Livin
41126,Hotel,SeneK
41127,vecino,Uni
41128,Empreza vivienda univercitaria,El Mono
41129,Hotel,Panamericana
41130,Miembro comunidad,Avianca
41131,Hotel,El sol
41132,Hotel,Unal
41133,Empreza vivienda univercitaria,Operaciones b
41134,Hostal,Hilton
41135,Hostal,Operaciones b
41136,Miembro comunidad,Tostao
41137,vecino,SisTrans
41138,vecino,El sol
41139,Hostal,Avianca
41140,Empreza vivienda univercitaria,Operaciones b
41141,Hostal,Panamericana
41142,vecino,Avianca
41143,vecino,SisTrans
41144,Miembro comunidad,El sol
41145,Miembro comunidad,Tostao
41146,Empreza vivienda univercitaria,Avianca
41147,vecino,Livin
41148,vecino,SeneK
41149,Hostal,Tostao
41150,Hostal,Unal
41151,vecino,Tostao
41152,Hostal,Hilton
41153,Hostal,Avianca
41154,Miembro comunidad,Operaciones b
41155,vecino,SeneK
41156,Empreza vivienda univercitaria,SeneK
41157,Hotel,Unal
41158,Empreza vivienda univercitaria,Avianca
41159,Empreza vivienda univercitaria,SisTrans
41160,Hotel,SeneK
41161,Hostal,Operaciones b
41162,Miembro comunidad,Avianca
41163,Empreza vivienda univercitaria,Tostao
41164,Hotel,Uni
41165,Miembro comunidad,SeneK
41166,Empreza vivienda univercitaria,SeneK
41167,Hotel,Avianca
41168,Miembro comunidad,City U 
41169,vecino,SisTrans
41170,Empreza vivienda univercitaria,El sol
41171,Hostal,Livin
41172,vecino,Hilton
41173,Miembro comunidad,SisTrans
41174,Miembro comunidad,El sol
41175,vecino,SisTrans
41176,Hostal,SeneK
41177,Hostal,El Mono
41178,Hotel,Operaciones b
41179,Hotel,Livin
41180,Empreza vivienda univercitaria,City U 
41181,Empreza vivienda univercitaria,Uni
41182,Hostal,Avianca
41183,vecino,SeneK
41184,Miembro comunidad,Tostao
41185,Hotel,Avianca
41186,Miembro comunidad,El Mono
41187,Empreza vivienda univercitaria,El Mono
41188,Hotel,Uni
41189,vecino,SisTrans
41190,Hotel,Operaciones b
41191,Miembro comunidad,Panamericana
41192,Hostal,Livin
41193,Miembro comunidad,Avianca
41194,Hotel,Unal
41195,Miembro comunidad,El sol
41196,Empreza vivienda univercitaria,Livin
41197,Empreza vivienda univercitaria,City U 
41198,Miembro comunidad,Panamericana
41199,Miembro comunidad,Livin
41200,Hostal,City U 
41201,Miembro comunidad,Uni
41202,vecino,Avianca
41203,Hostal,Hilton
41204,Empreza vivienda univercitaria,SisTrans
41205,Hostal,El sol
41206,Hotel,Avianca
41207,vecino,Avianca
41208,Miembro comunidad,SeneK
41209,Hotel,Avianca
41210,Empreza vivienda univercitaria,Uni
41211,Hostal,SeneK
41212,Miembro comunidad,Tostao
41213,vecino,Uni
41214,Hotel,City U 
41215,Miembro comunidad,Livin
41216,Miembro comunidad,El Mono
41217,Miembro comunidad,Avianca
41218,Hotel,Hilton
41219,Hostal,Uni
41220,Hostal,Unal
41221,Hotel,Operaciones b
41222,Hostal,Tostao
41223,Empreza vivienda univercitaria,City U 
41224,Miembro comunidad,SisTrans
41225,Hostal,El sol
41226,Empreza vivienda univercitaria,Tostao
41227,Hotel,El Mono
41228,Hotel,Uni
41229,Hotel,El sol
41230,Miembro comunidad,Uni
41231,vecino,El Mono
41232,Empreza vivienda univercitaria,Uni
41233,Hotel,Uni
41234,Hostal,El Mono
41235,vecino,Uni
41236,Hostal,Panamericana
41237,vecino,Panamericana
41238,Hotel,City U 
41239,Hotel,Uni
41240,Hostal,Operaciones b
41241,Hotel,Hilton
41242,Empreza vivienda univercitaria,Panamericana
41243,Empreza vivienda univercitaria,SeneK
41244,Hostal,Uni
41245,Hostal,Avianca
41246,Hostal,Unal
41247,Hotel,Uni
41248,vecino,SisTrans
41249,Hostal,Uni
41250,Miembro comunidad,El Mono
41251,Hostal,El Mono
41252,vecino,SeneK
41253,Hostal,Tostao
41254,Empreza vivienda univercitaria,Hilton
41255,Empreza vivienda univercitaria,Avianca
41256,Hostal,SeneK
41257,Hostal,Unal
41258,Miembro comunidad,Unal
41259,Miembro comunidad,Avianca
41260,Hotel,Livin
41261,vecino,Hilton
41262,Hotel,Livin
41263,Empreza vivienda univercitaria,Tostao
41264,vecino,Avianca
41265,Hotel,City U 
41266,Miembro comunidad,Avianca
41267,Miembro comunidad,SisTrans
41268,Hotel,Tostao
41269,Hotel,El Mono
41270,Empreza vivienda univercitaria,Avianca
41271,Miembro comunidad,Unal
41272,Empreza vivienda univercitaria,El sol
41273,Hotel,Hilton
41274,vecino,El Mono
41275,Miembro comunidad,City U 
41276,Hotel,Unal
41277,vecino,Unal
41278,Hotel,Operaciones b
41279,Empreza vivienda univercitaria,El sol
41280,Hostal,El Mono
41281,Hotel,El Mono
41282,Hostal,El sol
41283,Hotel,Avianca
41284,Hostal,City U 
41285,vecino,El sol
41286,vecino,El Mono
41287,Empreza vivienda univercitaria,Avianca
41288,vecino,Livin
41289,Hostal,Panamericana
41290,Hostal,Tostao
41291,Miembro comunidad,El Mono
41292,Miembro comunidad,Avianca
41293,vecino,Panamericana
41294,vecino,El sol
41295,Miembro comunidad,Avianca
41296,Hotel,Livin
41297,Miembro comunidad,Hilton
41298,Hotel,Tostao
41299,Empreza vivienda univercitaria,Avianca
41300,vecino,Panamericana
41301,vecino,Livin
41302,Hostal,Uni
41303,Empreza vivienda univercitaria,El Mono
41304,Empreza vivienda univercitaria,Avianca
41305,Hostal,El Mono
41306,Hotel,Hilton
41307,Miembro comunidad,Avianca
41308,Empreza vivienda univercitaria,City U 
41309,Empreza vivienda univercitaria,El Mono
41310,Hotel,Uni
41311,Empreza vivienda univercitaria,City U 
41312,Hotel,Livin
41313,vecino,Livin
41314,vecino,Livin
41315,Hotel,Avianca
41316,Hostal,Hilton
41317,Empreza vivienda univercitaria,Operaciones b
41318,Miembro comunidad,Tostao
41319,Empreza vivienda univercitaria,El Mono
41320,Empreza vivienda univercitaria,Livin
41321,Hotel,Tostao
41322,Hostal,SeneK
41323,Hotel,SisTrans
41324,Hostal,SisTrans
41325,vecino,SeneK
41326,Miembro comunidad,Unal
41327,vecino,Avianca
41328,Miembro comunidad,El sol
41329,vecino,Livin
41330,Empreza vivienda univercitaria,SisTrans
41331,vecino,SisTrans
41332,Empreza vivienda univercitaria,Livin
41333,vecino,Panamericana
41334,Hotel,SisTrans
41335,Hotel,Unal
41336,vecino,SeneK
41337,vecino,Livin
41338,Empreza vivienda univercitaria,SeneK
41339,Hotel,Uni
41340,Empreza vivienda univercitaria,Livin
41341,Hotel,Operaciones b
41342,Empreza vivienda univercitaria,Avianca
41343,vecino,Panamericana
41344,Hostal,SisTrans
41345,vecino,Uni
41346,Hostal,Panamericana
41347,Hostal,Unal
41348,vecino,Avianca
41349,Miembro comunidad,Uni
41350,Hostal,El sol
41351,Miembro comunidad,Panamericana
41352,vecino,Panamericana
41353,Hotel,Operaciones b
41354,vecino,Tostao
41355,Empreza vivienda univercitaria,El sol
41356,Miembro comunidad,Livin
41357,vecino,Operaciones b
41358,vecino,Avianca
41359,Hostal,Operaciones b
41360,Miembro comunidad,Operaciones b
41361,Hotel,Unal
41362,Hostal,Avianca
41363,Hostal,Livin
41364,Empreza vivienda univercitaria,SeneK
41365,Hotel,SisTrans
41366,Empreza vivienda univercitaria,El Mono
41367,Miembro comunidad,Uni
41368,Hotel,SisTrans
41369,Miembro comunidad,SeneK
41370,vecino,Avianca
41371,Hotel,Tostao
41372,Hotel,SeneK
41373,Hostal,SeneK
41374,Empreza vivienda univercitaria,Tostao
41375,Hotel,El Mono
41376,vecino,Avianca
41377,Miembro comunidad,Operaciones b
41378,Hostal,SisTrans
41379,Hotel,Panamericana
41380,Miembro comunidad,El Mono
41381,Hotel,SisTrans
41382,Miembro comunidad,Unal
41383,Miembro comunidad,El Mono
41384,Empreza vivienda univercitaria,Unal
41385,Hostal,City U 
41386,Hostal,SeneK
41387,Empreza vivienda univercitaria,Operaciones b
41388,Empreza vivienda univercitaria,SeneK
41389,Hostal,SisTrans
41390,Hostal,SisTrans
41391,vecino,Uni
41392,Hostal,City U 
41393,Miembro comunidad,Avianca
41394,vecino,SeneK
41395,Hotel,City U 
41396,Hostal,Uni
41397,Empreza vivienda univercitaria,Hilton
41398,Empreza vivienda univercitaria,City U 
41399,Hostal,Tostao
41400,Hostal,Uni
41401,Empreza vivienda univercitaria,El sol
41402,Hostal,Tostao
41403,Empreza vivienda univercitaria,Tostao
41404,Miembro comunidad,Unal
41405,Hotel,SeneK
41406,vecino,Unal
41407,Empreza vivienda univercitaria,El Mono
41408,Hostal,SeneK
41409,vecino,Tostao
41410,vecino,Uni
41411,Empreza vivienda univercitaria,Tostao
41412,Hostal,Livin
41413,vecino,Unal
41414,Hostal,SisTrans
41415,Hotel,Avianca
41416,Hostal,Uni
41417,Hotel,Unal
41418,Hostal,Avianca
41419,Hotel,Livin
41420,Hostal,Panamericana
41421,Empreza vivienda univercitaria,El sol
41422,Miembro comunidad,Avianca
41423,Empreza vivienda univercitaria,Avianca
41424,Hotel,City U 
41425,Hotel,Unal
41426,Hotel,El Mono
41427,Empreza vivienda univercitaria,Livin
41428,Hostal,Avianca
41429,Hotel,El Mono
41430,Hotel,Operaciones b
41431,vecino,City U 
41432,Miembro comunidad,City U 
41433,Miembro comunidad,El sol
41434,Empreza vivienda univercitaria,Avianca
41435,Miembro comunidad,El Mono
41436,Empreza vivienda univercitaria,Avianca
41437,vecino,El Mono
41438,Hostal,Livin
41439,Hostal,SisTrans
41440,Hostal,Livin
41441,vecino,Unal
41442,Hostal,Livin
41443,Hostal,Hilton
41444,Hotel,City U 
41445,Hotel,City U 
41446,Miembro comunidad,Uni
41447,vecino,Panamericana
41448,vecino,SisTrans
41449,vecino,Avianca
41450,vecino,City U 
41451,vecino,SisTrans
41452,Hostal,Panamericana
41453,Hotel,SeneK
41454,Hostal,El sol
41455,Hostal,Operaciones b
41456,vecino,Avianca
41457,Miembro comunidad,El Mono
41458,Miembro comunidad,SeneK
41459,Hotel,Operaciones b
41460,Hostal,El Mono
41461,Empreza vivienda univercitaria,Avianca
41462,Hotel,Hilton
41463,Hostal,El sol
41464,Empreza vivienda univercitaria,Avianca
41465,Hotel,El sol
41466,Empreza vivienda univercitaria,Livin
41467,vecino,Avianca
41468,Empreza vivienda univercitaria,El Mono
41469,Hostal,Unal
41470,Hotel,SeneK
41471,Hostal,El Mono
41472,Miembro comunidad,SeneK
41473,Hotel,Panamericana
41474,Miembro comunidad,SisTrans
41475,Empreza vivienda univercitaria,Operaciones b
41476,Hostal,Unal
41477,Hotel,SisTrans
41478,Hotel,Operaciones b
41479,vecino,El Mono
41480,Miembro comunidad,Livin
41481,vecino,Livin
41482,Empreza vivienda univercitaria,El Mono
41483,Miembro comunidad,Panamericana
41484,Empreza vivienda univercitaria,Livin
41485,Hostal,Unal
41486,Miembro comunidad,Uni
41487,vecino,SisTrans
41488,Hostal,SisTrans
41489,Empreza vivienda univercitaria,Avianca
41490,Empreza vivienda univercitaria,Hilton
41491,vecino,SeneK
41492,vecino,El sol
41493,Hostal,El sol
41494,Hostal,Unal
41495,Hostal,Panamericana
41496,Hotel,Uni
41497,Miembro comunidad,Panamericana
41498,Hotel,Panamericana
41499,Miembro comunidad,Unal
41500,Miembro comunidad,Unal
41501,Miembro comunidad,Uni
41502,vecino,Livin
41503,Empreza vivienda univercitaria,El Mono
41504,Hotel,El Mono
41505,vecino,Unal
41506,Empreza vivienda univercitaria,El Mono
41507,Miembro comunidad,El sol
41508,Empreza vivienda univercitaria,SisTrans
41509,Miembro comunidad,Tostao
41510,Hostal,Hilton
41511,Hotel,Panamericana
41512,Miembro comunidad,El sol
41513,vecino,Panamericana
41514,Hostal,City U 
41515,Hostal,Panamericana
41516,Hotel,Tostao
41517,Miembro comunidad,El sol
41518,Empreza vivienda univercitaria,Hilton
41519,Hostal,El sol
41520,Miembro comunidad,Panamericana
41521,vecino,Avianca
41522,vecino,SisTrans
41523,vecino,Tostao
41524,Miembro comunidad,Livin
41525,Hostal,SeneK
41526,Miembro comunidad,Operaciones b
41527,Empreza vivienda univercitaria,El sol
41528,Hostal,Panamericana
41529,vecino,Tostao
41530,vecino,El sol
41531,vecino,El Mono
41532,vecino,SeneK
41533,Hotel,Avianca
41534,Hostal,City U 
41535,vecino,Hilton
41536,Empreza vivienda univercitaria,Unal
41537,Empreza vivienda univercitaria,SisTrans
41538,Empreza vivienda univercitaria,El sol
41539,Miembro comunidad,El Mono
41540,Hotel,Livin
41541,Miembro comunidad,El sol
41542,vecino,El sol
41543,Empreza vivienda univercitaria,Hilton
41544,Empreza vivienda univercitaria,Uni
41545,Miembro comunidad,Uni
41546,Hostal,Avianca
41547,vecino,Unal
41548,Hostal,SeneK
41549,Miembro comunidad,El sol
41550,Hostal,Unal
41551,Empreza vivienda univercitaria,El Mono
41552,Hostal,Hilton
41553,vecino,Uni
41554,Hostal,Operaciones b
41555,Hotel,City U 
41556,vecino,Tostao
41557,Hotel,Hilton
41558,Hotel,El Mono
41559,Hostal,City U 
41560,vecino,City U 
41561,vecino,SisTrans
41562,vecino,Panamericana
41563,Empreza vivienda univercitaria,Operaciones b
41564,Empreza vivienda univercitaria,SeneK
41565,Hostal,Uni
41566,Empreza vivienda univercitaria,Avianca
41567,Empreza vivienda univercitaria,SeneK
41568,Hotel,SisTrans
41569,vecino,El Mono
41570,Hotel,Livin
41571,Miembro comunidad,Livin
41572,Hostal,Operaciones b
41573,Hotel,Panamericana
41574,vecino,Panamericana
41575,Hotel,Uni
41576,Hotel,El Mono
41577,Empreza vivienda univercitaria,Avianca
41578,vecino,Avianca
41579,Empreza vivienda univercitaria,Operaciones b
41580,Miembro comunidad,SisTrans
41581,Miembro comunidad,Uni
41582,Empreza vivienda univercitaria,El Mono
41583,Empreza vivienda univercitaria,City U 
41584,Hostal,Tostao
41585,Miembro comunidad,El Mono
41586,Hotel,Avianca
41587,vecino,City U 
41588,vecino,Livin
41589,Miembro comunidad,Unal
41590,vecino,Unal
41591,Empreza vivienda univercitaria,El Mono
41592,vecino,SeneK
41593,Hostal,Uni
41594,Hotel,Hilton
41595,Empreza vivienda univercitaria,Unal
41596,Miembro comunidad,Livin
41597,Empreza vivienda univercitaria,El Mono
41598,Hotel,SeneK
41599,Hotel,Unal
41600,vecino,Avianca
41601,Empreza vivienda univercitaria,Livin
41602,Empreza vivienda univercitaria,Tostao
41603,Hostal,City U 
41604,Miembro comunidad,SisTrans
41605,Hotel,Unal
41606,vecino,Avianca
41607,vecino,El sol
41608,Miembro comunidad,SeneK
41609,Miembro comunidad,Avianca
41610,vecino,Unal
41611,vecino,Livin
41612,Empreza vivienda univercitaria,Uni
41613,Hostal,SeneK
41614,Hotel,El Mono
41615,vecino,Livin
41616,Miembro comunidad,Tostao
41617,Miembro comunidad,Unal
41618,Empreza vivienda univercitaria,Operaciones b
41619,Miembro comunidad,El Mono
41620,vecino,El sol
41621,Empreza vivienda univercitaria,Operaciones b
41622,Hostal,Operaciones b
41623,Hostal,El Mono
41624,Hostal,Operaciones b
41625,vecino,Unal
41626,Hotel,SisTrans
41627,Hotel,Livin
41628,Hotel,Hilton
41629,Hostal,Livin
41630,Hostal,SeneK
41631,Hotel,City U 
41632,Hostal,Operaciones b
41633,vecino,City U 
41634,Hostal,SeneK
41635,Empreza vivienda univercitaria,Tostao
41636,Miembro comunidad,Operaciones b
41637,vecino,El sol
41638,Miembro comunidad,Livin
41639,Hostal,Uni
41640,Hostal,El sol
41641,vecino,SeneK
41642,Hostal,City U 
41643,Hotel,Tostao
41644,Empreza vivienda univercitaria,SisTrans
41645,Hostal,Hilton
41646,Miembro comunidad,Livin
41647,vecino,Hilton
41648,Miembro comunidad,Operaciones b
41649,Hostal,Uni
41650,Miembro comunidad,SeneK
41651,Hotel,Uni
41652,Empreza vivienda univercitaria,Tostao
41653,Empreza vivienda univercitaria,El sol
41654,vecino,Operaciones b
41655,Hostal,Uni
41656,Empreza vivienda univercitaria,El Mono
41657,Hotel,Uni
41658,Empreza vivienda univercitaria,Hilton
41659,Miembro comunidad,Hilton
41660,Hostal,Tostao
41661,Empreza vivienda univercitaria,SeneK
41662,Hotel,Uni
41663,Empreza vivienda univercitaria,Uni
41664,Hostal,Uni
41665,Miembro comunidad,Panamericana
41666,Empreza vivienda univercitaria,Uni
41667,vecino,Unal
41668,Empreza vivienda univercitaria,SeneK
41669,Miembro comunidad,Uni
41670,Hotel,Unal
41671,Empreza vivienda univercitaria,Tostao
41672,Hotel,Tostao
41673,Miembro comunidad,Hilton
41674,Empreza vivienda univercitaria,El Mono
41675,Hostal,Avianca
41676,Hostal,Avianca
41677,Hostal,SisTrans
41678,Hostal,Operaciones b
41679,Miembro comunidad,Avianca
41680,Hostal,Panamericana
41681,Hostal,Tostao
41682,Miembro comunidad,City U 
41683,Empreza vivienda univercitaria,Avianca
41684,Hotel,El Mono
41685,Empreza vivienda univercitaria,City U 
41686,Hostal,Panamericana
41687,vecino,Panamericana
41688,vecino,Panamericana
41689,Hostal,Operaciones b
41690,Empreza vivienda univercitaria,Tostao
41691,vecino,Tostao
41692,Empreza vivienda univercitaria,Livin
41693,Hostal,Avianca
41694,Hostal,Livin
41695,Hotel,El sol
41696,Miembro comunidad,Operaciones b
41697,vecino,Uni
41698,vecino,Operaciones b
41699,Hostal,Livin
41700,vecino,SeneK
41701,Hotel,Livin
41702,Hostal,El sol
41703,vecino,SeneK
41704,Empreza vivienda univercitaria,Hilton
41705,Miembro comunidad,City U 
41706,vecino,Operaciones b
41707,Hotel,SisTrans
41708,Hotel,City U 
41709,Empreza vivienda univercitaria,Uni
41710,Hostal,City U 
41711,Miembro comunidad,Uni
41712,Hostal,El sol
41713,Hotel,Tostao
41714,Hostal,El Mono
41715,Hotel,El Mono
41716,Miembro comunidad,Avianca
41717,Miembro comunidad,Tostao
41718,Hostal,SisTrans
41719,Hotel,Panamericana
41720,Hotel,El sol
41721,Hostal,Livin
41722,Hotel,Panamericana
41723,vecino,Hilton
41724,Hostal,City U 
41725,Empreza vivienda univercitaria,El sol
41726,Hotel,Unal
41727,Empreza vivienda univercitaria,City U 
41728,Hostal,Hilton
41729,Empreza vivienda univercitaria,Uni
41730,Hotel,El sol
41731,Miembro comunidad,Operaciones b
41732,vecino,SisTrans
41733,Hostal,Unal
41734,Miembro comunidad,Hilton
41735,Empreza vivienda univercitaria,El Mono
41736,Hotel,Panamericana
41737,vecino,Avianca
41738,Miembro comunidad,Unal
41739,Miembro comunidad,Avianca
41740,vecino,Panamericana
41741,Empreza vivienda univercitaria,Hilton
41742,Hotel,El sol
41743,Miembro comunidad,Panamericana
41744,Miembro comunidad,Uni
41745,Hotel,SisTrans
41746,Miembro comunidad,Uni
41747,vecino,Unal
41748,Hotel,Livin
41749,Miembro comunidad,SeneK
41750,Empreza vivienda univercitaria,El Mono
41751,Empreza vivienda univercitaria,Tostao
41752,Miembro comunidad,El sol
41753,Miembro comunidad,City U 
41754,Miembro comunidad,Uni
41755,Hotel,SeneK
41756,Miembro comunidad,Operaciones b
41757,Empreza vivienda univercitaria,Panamericana
41758,Miembro comunidad,Operaciones b
41759,Hotel,SisTrans
41760,Hostal,Uni
41761,Miembro comunidad,El sol
41762,vecino,Hilton
41763,vecino,City U 
41764,Hotel,SeneK
41765,Hotel,Uni
41766,Hotel,SisTrans
41767,Hostal,City U 
41768,Hotel,SisTrans
41769,vecino,Avianca
41770,Miembro comunidad,SisTrans
41771,Empreza vivienda univercitaria,Panamericana
41772,vecino,El sol
41773,Hotel,SeneK
41774,Empreza vivienda univercitaria,Avianca
41775,Hostal,Uni
41776,Miembro comunidad,El Mono
41777,Empreza vivienda univercitaria,Uni
41778,vecino,Hilton
41779,Miembro comunidad,SeneK
41780,vecino,Panamericana
41781,vecino,SisTrans
41782,Empreza vivienda univercitaria,Panamericana
41783,Miembro comunidad,Uni
41784,Hostal,City U 
41785,Miembro comunidad,SisTrans
41786,Hotel,Panamericana
41787,Hostal,El sol
41788,Hotel,Avianca
41789,Hostal,SisTrans
41790,Hotel,Livin
41791,vecino,Panamericana
41792,vecino,SisTrans
41793,Hotel,SeneK
41794,Hostal,Uni
41795,Hostal,El sol
41796,Hostal,City U 
41797,Hotel,Avianca
41798,Hotel,Unal
41799,Empreza vivienda univercitaria,SeneK
41800,Hotel,City U 
41801,Miembro comunidad,Uni
41802,Empreza vivienda univercitaria,Operaciones b
41803,Miembro comunidad,Unal
41804,vecino,Panamericana
41805,vecino,El Mono
41806,Hostal,El Mono
41807,Hotel,Avianca
41808,Hostal,Unal
41809,Hotel,Tostao
41810,Empreza vivienda univercitaria,Hilton
41811,Empreza vivienda univercitaria,Operaciones b
41812,vecino,Operaciones b
41813,Hotel,Tostao
41814,Hostal,City U 
41815,Hostal,SeneK
41816,Hostal,El Mono
41817,Empreza vivienda univercitaria,Livin
41818,Miembro comunidad,Tostao
41819,Empreza vivienda univercitaria,Panamericana
41820,Hotel,Hilton
41821,Empreza vivienda univercitaria,Livin
41822,Empreza vivienda univercitaria,Tostao
41823,Miembro comunidad,SisTrans
41824,Hotel,Operaciones b
41825,vecino,City U 
41826,vecino,Livin
41827,vecino,El sol
41828,Miembro comunidad,Unal
41829,Miembro comunidad,Unal
41830,vecino,Tostao
41831,vecino,Unal
41832,Empreza vivienda univercitaria,El Mono
41833,vecino,Panamericana
41834,Hotel,SeneK
41835,Hotel,Tostao
41836,Empreza vivienda univercitaria,Uni
41837,Empreza vivienda univercitaria,Panamericana
41838,Miembro comunidad,Operaciones b
41839,vecino,Uni
41840,Empreza vivienda univercitaria,Hilton
41841,Empreza vivienda univercitaria,SeneK
41842,Miembro comunidad,SeneK
41843,vecino,SisTrans
41844,Miembro comunidad,El sol
41845,Hotel,SisTrans
41846,Empreza vivienda univercitaria,Livin
41847,vecino,SisTrans
41848,Miembro comunidad,Avianca
41849,Empreza vivienda univercitaria,Uni
41850,Hotel,Operaciones b
41851,vecino,Tostao
41852,vecino,Livin
41853,Empreza vivienda univercitaria,Avianca
41854,Miembro comunidad,Livin
41855,Miembro comunidad,El Mono
41856,Hostal,SeneK
41857,vecino,Hilton
41858,Hotel,Avianca
41859,Empreza vivienda univercitaria,Tostao
41860,Miembro comunidad,El Mono
41861,Empreza vivienda univercitaria,Uni
41862,Hostal,Hilton
41863,vecino,Uni
41864,Miembro comunidad,Avianca
41865,vecino,Operaciones b
41866,Miembro comunidad,El Mono
41867,vecino,El Mono
41868,vecino,Operaciones b
41869,Hotel,Unal
41870,Miembro comunidad,El sol
41871,Empreza vivienda univercitaria,Tostao
41872,vecino,Hilton
41873,Hotel,Avianca
41874,Empreza vivienda univercitaria,Panamericana
41875,Hostal,Avianca
41876,Hostal,Hilton
41877,vecino,Avianca
41878,Miembro comunidad,Panamericana
41879,Miembro comunidad,Operaciones b
41880,vecino,Unal
41881,Hostal,Hilton
41882,Hostal,Avianca
41883,Miembro comunidad,Livin
41884,vecino,SeneK
41885,Empreza vivienda univercitaria,Unal
41886,Hostal,Livin
41887,Hotel,Tostao
41888,Hotel,Hilton
41889,Miembro comunidad,Operaciones b
41890,vecino,Hilton
41891,Empreza vivienda univercitaria,Tostao
41892,Miembro comunidad,Avianca
