PRECIO,CAPACIDAD,UBICACION,TAMANIO,NUMERO
5378505,3,primer piso,122,49664
5839061,1,piso intermedio,110,49665
2612065,3,piso intermedio,106,49666
2859153,1,piso intermedio,141,49667
6110169,1,piso intermedio,83,49668
4831337,3,piso intermedio,125,49669
1442300,2,ultimo piso,71,49670
823395,4,primer piso,159,49671
3832014,4,primer piso,102,49672
2203979,3,ultimo piso,190,49673
1201535,3,piso intermedio,161,49674
3134696,2,piso intermedio,97,49675
3376895,3,primer piso,172,49676
5920177,1,piso intermedio,122,49677
5651695,4,piso intermedio,91,49678
5839214,2,ultimo piso,188,49679
3901965,1,primer piso,124,49680
3205008,3,piso intermedio,138,49681
3272714,3,piso intermedio,147,49682
2889609,2,primer piso,191,49683
3431029,2,piso intermedio,142,49684
973759,1,piso intermedio,197,49685
3797820,2,piso intermedio,130,49686
4174265,3,primer piso,135,49687
667429,4,primer piso,83,49688
6068876,1,primer piso,73,49689
5822304,2,piso intermedio,190,49690
759263,4,ultimo piso,112,49691
5773953,2,ultimo piso,122,49692
5620982,4,primer piso,173,49693
2703294,1,ultimo piso,174,49694
1283006,2,piso intermedio,136,49695
6081236,2,piso intermedio,89,49696
5059332,4,piso intermedio,144,49697
1498835,4,ultimo piso,127,49698
5206218,2,primer piso,119,49699
4626919,4,primer piso,146,49700
2238118,4,piso intermedio,133,49701
6852645,2,ultimo piso,83,49702
1535392,3,ultimo piso,94,49703
6373332,3,piso intermedio,97,49704
6714363,2,ultimo piso,123,49705
341766,2,ultimo piso,83,49706
5351537,4,piso intermedio,150,49707
6500950,2,primer piso,129,49708
6276835,1,piso intermedio,167,49709
5008213,4,ultimo piso,134,49710
6689161,4,ultimo piso,141,49711
4728254,2,ultimo piso,187,49712
2134184,1,ultimo piso,119,49713
5745883,2,piso intermedio,155,49714
1682156,4,primer piso,161,49715
4730811,4,ultimo piso,75,49716
1241938,1,piso intermedio,143,49717
1886846,4,primer piso,160,49718
5462319,4,piso intermedio,86,49719
2883900,4,ultimo piso,169,49720
1192757,1,ultimo piso,159,49721
909535,4,piso intermedio,84,49722
6135177,3,piso intermedio,118,49723
6522492,2,piso intermedio,110,49724
4930062,3,ultimo piso,121,49725
843866,1,primer piso,144,49726
5956920,4,ultimo piso,119,49727
6132868,2,primer piso,85,49728
1999540,4,piso intermedio,192,49729
6208313,1,ultimo piso,177,49730
5211232,2,piso intermedio,108,49731
4896916,3,primer piso,130,49732
370922,4,primer piso,189,49733
4253360,2,primer piso,178,49734
3716840,3,ultimo piso,169,49735
931821,4,ultimo piso,198,49736
4893757,1,ultimo piso,82,49737
3099429,2,piso intermedio,195,49738
2887197,3,ultimo piso,80,49739
799899,2,primer piso,144,49740
6863891,2,primer piso,128,49741
6822375,4,ultimo piso,163,49742
4875242,3,primer piso,191,49743
612300,3,piso intermedio,160,49744
245127,1,primer piso,133,49745
4298999,1,primer piso,110,49746
2801381,4,piso intermedio,140,49747
994007,1,piso intermedio,163,49748
846665,2,ultimo piso,101,49749
1019634,3,piso intermedio,183,49750
3001428,1,ultimo piso,95,49751
761416,1,primer piso,115,49752
2810711,2,ultimo piso,169,49753
118890,4,piso intermedio,190,49754
3200441,2,primer piso,180,49755
92206,1,ultimo piso,72,49756
6077032,3,primer piso,113,49757
5007200,2,piso intermedio,126,49758
4149291,1,primer piso,154,49759
706054,2,primer piso,181,49760
4261448,3,piso intermedio,180,49761
5082198,4,ultimo piso,179,49762
4052379,4,primer piso,175,49763
592966,3,piso intermedio,175,49764
1635458,4,piso intermedio,162,49765
2040950,4,ultimo piso,85,49766
2743813,3,ultimo piso,83,49767
5958264,3,primer piso,168,49768
1153028,4,piso intermedio,131,49769
1149453,4,primer piso,121,49770
5065795,1,ultimo piso,78,49771
2434385,1,primer piso,80,49772
4917360,3,ultimo piso,156,49773
2017881,3,piso intermedio,166,49774
6673114,2,ultimo piso,97,49775
3236016,4,piso intermedio,166,49776
836567,4,ultimo piso,132,49777
5285297,1,piso intermedio,180,49778
2694490,2,ultimo piso,158,49779
2751730,4,primer piso,154,49780
2427843,1,piso intermedio,171,49781
5922311,3,primer piso,85,49782
5829001,3,primer piso,86,49783
745350,4,ultimo piso,134,49784
5225233,1,piso intermedio,189,49785
4777137,2,ultimo piso,193,49786
6634497,4,primer piso,78,49787
1423406,2,piso intermedio,181,49788
1469004,2,piso intermedio,123,49789
5389364,3,primer piso,124,49790
4612730,4,piso intermedio,125,49791
2113372,2,piso intermedio,135,49792
3754577,4,piso intermedio,189,49793
4623601,4,ultimo piso,98,49794
6889778,3,piso intermedio,170,49795
6940186,1,ultimo piso,88,49796
1411899,4,ultimo piso,79,49797
5183792,1,primer piso,97,49798
2424783,4,piso intermedio,177,49799
504908,3,primer piso,171,49800
3336241,3,piso intermedio,135,49801
4164421,1,primer piso,105,49802
3478645,3,primer piso,200,49803
5017457,1,primer piso,133,49804
6138832,4,ultimo piso,98,49805
747541,1,piso intermedio,122,49806
3846909,4,ultimo piso,146,49807
2887137,2,primer piso,124,49808
6339579,2,piso intermedio,166,49809
5395097,2,primer piso,76,49810
3615259,2,ultimo piso,99,49811
3689683,1,piso intermedio,92,49812
5722331,2,primer piso,140,49813
2449608,2,primer piso,116,49814
4168986,2,ultimo piso,147,49815
5836630,2,ultimo piso,135,49816
4421534,2,ultimo piso,73,49817
4335800,1,primer piso,70,49818
2737880,4,ultimo piso,199,49819
2675398,4,piso intermedio,164,49820
1380929,1,ultimo piso,122,49821
580160,4,ultimo piso,178,49822
4508556,4,piso intermedio,172,49823
4070321,3,primer piso,159,49824
4679439,4,primer piso,151,49825
4628267,2,piso intermedio,168,49826
3546492,4,piso intermedio,199,49827
5066580,4,ultimo piso,112,49828
389976,3,primer piso,86,49829
1907558,1,ultimo piso,147,49830
4544696,1,ultimo piso,166,49831
6690775,2,ultimo piso,72,49832
1035561,2,piso intermedio,114,49833
3246664,1,primer piso,157,49834
2958428,1,piso intermedio,158,49835
5686135,4,piso intermedio,130,49836
5147358,4,piso intermedio,139,49837
1669436,3,ultimo piso,84,49838
627592,2,piso intermedio,74,49839
3893889,3,ultimo piso,138,49840
806998,1,primer piso,126,49841
3341610,3,primer piso,103,49842
448283,3,ultimo piso,105,49843
4161361,1,ultimo piso,74,49844
849987,4,piso intermedio,138,49845
578902,3,piso intermedio,95,49846
5051096,2,primer piso,132,49847
2261882,3,piso intermedio,131,49848
4909827,1,primer piso,168,49849
1807015,1,ultimo piso,128,49850
4128220,4,ultimo piso,72,49851
3523650,1,piso intermedio,173,49852
4186681,3,piso intermedio,120,49853
6162318,4,piso intermedio,172,49854
6589607,2,primer piso,80,49855
4537232,1,piso intermedio,172,49856
2187634,3,piso intermedio,171,49857
5926946,2,piso intermedio,100,49858
1193723,1,piso intermedio,75,49859
6642584,1,primer piso,154,49860
1064444,4,piso intermedio,106,49861
4640760,1,piso intermedio,152,49862
616233,3,piso intermedio,118,49863
3967321,3,piso intermedio,104,49864
2132542,4,primer piso,139,49865
3541072,1,primer piso,116,49866
2823466,3,primer piso,173,49867
3146858,4,ultimo piso,140,49868
3605901,4,ultimo piso,74,49869
1081069,3,piso intermedio,196,49870
4960504,1,primer piso,119,49871
4996729,1,piso intermedio,199,49872
3386797,3,piso intermedio,86,49873
2261557,4,ultimo piso,161,49874
2260171,4,ultimo piso,94,49875
1499122,2,piso intermedio,99,49876
2261989,2,ultimo piso,197,49877
5428285,4,ultimo piso,171,49878
5683241,4,piso intermedio,71,49879
5736363,2,piso intermedio,115,49880
974538,4,ultimo piso,162,49881
3838364,1,primer piso,111,49882
167741,4,piso intermedio,106,49883
2332991,1,piso intermedio,112,49884
6067765,2,primer piso,168,49885
558395,1,primer piso,194,49886
4049765,2,primer piso,130,49887
1201354,3,ultimo piso,86,49888
2999774,3,ultimo piso,152,49889
6368119,3,primer piso,138,49890
3745783,1,piso intermedio,120,49891
1995305,4,piso intermedio,177,49892
6707019,3,piso intermedio,145,49893
6211796,2,primer piso,186,49894
4986142,3,ultimo piso,79,49895
5267979,1,piso intermedio,139,49896
1540891,3,piso intermedio,87,49897
2133666,2,ultimo piso,155,49898
2810731,1,ultimo piso,185,49899
6658652,4,primer piso,166,49900
3071008,4,ultimo piso,154,49901
5289170,1,piso intermedio,104,49902
3661549,3,ultimo piso,78,49903
6820045,4,ultimo piso,81,49904
6389015,1,primer piso,74,49905
3919756,4,ultimo piso,131,49906
1305170,1,piso intermedio,158,49907
2652327,3,ultimo piso,98,49908
4606050,2,piso intermedio,165,49909
3170238,2,piso intermedio,162,49910
2316222,4,primer piso,120,49911
2921100,2,piso intermedio,185,49912
420447,2,ultimo piso,142,49913
5685210,1,piso intermedio,126,49914
3402707,2,ultimo piso,122,49915
6848429,4,primer piso,125,49916
5242694,2,primer piso,140,49917
2461119,3,piso intermedio,149,49918
5392404,1,ultimo piso,113,49919
4822333,3,ultimo piso,118,49920
1436713,4,primer piso,148,49921
4493735,1,primer piso,74,49922
5143908,2,primer piso,171,49923
6776264,4,primer piso,118,49924
2540288,1,ultimo piso,103,49925
2071727,1,piso intermedio,87,49926
5764974,4,piso intermedio,88,49927
5039918,2,ultimo piso,155,49928
2185319,2,piso intermedio,164,49929
4552795,1,primer piso,148,49930
4081866,4,ultimo piso,101,49931
2473025,3,piso intermedio,192,49932
5072105,4,ultimo piso,129,49933
1511816,3,primer piso,129,49934
4213251,2,ultimo piso,85,49935
1913737,3,piso intermedio,95,49936
5353840,4,primer piso,80,49937
750454,2,primer piso,154,49938
4915089,1,piso intermedio,94,49939
6343718,3,ultimo piso,146,49940
481941,1,ultimo piso,115,49941
2570676,4,piso intermedio,140,49942
754941,1,primer piso,170,49943
5427951,2,ultimo piso,194,49944
5683194,3,piso intermedio,79,49945
5364584,4,piso intermedio,175,49946
3136219,4,piso intermedio,199,49947
277870,1,ultimo piso,84,49948
6884269,3,primer piso,194,49949
4694475,4,piso intermedio,147,49950
2259965,4,piso intermedio,147,49951
1065921,3,ultimo piso,183,49952
955842,1,piso intermedio,148,49953
1226497,3,piso intermedio,178,49954
6652520,4,piso intermedio,186,49955
5598201,3,primer piso,89,49956
2363601,1,ultimo piso,122,49957
5359104,2,piso intermedio,109,49958
426567,4,ultimo piso,153,49959
2678473,3,piso intermedio,179,49960
1043435,4,piso intermedio,113,49961
4276776,1,primer piso,137,49962
5247889,4,primer piso,71,49963
4248926,2,primer piso,189,49964
5354588,4,piso intermedio,189,49965
4072857,4,ultimo piso,107,49966
5039762,4,piso intermedio,185,49967
620765,1,piso intermedio,73,49968
6141391,4,primer piso,166,49969
1742816,1,primer piso,183,49970
4512346,1,primer piso,121,49971
2395566,1,ultimo piso,177,49972
6245216,4,ultimo piso,159,49973
4129264,3,ultimo piso,71,49974
2885136,2,ultimo piso,140,49975
6673678,2,primer piso,195,49976
4467766,2,ultimo piso,139,49977
4394008,3,piso intermedio,189,49978
5594497,4,primer piso,151,49979
150387,1,ultimo piso,164,49980
4048584,3,piso intermedio,110,49981
2199112,3,primer piso,145,49982
525302,4,piso intermedio,138,49983
2383007,2,piso intermedio,157,49984
1052351,4,piso intermedio,133,49985
3962907,2,piso intermedio,86,49986
1916952,4,piso intermedio,117,49987
3102927,2,ultimo piso,82,49988
356323,4,piso intermedio,131,49989
2799217,3,primer piso,75,49990
5024826,3,primer piso,137,49991
3341952,1,ultimo piso,177,49992
6639545,2,piso intermedio,85,49993
5235657,4,piso intermedio,179,49994
6509151,3,ultimo piso,73,49995
194544,4,primer piso,185,49996
2568432,4,ultimo piso,163,49997
1472584,4,primer piso,79,49998
345414,2,piso intermedio,89,49999
5948475,2,piso intermedio,160,50000
5544673,3,primer piso,73,50001
4896508,4,ultimo piso,79,50002
2781303,2,primer piso,140,50003
5175157,1,piso intermedio,113,50004
2629105,3,ultimo piso,71,50005
3242981,2,piso intermedio,180,50006
2648761,3,piso intermedio,147,50007
474806,2,piso intermedio,91,50008
6683543,1,piso intermedio,132,50009
6196570,1,piso intermedio,94,50010
3927218,3,piso intermedio,198,50011
2276402,3,primer piso,70,50012
4247277,4,piso intermedio,149,50013
4512519,1,ultimo piso,155,50014
5373873,2,ultimo piso,132,50015
6138352,3,primer piso,88,50016
2724150,2,piso intermedio,158,50017
4473865,3,primer piso,74,50018
2820119,4,primer piso,111,50019
5359527,2,primer piso,90,50020
5394683,2,primer piso,196,50021
4702935,2,ultimo piso,87,50022
3738167,3,piso intermedio,173,50023
2994916,2,ultimo piso,108,50024
4012489,4,piso intermedio,143,50025
1551369,3,primer piso,190,50026
2902258,3,piso intermedio,158,50027
1876899,3,primer piso,149,50028
4648680,1,primer piso,129,50029
1899254,4,ultimo piso,162,50030
5932603,2,ultimo piso,118,50031
6616949,2,primer piso,83,50032
6497926,4,ultimo piso,185,50033
1192356,3,ultimo piso,145,50034
5970757,1,ultimo piso,179,50035
3206253,4,primer piso,123,50036
4865509,1,ultimo piso,194,50037
6801427,1,primer piso,72,50038
5771714,4,ultimo piso,181,50039
1222574,4,piso intermedio,148,50040
1537901,4,piso intermedio,149,50041
2526910,4,primer piso,156,50042
1251652,2,piso intermedio,167,50043
4753375,3,piso intermedio,191,50044
3262031,2,piso intermedio,77,50045
5766032,2,primer piso,158,50046
791415,2,primer piso,130,50047
3748233,2,ultimo piso,135,50048
5736639,1,ultimo piso,131,50049
5117991,4,ultimo piso,86,50050
4425138,4,piso intermedio,156,50051
4481605,4,primer piso,76,50052
5884366,2,piso intermedio,151,50053
4704575,3,ultimo piso,178,50054
6983096,3,primer piso,77,50055
3127882,2,primer piso,145,50056
168079,2,piso intermedio,138,50057
2906014,2,ultimo piso,95,50058
6606460,1,primer piso,96,50059
1303038,4,piso intermedio,91,50060
4743756,4,piso intermedio,188,50061
5703329,4,primer piso,199,50062
4677836,3,piso intermedio,82,50063
4740439,3,ultimo piso,135,50064
833415,3,piso intermedio,143,50065
1315247,3,ultimo piso,92,50066
5001018,1,piso intermedio,150,50067
5427007,1,piso intermedio,95,50068
5072714,3,piso intermedio,194,50069
1817144,1,primer piso,85,50070
5860903,4,piso intermedio,124,50071
6354523,3,primer piso,165,50072
1713771,4,piso intermedio,113,50073
724646,3,primer piso,190,50074
6968921,3,ultimo piso,116,50075
5527010,2,primer piso,188,50076
6023500,3,piso intermedio,144,50077
4620699,3,piso intermedio,161,50078
3626316,3,piso intermedio,114,50079
3412863,4,primer piso,141,50080
2284497,3,ultimo piso,137,50081
4221307,1,ultimo piso,121,50082
3570071,2,ultimo piso,85,50083
6745682,3,ultimo piso,71,50084
6291737,3,piso intermedio,182,50085
983291,1,primer piso,174,50086
6922866,2,piso intermedio,110,50087
1333832,3,primer piso,108,50088
5023522,4,primer piso,144,50089
6792312,2,piso intermedio,198,50090
6740215,3,primer piso,97,50091
3670071,1,ultimo piso,109,50092
5199825,3,ultimo piso,129,50093
3723670,2,primer piso,99,50094
1911876,3,ultimo piso,157,50095
645517,2,piso intermedio,171,50096
6782248,3,ultimo piso,172,50097
3717412,4,ultimo piso,81,50098
5588026,4,ultimo piso,169,50099
4669210,1,primer piso,141,50100
352418,1,primer piso,95,50101
3560879,1,ultimo piso,80,50102
3892272,1,ultimo piso,131,50103
6311481,1,piso intermedio,108,50104
2993085,3,ultimo piso,190,50105
2189786,2,primer piso,93,50106
6973632,3,piso intermedio,178,50107
3677801,2,ultimo piso,162,50108
3555658,4,piso intermedio,200,50109
356089,1,primer piso,82,50110
273368,2,ultimo piso,132,50111
4493978,2,ultimo piso,164,50112
3494541,3,ultimo piso,187,50113
128295,2,primer piso,159,50114
1111461,2,ultimo piso,197,50115
2551348,4,ultimo piso,113,50116
4857705,2,ultimo piso,74,50117
1438777,2,ultimo piso,139,50118
6000984,2,primer piso,180,50119
6298916,1,ultimo piso,172,50120
3938163,4,ultimo piso,101,50121
3887375,1,ultimo piso,70,50122
947689,3,ultimo piso,119,50123
5569184,3,piso intermedio,165,50124
865937,3,piso intermedio,93,50125
6031140,2,ultimo piso,191,50126
385207,4,primer piso,112,50127
5249757,2,ultimo piso,112,50128
5876224,4,primer piso,99,50129
5456126,1,ultimo piso,77,50130
3490979,3,primer piso,165,50131
2069099,2,primer piso,181,50132
2952326,2,ultimo piso,117,50133
3965325,2,primer piso,121,50134
1996556,2,primer piso,164,50135
3978328,4,ultimo piso,129,50136
295360,1,ultimo piso,144,50137
4910660,3,primer piso,78,50138
5893473,4,piso intermedio,200,50139
6297921,3,ultimo piso,90,50140
5405576,2,piso intermedio,70,50141
6581741,4,piso intermedio,118,50142
2534420,2,ultimo piso,128,50143
4874389,2,primer piso,76,50144
3050125,1,primer piso,152,50145
6400624,1,ultimo piso,138,50146
3084067,1,primer piso,184,50147
4355046,3,piso intermedio,104,50148
5500677,3,piso intermedio,146,50149
1152327,4,ultimo piso,90,50150
322712,4,ultimo piso,160,50151
3346673,2,ultimo piso,198,50152
4964701,2,primer piso,185,50153
2731068,4,ultimo piso,111,50154
2139906,4,primer piso,131,50155
2371587,2,piso intermedio,119,50156
229982,4,piso intermedio,188,50157
1508514,1,primer piso,146,50158
6545864,4,piso intermedio,102,50159
5411983,1,primer piso,194,50160
6470919,3,piso intermedio,150,50161
1218661,1,piso intermedio,197,50162
1029785,4,piso intermedio,114,50163
5126043,3,primer piso,107,50164
3283007,3,primer piso,71,50165
5787414,2,piso intermedio,161,50166
2808334,4,primer piso,195,50167
6975281,4,primer piso,190,50168
4374303,4,ultimo piso,123,50169
1174118,4,ultimo piso,139,50170
5584840,2,piso intermedio,140,50171
6765666,4,piso intermedio,91,50172
3612979,4,ultimo piso,138,50173
1403838,4,ultimo piso,134,50174
4589518,4,ultimo piso,102,50175
3944329,4,ultimo piso,170,50176
5720547,4,piso intermedio,187,50177
4159120,4,piso intermedio,95,50178
4374306,2,piso intermedio,93,50179
2809133,1,piso intermedio,140,50180
508043,2,primer piso,156,50181
6236987,4,piso intermedio,168,50182
1715195,4,piso intermedio,110,50183
1842533,1,ultimo piso,106,50184
1307054,1,piso intermedio,135,50185
5932216,2,primer piso,132,50186
5929725,3,ultimo piso,122,50187
3469934,3,piso intermedio,197,50188
427957,1,ultimo piso,183,50189
2158644,4,primer piso,136,50190
5763703,1,ultimo piso,155,50191
2631564,1,primer piso,167,50192
4564744,1,piso intermedio,119,50193
954820,4,piso intermedio,171,50194
2305014,4,piso intermedio,71,50195
3179691,2,ultimo piso,76,50196
4426916,1,ultimo piso,189,50197
4138347,4,primer piso,137,50198
4924373,1,piso intermedio,199,50199
4703152,4,primer piso,170,50200
1860548,1,piso intermedio,122,50201
956900,1,ultimo piso,170,50202
4230230,3,piso intermedio,119,50203
6632429,4,piso intermedio,121,50204
3267998,4,ultimo piso,168,50205
1487796,3,piso intermedio,121,50206
6869359,2,ultimo piso,182,50207
1483140,2,primer piso,125,50208
5412098,4,primer piso,145,50209
3621794,2,piso intermedio,155,50210
1522988,4,ultimo piso,172,50211
4666172,2,primer piso,87,50212
2193042,4,primer piso,139,50213
4756154,4,piso intermedio,171,50214
1769469,2,primer piso,198,50215
6072265,4,ultimo piso,151,50216
781311,3,primer piso,132,50217
5655249,4,ultimo piso,194,50218
772314,1,piso intermedio,113,50219
3401748,1,ultimo piso,199,50220
4677585,3,primer piso,145,50221
4865472,4,ultimo piso,129,50222
2077328,4,piso intermedio,130,50223
2211233,4,piso intermedio,128,50224
6201509,2,primer piso,143,50225
5851047,1,piso intermedio,143,50226
6097974,2,ultimo piso,113,50227
5534913,3,ultimo piso,131,50228
2859465,2,ultimo piso,179,50229
3716526,3,ultimo piso,134,50230
3373528,1,primer piso,132,50231
1677236,3,primer piso,163,50232
6092119,4,primer piso,160,50233
662088,3,ultimo piso,179,50234
6155597,1,ultimo piso,181,50235
4170234,4,ultimo piso,104,50236
4902148,4,ultimo piso,166,50237
5816087,3,piso intermedio,154,50238
4638419,1,primer piso,158,50239
2817878,1,primer piso,129,50240
2847557,3,primer piso,106,50241
1124357,4,piso intermedio,126,50242
3423620,3,piso intermedio,117,50243
3573979,1,ultimo piso,155,50244
1480252,4,piso intermedio,127,50245
3267964,3,ultimo piso,191,50246
3259812,2,piso intermedio,142,50247
5666716,2,ultimo piso,79,50248
3427835,4,piso intermedio,199,50249
281731,4,primer piso,131,50250
2172916,1,piso intermedio,143,50251
6206607,4,piso intermedio,88,50252
5250009,3,ultimo piso,87,50253
3416252,2,piso intermedio,179,50254
2170257,2,piso intermedio,157,50255
1465174,3,primer piso,78,50256
1715433,2,ultimo piso,192,50257
2773022,3,primer piso,115,50258
121107,2,piso intermedio,150,50259
2430093,4,piso intermedio,154,50260
6831444,1,primer piso,161,50261
2382476,1,ultimo piso,144,50262
2031519,1,primer piso,164,50263
1659718,2,piso intermedio,162,50264
4400723,4,primer piso,99,50265
1993783,3,piso intermedio,172,50266
4822517,4,ultimo piso,161,50267
1926896,1,ultimo piso,71,50268
92194,1,piso intermedio,149,50269
283864,2,ultimo piso,131,50270
5047829,2,piso intermedio,159,50271
1877690,4,piso intermedio,70,50272
2039970,2,primer piso,115,50273
4789249,4,primer piso,138,50274
4715558,4,piso intermedio,71,50275
3214404,2,ultimo piso,156,50276
219375,4,primer piso,149,50277
106480,4,ultimo piso,182,50278
4161165,4,ultimo piso,92,50279
6231089,3,piso intermedio,104,50280
5309949,2,piso intermedio,114,50281
1986632,2,primer piso,102,50282
6314523,4,piso intermedio,149,50283
1673235,2,piso intermedio,149,50284
2143962,2,ultimo piso,191,50285
1810605,1,primer piso,197,50286
2407017,3,ultimo piso,149,50287
868412,4,primer piso,193,50288
6579640,4,primer piso,74,50289
3798038,4,piso intermedio,150,50290
2992425,3,primer piso,198,50291
4182834,2,piso intermedio,132,50292
5175260,4,primer piso,105,50293
191379,3,ultimo piso,71,50294
2779622,1,primer piso,78,50295
3546815,3,primer piso,107,50296
3728369,3,ultimo piso,197,50297
3899048,2,piso intermedio,168,50298
6624320,1,primer piso,163,50299
4907995,1,piso intermedio,174,50300
6548316,3,piso intermedio,87,50301
1103301,3,primer piso,92,50302
326127,3,ultimo piso,195,50303
6498925,4,piso intermedio,163,50304
6115354,3,ultimo piso,193,50305
4294652,4,ultimo piso,172,50306
4820563,2,piso intermedio,178,50307
633580,1,ultimo piso,76,50308
1287887,3,ultimo piso,191,50309
2645216,1,piso intermedio,167,50310
709111,4,piso intermedio,157,50311
1937525,4,ultimo piso,158,50312
652841,4,primer piso,196,50313
4523977,3,piso intermedio,121,50314
4240548,2,primer piso,151,50315
5814998,3,primer piso,146,50316
1585035,2,primer piso,103,50317
2877319,4,ultimo piso,84,50318
3302341,4,piso intermedio,114,50319
2052529,3,piso intermedio,171,50320
5783368,4,primer piso,169,50321
1337965,4,piso intermedio,71,50322
3638457,2,primer piso,158,50323
469536,2,piso intermedio,112,50324
3201228,3,piso intermedio,158,50325
2941889,2,primer piso,194,50326
3572847,4,ultimo piso,75,50327
2178235,4,piso intermedio,98,50328
1084179,3,primer piso,94,50329
1293562,2,ultimo piso,99,50330
3006132,3,primer piso,82,50331
6576048,2,primer piso,133,50332
2845373,4,primer piso,196,50333
5725405,2,piso intermedio,199,50334
3256027,4,primer piso,148,50335
2583604,3,ultimo piso,123,50336
5632187,2,piso intermedio,108,50337
3754854,2,primer piso,78,50338
4214951,3,ultimo piso,106,50339
3762666,1,primer piso,115,50340
3239738,3,primer piso,123,50341
6477373,3,piso intermedio,176,50342
3643633,1,ultimo piso,192,50343
1771824,1,primer piso,192,50344
5651466,1,ultimo piso,167,50345
2010161,2,ultimo piso,97,50346
2729635,1,piso intermedio,194,50347
6820901,4,primer piso,163,50348
2025280,1,ultimo piso,127,50349
1755812,1,primer piso,88,50350
5024259,2,piso intermedio,187,50351
6634649,4,primer piso,99,50352
5365090,3,ultimo piso,196,50353
703219,4,primer piso,154,50354
2801695,2,primer piso,167,50355
1777416,3,primer piso,167,50356
5235489,4,primer piso,101,50357
1677457,4,primer piso,139,50358
2850602,3,primer piso,162,50359
1125610,2,primer piso,196,50360
5737872,2,piso intermedio,169,50361
4449161,1,primer piso,199,50362
5961767,3,primer piso,131,50363
1451759,1,piso intermedio,132,50364
5735390,3,ultimo piso,108,50365
6580745,2,piso intermedio,181,50366
2663694,4,primer piso,74,50367
882271,1,ultimo piso,196,50368
333468,2,primer piso,135,50369
1015673,3,primer piso,184,50370
364905,4,ultimo piso,123,50371
6008102,2,piso intermedio,172,50372
5000199,3,primer piso,117,50373
6480039,3,piso intermedio,109,50374
6932458,3,ultimo piso,158,50375
6798226,4,piso intermedio,164,50376
6074885,3,ultimo piso,111,50377
4340048,3,primer piso,131,50378
2194464,1,primer piso,189,50379
6345445,2,ultimo piso,131,50380
6935701,4,ultimo piso,155,50381
960101,4,piso intermedio,97,50382
4754488,1,ultimo piso,121,50383
4220558,3,primer piso,92,50384
5065416,2,primer piso,126,50385
5635313,4,piso intermedio,112,50386
6220366,2,piso intermedio,175,50387
1763909,4,ultimo piso,133,50388
4536004,1,ultimo piso,74,50389
5656454,2,primer piso,162,50390
5553032,1,ultimo piso,92,50391
3380702,1,primer piso,153,50392
2395290,2,piso intermedio,108,50393
6985158,1,primer piso,80,50394
405839,2,ultimo piso,197,50395
3251972,2,ultimo piso,182,50396
556190,4,primer piso,105,50397
2396056,3,primer piso,166,50398
6685037,4,piso intermedio,136,50399
4535013,4,piso intermedio,191,50400
1283508,3,ultimo piso,153,50401
6200417,2,primer piso,167,50402
6984957,4,primer piso,185,50403
954279,1,ultimo piso,188,50404
3982374,3,piso intermedio,193,50405
6221823,3,primer piso,80,50406
190243,3,ultimo piso,136,50407
6607377,1,piso intermedio,105,50408
6550440,1,piso intermedio,108,50409
1005517,3,primer piso,193,50410
474206,1,primer piso,86,50411
3735003,1,piso intermedio,174,50412
3162728,4,ultimo piso,134,50413
6577126,4,ultimo piso,192,50414
4429809,4,primer piso,185,50415
6607826,3,primer piso,177,50416
3532145,3,primer piso,153,50417
3418223,3,ultimo piso,169,50418
3394863,3,ultimo piso,107,50419
2333790,2,ultimo piso,81,50420
1397853,2,ultimo piso,78,50421
170255,2,piso intermedio,141,50422
5617128,3,ultimo piso,188,50423
3409281,2,ultimo piso,117,50424
139551,4,primer piso,199,50425
4518957,2,primer piso,186,50426
4620203,2,primer piso,156,50427
2259496,3,primer piso,163,50428
652714,3,ultimo piso,77,50429
1438048,4,piso intermedio,183,50430
2045952,1,piso intermedio,73,50431
3106620,4,primer piso,194,50432
5376728,3,piso intermedio,172,50433
664516,4,primer piso,99,50434
4830895,1,ultimo piso,134,50435
6537967,4,ultimo piso,117,50436
2874601,1,primer piso,165,50437
1546828,1,primer piso,107,50438
3955369,4,primer piso,199,50439
3436110,1,piso intermedio,149,50440
2160328,1,ultimo piso,103,50441
4065815,4,primer piso,87,50442
4604043,1,primer piso,97,50443
700940,4,primer piso,152,50444
3985007,2,piso intermedio,109,50445
5950004,2,ultimo piso,103,50446
2054359,4,primer piso,109,50447
5354065,1,ultimo piso,176,50448
4097152,3,primer piso,193,50449
1149558,4,ultimo piso,161,50450
3768609,3,piso intermedio,140,50451
427909,2,ultimo piso,156,50452
3263842,4,ultimo piso,181,50453
6258217,3,ultimo piso,145,50454
841065,3,primer piso,123,50455
409802,2,piso intermedio,116,50456
3595193,2,primer piso,183,50457
6361124,4,piso intermedio,135,50458
6167201,3,ultimo piso,156,50459
1033969,2,piso intermedio,99,50460
3823741,3,ultimo piso,147,50461
5132501,3,ultimo piso,169,50462
3401338,1,primer piso,133,50463
3762617,4,ultimo piso,117,50464
4964086,1,ultimo piso,168,50465
1128983,4,ultimo piso,160,50466
5467006,3,ultimo piso,151,50467
2595614,3,primer piso,177,50468
3595617,4,primer piso,181,50469
959236,2,ultimo piso,173,50470
5571732,2,piso intermedio,91,50471
4147090,1,primer piso,190,50472
2183197,4,ultimo piso,158,50473
